case_id,problem,partition,pool,composition_model,mechanism_id,measurement_reason,delta_measures,delta_direction,delta_near,delta_no_signal,delta_whole_case_clear_attempts,delta_whole_case_fallback_targets,both_phase_nonempty,delta_direction_rate,delta_near_rate,delta_no_signal_rate
stage2-round-calibrated-p4-0002-87605f793b1cd0aa,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,11,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0003-5d97b603a73c9026,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,-1,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0003-5d97b603a73c9026,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-1,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0004-4714242d3b406574,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,53,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0004-4714242d3b406574,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,53,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0005-dba9bef715a0bb9e,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,46,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0005-dba9bef715a0bb9e,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,46,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0006-816beedc208f803b,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-98,1,True,0.16666666666666674,0.0,-0.16666666666666666
stage2-round-calibrated-p4-0006-816beedc208f803b,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-98,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0007-f5fc11391cac3ddb,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-33,0,True,0.18181818181818188,0.0,-0.18181818181818182
stage2-round-calibrated-p4-0007-f5fc11391cac3ddb,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-33,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0008-87225ba66189e092,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,3,0,-3,-62,-2,True,0.30000000000000004,0.0,-0.3
stage2-round-calibrated-p4-0008-87225ba66189e092,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-62,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0009-d62c0b0bff2f6f24,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,2,0,-2,59,-1,True,0.16666666666666674,0.0,-0.16666666666666666
stage2-round-calibrated-p4-0009-d62c0b0bff2f6f24,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,59,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0010-32bdedd09f7496e1,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,16,-3,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0010-32bdedd09f7496e1,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,16,-3,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0011-311267f7d559d5d8,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,3,0,-3,-74,3,True,0.20000000000000007,0.0,-0.19999999999999998
stage2-round-calibrated-p4-0011-311267f7d559d5d8,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-74,3,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0012-8c9d8dbe2d857a77,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,5,0,-5,-277,-5,True,0.35714285714285715,0.0,-0.3571428571428572
stage2-round-calibrated-p4-0012-8c9d8dbe2d857a77,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-277,-5,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0013-f62f1a121f612ccd,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,49,3,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0013-f62f1a121f612ccd,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,49,3,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0014-13363681c0f80c87,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,8,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0014-13363681c0f80c87,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,8,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0015-32d2fefe187cb90f,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-73,-2,True,0.1428571428571429,0.0,-0.14285714285714285
stage2-round-calibrated-p4-0015-32d2fefe187cb90f,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-73,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0016-36f24dfeb8a81ceb,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,67,1,True,0.0625,0.0,-0.0625
stage2-round-calibrated-p4-0016-36f24dfeb8a81ceb,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,67,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0017-f1096d0cee4663bc,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-6,-1,True,0.0625,0.0,-0.0625
stage2-round-calibrated-p4-0017-f1096d0cee4663bc,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-6,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0018-245b5e4414bb6fb6,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-12,-2,True,0.20000000000000007,0.0,-0.19999999999999998
stage2-round-calibrated-p4-0018-245b5e4414bb6fb6,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-12,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0019-9863243b9daadf3d,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,1,0,-1,-52,1,True,0.0625,0.0,-0.0625
stage2-round-calibrated-p4-0019-9863243b9daadf3d,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-52,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0020-d73305bbe4a378c6,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,0,0,True,0.0625,0.0,-0.0625
stage2-round-calibrated-p4-0020-d73305bbe4a378c6,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,0,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0021-0a2c9a95fff6cefe,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,3,0,-3,-139,2,True,0.25,0.0,-0.25
stage2-round-calibrated-p4-0021-0a2c9a95fff6cefe,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-139,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0022-9dbe998d6dcaac75,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,3,0,-3,-72,-1,True,0.2142857142857143,0.0,-0.21428571428571427
stage2-round-calibrated-p4-0022-9dbe998d6dcaac75,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-72,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0023-589e3c738f5d29d0,4,confirmation,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-36,-1,True,0.125,0.0,-0.125
stage2-round-calibrated-p4-0023-589e3c738f5d29d0,4,confirmation,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-36,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0024-0d7d9ab1fdff7647,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,2,0,-2,-80,2,True,0.15384615384615385,0.0,-0.15384615384615385
stage2-round-calibrated-p4-0024-0d7d9ab1fdff7647,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-80,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0025-7d6f1c4a312839b2,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,12,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0025-7d6f1c4a312839b2,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,12,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0026-4555a3056487ecc2,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-50,1,True,0.1428571428571428,0.0,-0.14285714285714288
stage2-round-calibrated-p4-0026-4555a3056487ecc2,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-50,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0027-7713de4c49d9afe5,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-107,-1,True,0.18181818181818188,0.0,-0.18181818181818182
stage2-round-calibrated-p4-0027-7713de4c49d9afe5,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-107,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0028-88a749f5857bb33b,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,35,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0028-88a749f5857bb33b,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,35,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0029-5c63cce9f08d6305,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,2,0,-2,28,0,True,0.20000000000000007,0.0,-0.19999999999999998
stage2-round-calibrated-p4-0029-5c63cce9f08d6305,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,28,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0030-b6db61fb650d3aae,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,1,0,-1,-20,0,True,0.09090909090909094,0.0,-0.09090909090909088
stage2-round-calibrated-p4-0030-b6db61fb650d3aae,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-20,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0031-883f1147edc6dcc7,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,8,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0031-883f1147edc6dcc7,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,8,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0032-356ec5e0b0895547,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,2,0,-2,-34,-3,True,0.18181818181818177,0.0,-0.1818181818181818
stage2-round-calibrated-p4-0032-356ec5e0b0895547,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-34,-3,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0033-94f1c31dfa438d41,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,4,-1,True,0.09090909090909083,0.0,-0.09090909090909091
stage2-round-calibrated-p4-0033-94f1c31dfa438d41,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,4,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0034-4e261939377e25d1,4,confirmation,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-41,0,True,0.19999999999999996,0.0,-0.2
stage2-round-calibrated-p4-0034-4e261939377e25d1,4,confirmation,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-41,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0035-3158f3cfa1e8c53a,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,21,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0035-3158f3cfa1e8c53a,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,21,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0036-a1334caf0b9978af,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-21,-1,True,0.09999999999999998,0.0,-0.10000000000000003
stage2-round-calibrated-p4-0036-a1334caf0b9978af,4,confirmation,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-21,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0037-a1cf3fda2102107e,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,4,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0037-a1cf3fda2102107e,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,4,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0038-6cf6563b5452cde4,4,confirmation,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,21,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0038-6cf6563b5452cde4,4,confirmation,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,21,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0039-8ea511791a2bc0e7,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,1,0,-1,-69,-2,True,0.0714285714285714,0.0,-0.07142857142857142
stage2-round-calibrated-p4-0039-8ea511791a2bc0e7,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-69,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0040-358c7625ffb065b8,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,25,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0040-358c7625ffb065b8,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,25,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0041-31ed644cf57aa037,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,8,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0041-31ed644cf57aa037,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,8,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0042-340cb47899bb8392,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,32,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0042-340cb47899bb8392,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,32,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0043-23e42b7d0dbfe6cc,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,1,0,-1,-39,0,True,0.0714285714285714,0.0,-0.07142857142857142
stage2-round-calibrated-p4-0043-23e42b7d0dbfe6cc,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-39,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0044-ad93fb216934fd36,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-7,1,True,0.09090909090909094,0.0,-0.09090909090909091
stage2-round-calibrated-p4-0044-ad93fb216934fd36,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-7,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0045-ec529631b6a13bda,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,47,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0045-ec529631b6a13bda,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,47,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0046-a2a5e70115e5ccb4,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,3,0,-3,-105,0,True,0.2142857142857143,0.0,-0.21428571428571427
stage2-round-calibrated-p4-0046-a2a5e70115e5ccb4,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-105,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0047-b12e0eeb46c49499,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,1,0,-1,-15,0,True,0.09090909090909094,0.0,-0.09090909090909091
stage2-round-calibrated-p4-0047-b12e0eeb46c49499,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-15,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0048-a234dcb9a4d80e05,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-29,2,True,0.09090909090909094,0.0,-0.09090909090909091
stage2-round-calibrated-p4-0048-a234dcb9a4d80e05,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-29,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0049-8eb2effcaa36ff46,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,-1,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0049-8eb2effcaa36ff46,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-1,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0050-865bdbdf30342572,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-95,1,True,0.1428571428571429,0.0,-0.14285714285714285
stage2-round-calibrated-p4-0050-865bdbdf30342572,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-95,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0051-c7179cee1441b955,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,1,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0051-c7179cee1441b955,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,1,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0052-5ef7d1691bcf6c32,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,3,0,-3,-69,1,True,0.1875,0.0,-0.1875
stage2-round-calibrated-p4-0052-5ef7d1691bcf6c32,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-69,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0053-e94d9fe882662644,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,2,0,-2,-27,-2,True,0.19999999999999996,0.0,-0.2
stage2-round-calibrated-p4-0053-e94d9fe882662644,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-27,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0054-e53da62d8c07d18d,4,confirmation,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,1,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0054-e53da62d8c07d18d,4,confirmation,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,1,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0055-babce420568bedab,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,1,0,-1,-83,0,True,0.09090909090909083,0.0,-0.09090909090909091
stage2-round-calibrated-p4-0055-babce420568bedab,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-83,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0056-739f6a942526e1a5,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,10,-1,True,0.08333333333333326,0.0,-0.08333333333333333
stage2-round-calibrated-p4-0056-739f6a942526e1a5,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,10,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0057-a003b44512daa422,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,-1,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0057-a003b44512daa422,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-1,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0058-6854b995f57aa2b0,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,58,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0058-6854b995f57aa2b0,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,58,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0059-e15ef706f253062b,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,2,0,-2,-97,2,True,0.1333333333333333,0.0,-0.13333333333333336
stage2-round-calibrated-p4-0059-e15ef706f253062b,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-97,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0060-dad205ee4558fa77,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,3,0,-3,-67,0,True,0.25,0.0,-0.25
stage2-round-calibrated-p4-0060-dad205ee4558fa77,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-67,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0061-444b03cecfed9ad7,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,10,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0061-444b03cecfed9ad7,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,10,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0062-a4202af727370d33,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,3,0,-3,-68,1,True,0.20000000000000007,0.0,-0.19999999999999998
stage2-round-calibrated-p4-0062-a4202af727370d33,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-68,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0063-68e6e592593ea025,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,3,0,-3,-76,-1,True,0.20000000000000007,0.0,-0.2
stage2-round-calibrated-p4-0063-68e6e592593ea025,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-76,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0064-1d84f3a0bcac9658,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-9,0,True,0.0714285714285714,0.0,-0.07142857142857145
stage2-round-calibrated-p4-0064-1d84f3a0bcac9658,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-9,0,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0065-2ccce9100005d598,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-15,-2,True,0.09090909090909094,0.0,-0.09090909090909091
stage2-round-calibrated-p4-0065-2ccce9100005d598,4,confirmation,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-15,-2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0066-60b1d23ad79e5639,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,15,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0066-60b1d23ad79e5639,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,15,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0067-80ecabccd122bd66,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,-17,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0067-80ecabccd122bd66,4,development,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,-17,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0068-8e99f61d6ac0942b,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,1,0,-1,-4,2,True,0.06666666666666665,0.0,-0.06666666666666668
stage2-round-calibrated-p4-0068-8e99f61d6ac0942b,4,development,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,-4,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0069-82976d27c181ca75,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,local_active_sensing,0,0,0,0,5,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0069-82976d27c181ca75,4,development,calibrated,broad_joint,mixed_correlated150_after_observable_screen,global_coverage,0,0,0,0,5,1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0070-6f551d6a8f3b9544,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,39,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0070-6f551d6a8f3b9544,4,development,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,39,-1,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0071-a750c99e66204754,4,confirmation,calibrated,broad_joint,mixed_extreme150_after_observable_screen,local_active_sensing,0,0,0,0,7,2,True,0.0,0.0,0.0
stage2-round-calibrated-p4-0071-a750c99e66204754,4,confirmation,calibrated,broad_joint,mixed_extreme150_after_observable_screen,global_coverage,0,0,0,0,7,2,True,0.0,0.0,0.0
