partition,problem,pool,composition_model,measurement_reason,mechanism_id,pairs,both_phase_nonempty_pairs,mean_delta_measures,mean_delta_direction,mean_delta_near,mean_delta_no_signal,mean_delta_whole_case_clear_attempts,mean_delta_whole_case_fallback_targets,mean_delta_direction_rate,mean_delta_near_rate,mean_delta_no_signal_rate
development,3,stress,stress_design,local_active_sensing,assumption__radius_min__noise_extreme__scale_150,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_min__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_150,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_300,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_150,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_300,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_75,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,3,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_75,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,__design_mixture__,64,64,0.0,0.0,0.0,0.0,-13.21875,-0.1875,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_correlated__scale_150,3,3,0.0,0.0,0.0,0.0,-43.0,-1.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_correlated__scale_300,3,3,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_correlated__scale_75,3,3,0.0,0.0,0.0,0.0,-52.0,-0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_deterministic__scale_150,3,3,0.0,0.0,0.0,0.0,-18.333333333333332,0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_deterministic__scale_300,3,3,0.0,0.0,0.0,0.0,-41.0,-0.6666666666666666,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_deterministic__scale_75,3,3,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_extreme__scale_150,1,1,0.0,0.0,0.0,0.0,112.0,-1.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_extreme__scale_300,2,2,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_max__noise_extreme__scale_75,2,2,0.0,0.0,0.0,0.0,-17.0,-1.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_correlated__scale_150,3,3,0.0,0.0,0.0,0.0,28.0,0.6666666666666666,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_correlated__scale_300,1,1,0.0,0.0,0.0,0.0,24.0,-2.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_correlated__scale_75,2,2,0.0,0.0,0.0,0.0,-40.5,1.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_deterministic__scale_150,2,2,0.0,0.0,0.0,0.0,-2.0,-1.5,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_deterministic__scale_300,3,3,0.0,0.0,0.0,0.0,-15.333333333333334,1.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_deterministic__scale_75,2,2,0.0,0.0,0.0,0.0,-42.5,-0.5,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_extreme__scale_150,2,2,0.0,0.0,0.0,0.0,-28.5,-1.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_extreme__scale_300,3,3,0.0,0.0,0.0,0.0,-2.3333333333333335,0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_min__noise_extreme__scale_75,3,3,0.0,0.0,0.0,0.0,-14.0,-1.6666666666666667,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_correlated__scale_150,2,2,0.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_correlated__scale_300,3,3,0.0,0.0,0.0,0.0,-11.666666666666666,0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_correlated__scale_75,3,3,0.0,0.0,0.0,0.0,1.0,-0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_deterministic__scale_150,2,2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_deterministic__scale_300,3,3,0.0,0.0,0.0,0.0,-40.333333333333336,-0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_deterministic__scale_75,1,1,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_extreme__scale_150,2,2,0.0,0.0,0.0,0.0,-23.5,0.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,14.0,-2.0,0.0,0.0,0.0
development,4,broad,broad_joint,global_coverage,assumption__radius_mixed__noise_extreme__scale_75,3,3,0.0,0.0,0.0,0.0,-25.666666666666668,-0.3333333333333333,0.0,0.0,0.0
development,4,broad,broad_joint,local_active_sensing,__design_mixture__,64,64,0.0,1.0625,0.0,-1.0625,-13.21875,-0.1875,0.07959176240426241,0.0,-0.0795917624042624
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_correlated__scale_150,3,3,0.0,1.3333333333333333,0.0,-1.3333333333333333,-43.0,-1.0,0.09365079365079365,0.0,-0.09365079365079365
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_correlated__scale_300,3,3,0.0,0.6666666666666666,0.0,-0.6666666666666666,6.666666666666667,0.0,0.0666666666666667,0.0,-0.06666666666666667
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_correlated__scale_75,3,3,0.0,1.3333333333333333,0.0,-1.3333333333333333,-52.0,-0.3333333333333333,0.10356310356310354,0.0,-0.10356310356310357
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_deterministic__scale_150,3,3,0.0,0.6666666666666666,0.0,-0.6666666666666666,-18.333333333333332,0.3333333333333333,0.061111111111111116,0.0,-0.061111111111111116
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_deterministic__scale_300,3,3,0.0,2.3333333333333335,0.0,-2.3333333333333335,-41.0,-0.6666666666666666,0.17727272727272728,0.0,-0.17727272727272725
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_deterministic__scale_75,3,3,0.0,1.0,0.0,-1.0,0.3333333333333333,0.6666666666666666,0.09047619047619049,0.0,-0.09047619047619047
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_extreme__scale_150,1,1,0.0,1.0,0.0,-1.0,112.0,-1.0,0.0625,0.0,-0.0625
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_extreme__scale_300,2,2,0.0,0.5,0.0,-0.5,16.5,0.0,0.03125,0.0,-0.03125
development,4,broad,broad_joint,local_active_sensing,assumption__radius_max__noise_extreme__scale_75,2,2,0.0,0.5,0.0,-0.5,-17.0,-1.0,0.038461538461538436,0.0,-0.038461538461538464
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_correlated__scale_150,3,3,0.0,0.3333333333333333,0.0,-0.3333333333333333,28.0,0.6666666666666666,0.020833333333333332,0.0,-0.020833333333333332
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_correlated__scale_300,1,1,0.0,1.0,0.0,-1.0,24.0,-2.0,0.08333333333333326,0.0,-0.08333333333333333
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_correlated__scale_75,2,2,0.0,1.5,0.0,-1.5,-40.5,1.0,0.11263736263736268,0.0,-0.11263736263736264
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_deterministic__scale_150,2,2,0.0,0.0,0.0,0.0,-2.0,-1.5,0.0,0.0,0.0
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_deterministic__scale_300,3,3,0.0,1.0,0.0,-1.0,-15.333333333333334,1.3333333333333333,0.06547619047619047,0.0,-0.06547619047619048
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_deterministic__scale_75,2,2,0.0,1.5,0.0,-1.5,-42.5,-0.5,0.11538461538461542,0.0,-0.11538461538461539
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_extreme__scale_150,2,2,0.0,2.5,0.0,-2.5,-28.5,-1.0,0.17142857142857143,0.0,-0.17142857142857143
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_extreme__scale_300,3,3,0.0,1.3333333333333333,0.0,-1.3333333333333333,-2.3333333333333335,0.3333333333333333,0.10833333333333332,0.0,-0.10833333333333334
development,4,broad,broad_joint,local_active_sensing,assumption__radius_min__noise_extreme__scale_75,3,3,0.0,1.0,0.0,-1.0,-14.0,-1.6666666666666667,0.07474747474747478,0.0,-0.07474747474747474
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_150,2,2,0.0,2.5,0.0,-2.5,-35.0,0.0,0.175,0.0,-0.175
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_300,3,3,0.0,0.6666666666666666,0.0,-0.6666666666666666,-11.666666666666666,0.3333333333333333,0.03333333333333336,0.0,-0.03333333333333333
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_75,3,3,0.0,1.3333333333333333,0.0,-1.3333333333333333,1.0,-0.3333333333333333,0.08333333333333333,0.0,-0.08333333333333333
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_150,2,2,0.0,0.5,0.0,-0.5,5.0,0.0,0.0357142857142857,0.0,-0.03571428571428571
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_300,3,3,0.0,1.0,0.0,-1.0,-40.333333333333336,-0.3333333333333333,0.08143939393939392,0.0,-0.08143939393939394
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_75,1,1,0.0,1.0,0.0,-1.0,22.0,2.0,0.08333333333333337,0.0,-0.08333333333333333
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_150,2,2,0.0,1.0,0.0,-1.0,-23.5,0.0,0.0787878787878788,0.0,-0.0787878787878788
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,14.0,-2.0,0.0,0.0,0.0
development,4,broad,broad_joint,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_75,3,3,0.0,0.6666666666666666,0.0,-0.6666666666666666,-25.666666666666668,-0.3333333333333333,0.055555555555555546,0.0,-0.055555555555555546
development,4,calibrated,broad_joint,global_coverage,__design_mixture__,32,32,0.0,0.0,0.0,0.0,-27.4375,0.0,0.0,0.0,0.0
development,4,calibrated,broad_joint,global_coverage,mixed_correlated150_after_observable_screen,14,14,0.0,0.0,0.0,0.0,-3.857142857142857,0.0,0.0,0.0,0.0
development,4,calibrated,broad_joint,global_coverage,mixed_extreme150_after_observable_screen,18,18,0.0,0.0,0.0,0.0,-45.77777777777778,0.0,0.0,0.0,0.0
development,4,calibrated,broad_joint,local_active_sensing,__design_mixture__,32,32,0.0,1.09375,0.0,-1.09375,-27.4375,0.0,0.08573965097402599,0.0,-0.08573965097402597
development,4,calibrated,broad_joint,local_active_sensing,mixed_correlated150_after_observable_screen,14,14,0.0,0.9285714285714286,0.0,-0.9285714285714286,-3.857142857142857,0.0,0.07619047619047621,0.0,-0.07619047619047618
development,4,calibrated,broad_joint,local_active_sensing,mixed_extreme150_after_observable_screen,18,18,0.0,1.2222222222222223,0.0,-1.2222222222222223,-45.77777777777778,0.0,0.09316678691678693,0.0,-0.09316678691678691
development,4,calibrated,smoothed_joint,global_coverage,__design_mixture__,32,32,0.0,0.0,0.0,0.0,-24.03125,0.0625,0.0,0.0,0.0
development,4,calibrated,smoothed_joint,global_coverage,mixed_correlated150_after_observable_screen,15,15,0.0,0.0,0.0,0.0,-28.133333333333333,-0.06666666666666667,0.0,0.0,0.0
development,4,calibrated,smoothed_joint,global_coverage,mixed_extreme150_after_observable_screen,17,17,0.0,0.0,0.0,0.0,-20.41176470588235,0.17647058823529413,0.0,0.0,0.0
development,4,calibrated,smoothed_joint,local_active_sensing,__design_mixture__,32,32,0.0,1.25,0.0,-1.25,-24.03125,0.0625,0.09472909902597403,0.0,-0.09472909902597403
development,4,calibrated,smoothed_joint,local_active_sensing,mixed_correlated150_after_observable_screen,15,15,0.0,1.4666666666666666,0.0,-1.4666666666666666,-28.133333333333333,-0.06666666666666667,0.11063131313131311,0.0,-0.11063131313131315
development,4,calibrated,smoothed_joint,local_active_sensing,mixed_extreme150_after_observable_screen,17,17,0.0,1.0588235294117647,0.0,-1.0588235294117647,-20.41176470588235,0.17647058823529413,0.08069773363891013,0.0,-0.0806977336389101
development,4,stress,stress_design,global_coverage,__design_mixture__,32,32,0.0,0.0,0.0,0.0,-18.25,0.625,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_correlated__scale_150,1,1,0.0,0.0,0.0,0.0,15.0,-1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_correlated__scale_300,1,1,0.0,0.0,0.0,0.0,-91.0,-1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_correlated__scale_75,1,1,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_deterministic__scale_150,1,1,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_deterministic__scale_300,1,1,0.0,0.0,0.0,0.0,-34.0,-1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_deterministic__scale_75,2,2,0.0,0.0,0.0,0.0,21.5,0.5,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_extreme__scale_150,1,1,0.0,0.0,0.0,0.0,-58.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,78.0,4.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_max__noise_extreme__scale_75,2,2,0.0,0.0,0.0,0.0,-44.0,1.5,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_correlated__scale_150,2,2,0.0,0.0,0.0,0.0,-32.5,-0.5,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_correlated__scale_300,1,1,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_correlated__scale_75,2,2,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_deterministic__scale_300,1,1,0.0,0.0,0.0,0.0,67.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_deterministic__scale_75,1,1,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,-77.0,-1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_min__noise_extreme__scale_75,2,2,0.0,0.0,0.0,0.0,-33.5,1.5,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_correlated__scale_150,1,1,0.0,0.0,0.0,0.0,-146.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_correlated__scale_300,1,1,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_correlated__scale_75,2,2,0.0,0.0,0.0,0.0,47.5,-0.5,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_deterministic__scale_150,1,1,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_deterministic__scale_300,1,1,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_deterministic__scale_75,2,2,0.0,0.0,0.0,0.0,7.0,-1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_extreme__scale_150,1,1,0.0,0.0,0.0,0.0,-99.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_extreme__scale_300,1,1,0.0,0.0,0.0,0.0,-171.0,3.0,0.0,0.0,0.0
development,4,stress,stress_design,global_coverage,assumption__radius_mixed__noise_extreme__scale_75,1,1,0.0,0.0,0.0,0.0,-15.0,4.0,0.0,0.0,0.0
development,4,stress,stress_design,local_active_sensing,__design_mixture__,32,32,0.0,1.09375,0.0,-1.09375,-18.25,0.625,0.0842578862110112,0.0,-0.08425788621101121
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_correlated__scale_150,1,1,0.0,1.0,0.0,-1.0,15.0,-1.0,0.0625,0.0,-0.0625
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_correlated__scale_300,1,1,0.0,2.0,0.0,-2.0,-91.0,-1.0,0.16666666666666663,0.0,-0.16666666666666669
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_correlated__scale_75,1,1,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_deterministic__scale_150,1,1,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_deterministic__scale_300,1,1,0.0,2.0,0.0,-2.0,-34.0,-1.0,0.1428571428571429,0.0,-0.14285714285714285
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_deterministic__scale_75,2,2,0.0,0.0,0.0,0.0,21.5,0.5,0.0,0.0,0.0
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_extreme__scale_150,1,1,0.0,1.0,0.0,-1.0,-58.0,1.0,0.08333333333333326,0.0,-0.08333333333333333
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_extreme__scale_300,1,1,0.0,-1.0,0.0,1.0,78.0,4.0,-0.08333333333333337,0.0,0.08333333333333331
development,4,stress,stress_design,local_active_sensing,assumption__radius_max__noise_extreme__scale_75,2,2,0.0,0.5,0.0,-0.5,-44.0,1.5,0.04166666666666663,0.0,-0.041666666666666664
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_correlated__scale_150,2,2,0.0,2.0,0.0,-2.0,-32.5,-0.5,0.15000000000000002,0.0,-0.15000000000000002
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_correlated__scale_300,1,1,0.0,1.0,0.0,-1.0,-6.0,0.0,0.07692307692307687,0.0,-0.07692307692307693
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_correlated__scale_75,2,2,0.0,2.0,0.0,-2.0,-37.0,0.0,0.18181818181818177,0.0,-0.18181818181818182
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_deterministic__scale_300,1,1,0.0,1.0,0.0,-1.0,67.0,1.0,0.06666666666666665,0.0,-0.06666666666666668
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_deterministic__scale_75,1,1,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_extreme__scale_300,1,1,0.0,1.0,0.0,-1.0,-77.0,-1.0,0.08333333333333326,0.0,-0.08333333333333333
development,4,stress,stress_design,local_active_sensing,assumption__radius_min__noise_extreme__scale_75,2,2,0.0,1.0,0.0,-1.0,-33.5,1.5,0.0714285714285714,0.0,-0.07142857142857144
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_150,1,1,0.0,3.0,0.0,-3.0,-146.0,1.0,0.20000000000000007,0.0,-0.2
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_300,1,1,0.0,1.0,0.0,-1.0,17.0,1.0,0.07692307692307687,0.0,-0.07692307692307693
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_correlated__scale_75,2,2,0.0,0.5,0.0,-0.5,47.5,-0.5,0.0267857142857143,0.0,-0.026785714285714288
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_150,1,1,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_300,1,1,0.0,2.0,0.0,-2.0,-11.0,0.0,0.1428571428571429,0.0,-0.14285714285714285
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_deterministic__scale_75,2,2,0.0,1.0,0.0,-1.0,7.0,-1.0,0.0714285714285714,0.0,-0.07142857142857142
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_150,1,1,0.0,2.0,0.0,-2.0,-99.0,1.0,0.2222222222222222,0.0,-0.2222222222222222
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_300,1,1,0.0,4.0,0.0,-4.0,-171.0,3.0,0.2857142857142857,0.0,-0.2857142857142857
development,4,stress,stress_design,local_active_sensing,assumption__radius_mixed__noise_extreme__scale_75,1,1,0.0,1.0,0.0,-1.0,-15.0,4.0,0.08333333333333326,0.0,-0.08333333333333333
