case_id,problem,pool,composition_model,mechanism_id,partition,variant,baseline_variant,baseline_complete,candidate_complete,total_actual_time_delta_s,movement_s_delta,measurement_s_delta,switch_s_delta,optical_s_delta,laser_s_delta,walk_distance_m_delta,measures_delta,clear_attempts_delta,failed_clear_attempts_delta,component_residual_s
round-broad-p3-0183-69c64ed1bd0c2f27,3,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-355.5945969999998,-320.59459477270866,-65,0,30,0,-1602.9729738635433,-13,10,10,-2.2272911337495316e-06
round-broad-p3-0183-69c64ed1bd0c2f27,3,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-274.59206299999914,-243.59206140573588,-40,0,9,0,-1217.9603070286794,-8,3,3,-1.5942632671794854e-06
round-broad-p3-0185-5cf422dcb19d790e,3,broad,broad_joint,assumption__radius_max__noise_extreme__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-392.08919700000024,-299.0891964157554,-150,0,57,0,-1495.4459820787743,-30,19,19,-5.842448445037007e-07
round-broad-p3-0185-5cf422dcb19d790e,3,broad,broad_joint,assumption__radius_max__noise_extreme__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-261.16055999999935,-206.1605613328611,-100,0,45,0,-1030.802806664302,-20,15,15,1.332861756964121e-06
round-broad-p3-0185-5cf422dcb19d790e,3,broad,broad_joint,assumption__radius_max__noise_extreme__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-130.1636499999995,-104.16365126231995,-50,0,24,0,-520.8182563115988,-10,8,8,1.262320438399911e-06
round-broad-p3-0186-06e695dc8ce7fcaa,3,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-453.5801160000001,-401.5801110955481,-160,0,108,0,-2007.9005554777395,-32,36,36,-4.904451998299919e-06
round-broad-p3-0186-06e695dc8ce7fcaa,3,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-328.50856999999996,-286.5085681307073,-105,0,63,0,-1432.5428406535357,-21,21,21,-1.8692926460062154e-06
round-broad-p3-0186-06e695dc8ce7fcaa,3,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-193.99949199999992,-176.99949163999554,-65,0,48,0,-884.9974581999777,-13,16,16,-3.600043783080764e-07
round-broad-p3-0187-f04937aac4d05309,3,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-426.09454000000005,-330.094536875828,-105,0,9,0,-1650.4726843791395,-21,3,3,-3.124172053503571e-06
round-broad-p3-0187-f04937aac4d05309,3,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-300.2043530000001,-231.20434982743518,-75,0,6,0,-1156.0217491371768,-15,2,2,-3.172564902342856e-06
round-broad-p3-0187-f04937aac4d05309,3,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-206.8806000000004,-162.88059652878292,-50,0,6,0,-814.4029826439146,-10,2,2,-3.471217496553436e-06
round-broad-p3-0188-d791aa986b4d8170,3,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-374.1485339999999,-308.14852947738973,-120,0,54,0,-1540.742647386949,-24,18,18,-4.522610197454924e-06
round-broad-p3-0188-d791aa986b4d8170,3,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-289.2585919999992,-257.2585906756358,-80,0,48,0,-1286.292953378179,-16,16,16,-1.3243634384707548e-06
round-broad-p3-0188-d791aa986b4d8170,3,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-195.1772809999993,-175.17727880468146,-50,0,30,0,-875.8863940234078,-10,10,10,-2.1953178475087043e-06
round-broad-p3-0189-78c30cd4a5ee190f,3,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-146.86371000000054,-106.86370640733094,-70,0,30,0,-534.3185320366538,-14,10,10,-3.5926696000387892e-06
round-broad-p3-0189-78c30cd4a5ee190f,3,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-72.95478100000037,-47.95477917433982,-40,0,15,0,-239.7738958716982,-8,5,5,-1.825660547183361e-06
round-broad-p3-0189-78c30cd4a5ee190f,3,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-50.91726600000038,-37.91726486257994,-25,0,12,0,-189.5863243128988,-5,4,4,-1.1374204405001365e-06
round-broad-p3-0190-4e8a90da03344f86,3,broad,broad_joint,assumption__radius_min__noise_correlated__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-607.8122559999993,-487.8122533260057,-135,0,15,0,-2439.0612666300294,-27,5,5,-2.6739935492514633e-06
round-broad-p3-0190-4e8a90da03344f86,3,broad,broad_joint,assumption__radius_min__noise_correlated__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-530.7310049999996,-444.7310026572718,-95,0,9,0,-2223.6550132863595,-19,3,3,-2.3427278392773587e-06
round-broad-p3-0190-4e8a90da03344f86,3,broad,broad_joint,assumption__radius_min__noise_correlated__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-397.141662,-340.1416620516966,-60,0,3,0,-1700.7083102584838,-12,1,1,5.1696588343475014e-08
round-broad-p3-0192-c3df8d6fad958e86,3,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-970.999984,-846.9999799870375,-190,0,66,0,-4234.999899935185,-38,22,22,-4.0129625631379895e-06
round-broad-p3-0192-c3df8d6fad958e86,3,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-679.9986690000005,-571.9986650904866,-135,0,27,0,-2859.9933254524294,-27,9,9,-3.909513907274231e-06
round-broad-p3-0192-c3df8d6fad958e86,3,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-537.0994630000005,-456.09946050927465,-90,0,9,0,-2280.4973025463696,-18,3,3,-2.4907258193707094e-06
round-broad-p3-0193-888ea8210babd6a3,3,broad,broad_joint,assumption__radius_max__noise_correlated__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-1094.5221920000004,-902.5221872528928,-225,0,33,0,-4512.61093626446,-45,11,11,-4.747107595903799e-06
round-broad-p3-0193-888ea8210babd6a3,3,broad,broad_joint,assumption__radius_max__noise_correlated__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-777.789006,-633.7890035061246,-165,0,21,0,-3168.945017530623,-33,7,7,-2.493875399522949e-06
round-broad-p3-0193-888ea8210babd6a3,3,broad,broad_joint,assumption__radius_max__noise_correlated__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-552.5994380000002,-463.59943622636274,-110,0,21,0,-2317.9971811318137,-22,7,7,-1.7736374502419494e-06
round-broad-p3-0194-6e7374290173e543,3,broad,broad_joint,assumption__radius_max__noise_extreme__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-386.0274539999996,-340.0274515841679,-85,0,39,0,-1700.13725792084,-17,13,13,-2.415831659163814e-06
round-broad-p3-0194-6e7374290173e543,3,broad,broad_joint,assumption__radius_max__noise_extreme__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-207.2071249999999,-177.20712395089868,-45,0,15,0,-886.0356197544934,-9,5,5,-1.049101229000371e-06
round-broad-p3-0194-6e7374290173e543,3,broad,broad_joint,assumption__radius_max__noise_extreme__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-99.51968299999953,-85.51968187743842,-20,0,6,0,-427.5984093871921,-4,2,2,-1.1225611160625704e-06
round-broad-p3-0197-a5378085a2d59add,3,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-398.84523000000036,-352.845228368682,-70,0,24,0,-1764.22614184341,-14,8,8,-1.631318355066469e-06
round-broad-p3-0197-a5378085a2d59add,3,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-267.22685400000046,-234.22685345427908,-45,0,12,0,-1171.1342672713945,-9,4,4,-5.457213774207048e-07
round-broad-p3-0197-a5378085a2d59add,3,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-163.88453500000014,-144.8845343533044,-25,0,6,0,-724.4226717665224,-5,2,2,-6.466957529482897e-07
round-broad-p3-0198-a7d498ce111972e9,3,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-280.93313899999976,-227.93313806701235,-80,0,27,0,-1139.6656903350631,-16,9,9,-9.329874046670739e-07
round-broad-p3-0198-a7d498ce111972e9,3,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-250.17833100000007,-215.17832834358023,-50,0,15,0,-1075.8916417179025,-10,5,5,-2.656419837876456e-06
round-broad-p3-0198-a7d498ce111972e9,3,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-184.08404299999984,-163.08404171439543,-30,0,9,0,-815.4202085719771,-6,3,3,-1.2856044122599997e-06
round-broad-p3-0199-fe0c4ee3bc234fe6,3,broad,broad_joint,assumption__radius_min__noise_correlated__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-551.1231830000006,-428.1231795169224,-150,0,27,0,-2140.615897584612,-30,9,9,-3.4830782169592567e-06
round-broad-p3-0199-fe0c4ee3bc234fe6,3,broad,broad_joint,assumption__radius_min__noise_correlated__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-381.9825000000001,-302.98249709029324,-100,0,21,0,-1514.9124854514666,-20,7,7,-2.909706836362602e-06
round-broad-p3-0199-fe0c4ee3bc234fe6,3,broad,broad_joint,assumption__radius_min__noise_correlated__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-239.11325899999974,-200.11325690766444,-60,0,21,0,-1000.5662845383231,-12,7,7,-2.0923353076796047e-06
round-broad-p4-0000-21cb22038ed49600,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-193.84994599999845,-186.84994226567142,-145,0,138,0,-934.2497113283534,-29,46,46,-3.73432703781873e-06
round-broad-p4-0000-21cb22038ed49600,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-228.9469879999997,-191.94698480536135,-100,0,63,0,-959.7349240268013,-20,21,21,-3.194638338754885e-06
round-broad-p4-0000-21cb22038ed49600,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-183.45482300000003,-123.45482066554177,-60,0,0,0,-617.2741033277052,-12,0,0,-2.3344582587014884e-06
round-broad-p4-0001-45eca74622ac022e,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-411.2455600000012,-302.2455568765963,-115,0,6,0,-1511.227784382987,-23,2,2,-3.1234048947226256e-06
round-broad-p4-0001-45eca74622ac022e,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-285.299943,-216.2999408359483,-75,0,6,0,-1081.499704179747,-15,2,2,-2.1640516933985054e-06
round-broad-p4-0001-45eca74622ac022e,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-213.91309600000022,-173.91309338120573,-40,0,0,0,-869.5654669060314,-8,0,0,-2.6187944968114607e-06
round-broad-p4-0002-0c17f10b054607de,4,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-425.67744200000016,-311.6774414164993,-135,0,21,0,-1558.3872070824946,-27,7,7,-5.835008778376505e-07
round-broad-p4-0002-0c17f10b054607de,4,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-333.34018000000106,-251.3401785783244,-85,0,3,0,-1256.7008928916257,-17,1,1,-1.4216766430763528e-06
round-broad-p4-0002-0c17f10b054607de,4,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-243.02195500000016,-191.0219535441829,-55,0,3,0,-955.1097677209182,-11,1,1,-1.455817255191505e-06
round-broad-p4-0004-1a58925f9cb484ac,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-562.8295589999998,-409.8295555006971,-225,0,72,0,-2049.1477775034873,-45,24,24,-3.499302692944184e-06
round-broad-p4-0004-1a58925f9cb484ac,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-600.6853929999997,-444.68539322923243,-165,0,9,0,-2223.426966146166,-33,3,3,2.2923268261365592e-07
round-broad-p4-0004-1a58925f9cb484ac,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-439.4286000000011,-338.42860060932253,-110,0,9,0,-1692.1430030466145,-22,3,3,6.093214324209839e-07
round-broad-p4-0005-cda0ea5d243424a1,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-479.76392300000043,-396.76391606957986,-155,0,72,0,-1983.819580347903,-31,24,24,-6.9304205680964515e-06
round-broad-p4-0005-cda0ea5d243424a1,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-247.03648200000134,-187.03647914348403,-90,0,30,0,-935.1823957174201,-18,10,10,-2.856517312466167e-06
round-broad-p4-0005-cda0ea5d243424a1,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-163.61194400000022,-138.61194264584447,-55,0,30,0,-693.0597132292241,-11,10,10,-1.3541557564167306e-06
round-broad-p4-0006-776bd34f4f96e11b,4,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,1247.3789969999998,884.3790008668402,-225,0,588,0,4421.895004334205,-45,196,196,-3.8668404158670455e-06
round-broad-p4-0006-776bd34f4f96e11b,4,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,1298.629879,896.6298812549321,-165,0,567,0,4483.149406274664,-33,189,189,-2.2549320419784635e-06
round-broad-p4-0006-776bd34f4f96e11b,4,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,621.0357199999999,411.0357216003322,-105,0,315,0,2055.178608001668,-21,105,105,-1.6003323253244162e-06
round-broad-p4-0007-8f3b348adc963217,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_75,development,joint_triangular_l1,joint_triangular_l5,True,True,-1107.624452,-877.624442565917,-245,0,15,0,-4388.122212829585,-49,5,5,-9.434083040105179e-06
round-broad-p4-0007-8f3b348adc963217,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_75,development,joint_triangular_l2,joint_triangular_l5,True,True,-894.4050690000004,-723.4050606445489,-180,0,9,0,-3617.0253032227483,-36,3,3,-8.355451427632943e-06
round-broad-p4-0007-8f3b348adc963217,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_75,development,joint_triangular_l3,joint_triangular_l5,True,True,-681.6936050000004,-570.6935991950104,-120,0,9,0,-2853.4679959750574,-24,3,3,-5.8049899962497875e-06
round-broad-p4-0009-4a9122728d7a6a32,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-795.5525189999989,-634.5525173226415,-185,0,24,0,-3172.7625866132003,-37,8,8,-1.6773574316175655e-06
round-broad-p4-0009-4a9122728d7a6a32,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-587.974001999999,-464.9740013512819,-135,0,12,0,-2324.870006756406,-27,4,4,-6.487171049229801e-07
round-broad-p4-0009-4a9122728d7a6a32,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-446.62111099999856,-365.62111098444075,-90,0,9,0,-1828.1055549222,-18,3,3,-1.555781636852771e-08
round-broad-p4-0010-12dea2d8e31da9c0,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-232.5831990000006,-162.58319218693396,-160,0,90,0,-812.915960934668,-32,30,30,-6.813066647737287e-06
round-broad-p4-0010-12dea2d8e31da9c0,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-345.8417920000011,-255.84178927089488,-105,0,15,0,-1279.2089463544762,-21,5,5,-2.7291061996947974e-06
round-broad-p4-0010-12dea2d8e31da9c0,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-273.14532600000166,-218.14532313877316,-70,0,15,0,-1090.7266156938713,-14,5,5,-2.8612284950213507e-06
round-broad-p4-0012-264b7ee52f57ecbd,4,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-231.6075669999991,-208.60756187032712,-230,0,207,0,-1043.037809351641,-46,69,69,-5.129671990289353e-06
round-broad-p4-0012-264b7ee52f57ecbd,4,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-297.2933410000005,-240.2933387609355,-165,0,108,0,-1201.4666938046794,-33,36,36,-2.239064997411333e-06
round-broad-p4-0012-264b7ee52f57ecbd,4,broad,broad_joint,assumption__radius_max__noise_deterministic__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-450.48739699999896,-356.48739642581495,-100,0,6,0,-1782.4369821290747,-20,2,2,-5.741840141126886e-07
round-broad-p4-0013-70d311f4f8c97b24,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-1203.1573649999991,-954.1573591258511,-225,0,-24,0,-4770.786795629254,-45,-8,-8,-5.874147973372601e-06
round-broad-p4-0013-70d311f4f8c97b24,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-746.3284359999998,-558.3284340091232,-155,0,-33,0,-2791.642170045612,-31,-11,-11,-1.9908766262233257e-06
round-broad-p4-0013-70d311f4f8c97b24,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-604.7172169999994,-471.71721601504214,-100,0,-33,0,-2358.5860800752052,-20,-11,-11,-9.849572961684316e-07
round-broad-p4-0014-2949209f5ffa32eb,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,122.10757800000101,82.10757770803048,-130,-1,171,0,410.53788854015147,-26,57,57,2.919705366366543e-07
round-broad-p4-0014-2949209f5ffa32eb,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,280.6550189999998,206.65501864225826,-90,-1,165,0,1033.2750932112904,-18,55,55,3.5774155549006537e-07
round-broad-p4-0014-2949209f5ffa32eb,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,233.38290600000073,130.38290370009145,-50,0,153,0,651.91451850046,-10,51,51,2.29990928346524e-06
round-broad-p4-0016-32d296c4ef81632d,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-388.30935300000056,-300.3093529559874,-115,0,27,0,-1501.5467647799378,-23,9,9,-4.4013177102897316e-08
round-broad-p4-0016-32d296c4ef81632d,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-267.1360800000002,-211.13607934773336,-80,0,24,0,-1055.6803967386659,-16,8,8,-6.522668627439998e-07
round-broad-p4-0016-32d296c4ef81632d,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-200.081236,-171.08123591836193,-50,0,21,0,-855.4061795918096,-10,7,7,-8.163806342054158e-08
round-broad-p4-0017-14f6288952ae0c4f,4,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_150,development,joint_triangular_l1,joint_triangular_l5,True,True,-355.0810929999989,-301.081090323999,-90,0,36,0,-1505.4054516199976,-18,12,12,-2.6759998945635743e-06
round-broad-p4-0017-14f6288952ae0c4f,4,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_150,development,joint_triangular_l2,joint_triangular_l5,True,True,-290.3687599999994,-236.36875897983373,-60,0,6,0,-1181.8437948991705,-12,2,2,-1.0201656550634652e-06
round-broad-p4-0017-14f6288952ae0c4f,4,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_150,development,joint_triangular_l3,joint_triangular_l5,True,True,-233.45918100000017,-199.4591787656882,-40,0,6,0,-997.2958938284428,-8,2,2,-2.2343119780998677e-06
round-broad-p4-0018-56d5c09a49488e83,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-799.547000999999,-633.5469977292341,-220,0,54,0,-3167.734988646167,-44,18,18,-3.2707648642826825e-06
round-broad-p4-0018-56d5c09a49488e83,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-648.8218319999996,-509.821830170109,-160,0,21,0,-2549.1091508505488,-32,7,7,-1.8298906070413068e-06
round-broad-p4-0018-56d5c09a49488e83,4,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-489.10340499999984,-405.10340175487727,-105,0,21,0,-2025.51700877439,-21,7,7,-3.2451225706608966e-06
round-broad-p4-0019-42dfac041f0a03c0,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-617.457386,-490.4573816895536,-145,0,18,0,-2452.2869084477643,-29,6,6,-4.310446456656791e-06
round-broad-p4-0019-42dfac041f0a03c0,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-457.1691009999995,-371.16909612999734,-95,0,9,0,-1855.8454806499867,-19,3,3,-4.870002157986164e-06
round-broad-p4-0019-42dfac041f0a03c0,4,broad,broad_joint,assumption__radius_min__noise_correlated__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-354.0334279999988,-303.03342560414967,-60,0,9,0,-1515.1671280207447,-12,3,3,-2.395849151071161e-06
round-broad-p4-0020-8a55366d8741a76a,4,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-359.2389179999991,-252.2389148506045,-125,0,18,0,-1261.1945742530224,-25,6,6,-3.149394615320489e-06
round-broad-p4-0020-8a55366d8741a76a,4,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-307.5154540000003,-231.51545280314622,-85,0,9,0,-1157.5772640157302,-17,3,3,-1.1968541002715938e-06
round-broad-p4-0020-8a55366d8741a76a,4,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-210.60740000000078,-169.60739914059468,-50,0,9,0,-848.0369957029761,-10,3,3,-8.594061000621878e-07
round-broad-p4-0022-2d94544c93de1922,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-713.425862,-586.4258608184828,-160,0,33,0,-2932.129304092414,-32,11,11,-1.1815172911155969e-06
round-broad-p4-0022-2d94544c93de1922,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-502.99552399999993,-408.9955245668334,-115,0,21,0,-2044.9776228341652,-23,7,7,5.668334779329598e-07
round-broad-p4-0022-2d94544c93de1922,4,broad,broad_joint,assumption__radius_max__noise_correlated__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-376.788321,-322.7883223483732,-75,0,21,0,-1613.941611741866,-15,7,7,1.3483731891028583e-06
round-broad-p4-0023-2aaa9e63447589ad,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-817.9768530000001,-657.9768525962882,-205,0,45,0,-3289.884262981446,-41,15,15,-4.03711965191178e-07
round-broad-p4-0023-2aaa9e63447589ad,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-597.0183460000007,-476.01834581008006,-145,0,24,0,-2380.0917290504003,-29,8,8,-1.8992068362422287e-07
round-broad-p4-0023-2aaa9e63447589ad,4,broad,broad_joint,assumption__radius_max__noise_extreme__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-362.0751760000003,-296.07517526005904,-90,0,24,0,-1480.3758763002988,-18,8,8,-7.399412425002083e-07
round-broad-p4-0025-07b5d55df82f387b,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-870.1596439999994,-731.1596358981387,-160,0,21,0,-3655.798179490688,-32,7,7,-8.101860657916404e-06
round-broad-p4-0025-07b5d55df82f387b,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-545.0365770000008,-448.0365723597388,-115,0,18,0,-2240.1828617986903,-23,6,6,-4.640261977328919e-06
round-broad-p4-0025-07b5d55df82f387b,4,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-351.2453139999998,-294.2453117771656,-75,0,18,0,-1471.2265588858209,-15,6,6,-2.2228341549634933e-06
round-broad-p4-0026-636111db166813c1,4,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_300,development,joint_triangular_l1,joint_triangular_l5,True,True,-301.44933200000014,-236.44932881883688,-125,0,60,0,-1182.2466440941862,-25,20,20,-3.181163265253417e-06
round-broad-p4-0026-636111db166813c1,4,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_300,development,joint_triangular_l2,joint_triangular_l5,True,True,-306.5306240000009,-247.53061921705557,-80,0,21,0,-1237.6530960852833,-16,7,7,-4.782945325132459e-06
round-broad-p4-0026-636111db166813c1,4,broad,broad_joint,assumption__radius_mixed__noise_extreme__scale_300,development,joint_triangular_l3,joint_triangular_l5,True,True,-206.4215380000005,-179.4215353713662,-45,0,18,0,-897.107676856831,-9,6,6,-2.628634319989942e-06
