case_id,problem,pool,composition_model,mechanism_id,partition,variant,baseline_variant,baseline_complete,candidate_complete,total_actual_time_delta_s,movement_s_delta,measurement_s_delta,switch_s_delta,optical_s_delta,laser_s_delta,walk_distance_m_delta,measures_delta,clear_attempts_delta,failed_clear_attempts_delta,component_residual_s
round-calibrated-p3-0144-ab124b39a3eb69e6,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-207.74201999999968,-155.74201791311862,-55,0,3,0,-778.7100895655931,-11,1,1,-2.0868810679530725e-06
round-calibrated-p3-0144-ab124b39a3eb69e6,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-108.87877899999967,-73.87877594158181,-35,0,0,0,-369.39387970790995,-7,0,0,-3.058417860302143e-06
round-calibrated-p3-0145-fa081083c6d51faf,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-372.1343369999995,-288.1343351199698,-120,0,36,0,-1440.6716755998496,-24,12,12,-1.8800296857079957e-06
round-calibrated-p3-0145-fa081083c6d51faf,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-297.38176999999996,-231.3817695978496,-90,0,24,0,-1156.908847989249,-18,8,8,-4.021503627882339e-07
round-calibrated-p3-0145-fa081083c6d51faf,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-171.5327959999995,-135.53279600365067,-60,0,24,0,-677.6639800182529,-12,8,8,3.6511664802674204e-09
round-calibrated-p3-0146-46f0f865d6848576,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-495.24419900000066,-428.2441973853802,-115,0,48,0,-2141.220986926899,-23,16,16,-1.6146204870892689e-06
round-calibrated-p3-0146-46f0f865d6848576,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-369.50285800000074,-309.5028562452844,-75,0,15,0,-1547.5142812264203,-15,5,5,-1.7547163224662654e-06
round-calibrated-p3-0146-46f0f865d6848576,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-258.46739400000024,-223.46739404408981,-50,0,15,0,-1117.3369702204473,-10,5,5,4.408957465784624e-08
round-calibrated-p3-0148-c7856c22de7f2439,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-426.3629199999996,-344.3629155888357,-145,0,63,0,-1721.8145779441802,-29,21,21,-4.411163899931125e-06
round-calibrated-p3-0148-c7856c22de7f2439,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-377.3326710000001,-317.3326683137616,-105,0,45,0,-1586.6633415688084,-21,15,15,-2.686238531168783e-06
round-calibrated-p3-0148-c7856c22de7f2439,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-212.1229800000001,-187.12297755983127,-70,0,45,0,-935.6148877991582,-14,15,15,-2.440168827888556e-06
round-calibrated-p3-0153-b8e3be147d245251,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-707.6039069999997,-570.6039007195795,-155,0,18,0,-2853.0195035978977,-31,6,6,-6.28042016614927e-06
round-calibrated-p3-0153-b8e3be147d245251,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-583.1468770000001,-486.1468723492653,-115,0,18,0,-2430.7343617463266,-23,6,6,-4.650734808819834e-06
round-calibrated-p3-0153-b8e3be147d245251,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-429.8614950000001,-372.8614898109763,-75,0,18,0,-1864.3074490548825,-15,6,6,-5.189023795537651e-06
round-calibrated-p3-0154-e269b6aa172da296,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-258.31309299999975,-240.3130921210818,-75,0,57,0,-1201.5654606054086,-15,19,19,-8.789179446466733e-07
round-calibrated-p3-0154-e269b6aa172da296,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-164.79148899999973,-156.79148841088,-50,0,42,0,-783.9574420543995,-10,14,14,-5.891197361052036e-07
round-calibrated-p3-0154-e269b6aa172da296,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-75.52750500000002,-87.5275051760209,-30,0,42,0,-437.63752588010357,-6,14,14,1.760208760970272e-07
round-calibrated-p3-0155-8c5411bbee4d3086,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-279.2262149999997,-212.22621311218245,-100,0,33,0,-1061.1310655609122,-20,11,11,-1.8878172340919264e-06
round-calibrated-p3-0155-8c5411bbee4d3086,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-167.49491099999977,-133.4949103526642,-55,0,21,0,-667.4745517633237,-11,7,7,-6.47335582470987e-07
round-calibrated-p3-0155-8c5411bbee4d3086,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-102.80137399999967,-85.80137392035704,-35,0,18,0,-429.0068696017843,-7,6,6,-7.964263204485178e-08
round-calibrated-p3-0156-717d76808f4f27ed,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-663.529657,-526.5296523181914,-155,0,18,0,-2632.6482615909554,-31,6,6,-4.681808604800608e-06
round-calibrated-p3-0156-717d76808f4f27ed,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-550.5572789999997,-453.55727550300617,-115,0,18,0,-2267.786377515029,-23,6,6,-3.4969934858963825e-06
round-calibrated-p3-0156-717d76808f4f27ed,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-367.70214699999997,-310.7021447830093,-75,0,18,0,-1553.5107239150457,-15,6,6,-2.2169906515046023e-06
round-calibrated-p3-0157-dd1cf661a7142f3b,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-715.1160380000001,-559.1160348381518,-195,0,39,0,-2795.58017419076,-39,13,13,-3.1618483262718655e-06
round-calibrated-p3-0157-dd1cf661a7142f3b,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-576.5220950000003,-463.5220950278049,-140,0,27,0,-2317.6104751390267,-28,9,9,2.7804617275251076e-08
round-calibrated-p3-0157-dd1cf661a7142f3b,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-427.7621360000003,-355.7621341836357,-90,0,18,0,-1778.8106709181811,-18,6,6,-1.8163646018365398e-06
round-calibrated-p3-0158-52a19465820fe51a,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-750.7524659999999,-650.7524641026716,-160,0,60,0,-3253.762320513357,-32,20,20,-1.8973282749357168e-06
round-calibrated-p3-0158-52a19465820fe51a,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-442.26955199999975,-389.26955123660355,-95,0,42,0,-1946.3477561830186,-19,14,14,-7.633962013642304e-07
round-calibrated-p3-0158-52a19465820fe51a,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-323.7766069999998,-293.7766078160912,-60,0,30,0,-1468.8830390804542,-12,10,10,8.160914148902521e-07
round-calibrated-p3-0159-ced6b1fc144f4b3e,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-518.202851,-377.2028535638419,-150,0,9,0,-1886.0142678192096,-30,3,3,2.5638419174356386e-06
round-calibrated-p3-0159-ced6b1fc144f4b3e,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-412.64456900000005,-309.6445699430428,-100,0,-3,0,-1548.2228497152137,-20,-1,-1,9.430427780898754e-07
round-calibrated-p3-0159-ced6b1fc144f4b3e,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-346.23831599999994,-259.23832006065913,-60,0,-27,0,-1296.1916003032966,-12,-9,-9,4.060659193783067e-06
round-calibrated-p3-0160-abec467a1a05e8f5,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-230.37684799999988,-178.37684639947247,-70,0,18,0,-891.8842319973628,-14,6,6,-1.6005274119379465e-06
round-calibrated-p3-0160-abec467a1a05e8f5,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-149.91565100000025,-117.91564957731453,-50,0,18,0,-589.5782478865731,-10,6,6,-1.4226857274479698e-06
round-calibrated-p3-0160-abec467a1a05e8f5,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-103.41956699999992,-88.41956580819033,-30,0,15,0,-442.0978290409512,-6,5,5,-1.1918095879082102e-06
round-calibrated-p3-0161-b4dfa28edb42e11b,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-112.93686799999978,-88.9368661191238,-30,0,6,0,-444.6843305956172,-6,2,2,-1.8808759705279954e-06
round-calibrated-p3-0161-b4dfa28edb42e11b,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-90.34985599999982,-76.34985367062836,-20,0,6,0,-381.74926835314,-4,2,2,-2.3293714548344724e-06
round-calibrated-p3-0161-b4dfa28edb42e11b,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-62.962148999999954,-52.962148512152,-10,0,0,0,-264.81074256075954,-2,0,0,-4.87847955810139e-07
round-calibrated-p3-0164-0d908c203de9e935,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-712.2198400000007,-561.2198370146984,-160,0,9,0,-2806.0991850734936,-32,3,3,-2.9853022169845644e-06
round-calibrated-p3-0164-0d908c203de9e935,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-542.3685070000001,-433.36850530584206,-115,0,6,0,-2166.84252652921,-23,2,2,-1.6941580724960659e-06
round-calibrated-p3-0164-0d908c203de9e935,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-390.01416300000074,-321.0141622748092,-75,0,6,0,-1605.0708113740475,-15,2,2,-7.251915121742059e-07
round-calibrated-p3-0165-8619954a049ef023,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-234.70539800000006,-179.70539442070003,-85,0,30,0,-898.5269721035002,-17,10,10,-3.579300027922727e-06
round-calibrated-p3-0165-8619954a049ef023,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-127.02138800000012,-96.02138462834682,-55,0,24,0,-480.106923141735,-11,8,8,-3.37165329256095e-06
round-calibrated-p3-0165-8619954a049ef023,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-35.982270999999855,-28.982269430413908,-25,0,18,0,-144.91134715207227,-5,6,6,-1.5695859474362805e-06
round-calibrated-p3-0167-af8c35367260b69f,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-475.984606,-378.9846009628418,-160,0,63,0,-1894.923004814209,-32,21,21,-5.0371581892250106e-06
round-calibrated-p3-0167-af8c35367260b69f,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-302.3886600000005,-249.38865710637765,-110,0,57,0,-1246.943285531892,-22,19,19,-2.893622877309099e-06
round-calibrated-p3-0167-af8c35367260b69f,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-111.448668,-100.44866717888362,-65,0,54,0,-502.2433358944181,-13,18,18,-8.211163731175475e-07
round-calibrated-p3-0168-2861c8a7229c69f3,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-391.73102499999914,-290.7310209560801,-140,0,39,0,-1453.6551047803987,-28,13,13,-4.043919034302235e-06
round-calibrated-p3-0168-2861c8a7229c69f3,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-277.2684729999992,-204.26847020550304,-100,0,27,0,-1021.3423510275134,-20,9,9,-2.7944961402681656e-06
round-calibrated-p3-0168-2861c8a7229c69f3,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-205.86310999999932,-164.86310895934275,-65,0,24,0,-824.3155447967147,-13,8,8,-1.0406565706944093e-06
round-calibrated-p3-0169-aab6315979657a57,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-580.8498890000001,-450.84988809277274,-160,0,30,0,-2254.2494404638637,-32,10,10,-9.072273314814083e-07
round-calibrated-p3-0169-aab6315979657a57,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-478.5754020000004,-379.57540137095657,-120,0,21,0,-1897.877006854782,-24,7,7,-6.290438250289299e-07
round-calibrated-p3-0169-aab6315979657a57,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-325.5151569999998,-257.51515763184216,-80,0,12,0,-1287.5757881592108,-16,4,4,6.318423402262852e-07
round-calibrated-p3-0170-e17ae8982a12d011,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-239.39971100000002,-194.39970791352152,-105,0,60,0,-971.9985395676085,-21,20,20,-3.086478500335943e-06
round-calibrated-p3-0170-e17ae8982a12d011,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-151.07365600000048,-129.07365286190316,-70,0,48,0,-645.3682643095162,-14,16,16,-3.1380973268824164e-06
round-calibrated-p3-0170-e17ae8982a12d011,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-85.31006400000024,-78.31006227252237,-40,0,33,0,-391.55031136261096,-8,11,11,-1.727477865642868e-06
round-calibrated-p3-0171-f76289aea576453f,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-383.1505639999996,-285.1505639806055,-125,0,27,0,-1425.7528199030276,-25,9,9,-1.9394065020605922e-08
round-calibrated-p3-0171-f76289aea576453f,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-274.7390150000001,-214.73901523387167,-75,0,15,0,-1073.6950761693588,-15,5,5,2.3387156034004875e-07
round-calibrated-p3-0171-f76289aea576453f,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-155.02454500000022,-127.02454560358456,-40,0,12,0,-635.1227280179228,-8,4,4,6.035843398422003e-07
round-calibrated-p3-0172-d19306f2b48fc769,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-924.3327710000003,-722.3327667108115,-220,0,18,0,-3611.6638335540556,-44,6,6,-4.289188836992253e-06
round-calibrated-p3-0172-d19306f2b48fc769,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-687.576556,-540.5765514205677,-165,0,18,0,-2702.882757102838,-33,6,6,-4.57943224319024e-06
round-calibrated-p3-0172-d19306f2b48fc769,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-517.2369749999998,-425.236973043151,-110,0,18,0,-2126.1848652157532,-22,6,6,-1.9568487914511934e-06
round-calibrated-p3-0175-6ba7ec862c8baa51,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-294.18830700000035,-265.1883052375306,-80,0,51,0,-1325.941526187653,-16,17,17,-1.7624697647988796e-06
round-calibrated-p3-0175-6ba7ec862c8baa51,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-159.41719000000012,-142.4171892708673,-50,0,33,0,-712.0859463543384,-10,11,11,-7.291328074643388e-07
round-calibrated-p3-0175-6ba7ec862c8baa51,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-104.89129599999978,-98.89129478752147,-30,0,24,0,-494.45647393760737,-6,8,8,-1.212478309753351e-06
round-calibrated-p3-0176-ca1e317f5994e7bf,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-194.9941060000001,-145.99410218887488,-70,0,21,0,-729.9705109443748,-14,7,7,-3.811125225183787e-06
round-calibrated-p3-0176-ca1e317f5994e7bf,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-189.35233199999993,-153.35233001951292,-45,0,9,0,-766.7616500975637,-9,3,3,-1.9804870134976227e-06
round-calibrated-p3-0176-ca1e317f5994e7bf,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-120.66558699999996,-99.66558519051614,-30,0,9,0,-498.3279259525807,-6,3,3,-1.8094838196702767e-06
round-calibrated-p3-0177-2ca00c9a86cefdac,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-577.4139789999999,-441.4139702766115,-175,0,39,0,-2207.0698513830575,-35,13,13,-8.723388418729883e-06
round-calibrated-p3-0177-2ca00c9a86cefdac,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-403.6305510000002,-304.6305458425313,-120,0,21,0,-1523.1527292126557,-24,7,7,-5.157468876859639e-06
round-calibrated-p3-0177-2ca00c9a86cefdac,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-270.33924300000035,-216.33924017912204,-75,0,21,0,-1081.6962008956107,-15,7,7,-2.820878307829844e-06
round-calibrated-p3-0179-78248c69aa290402,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-284.3597800000007,-281.3597789219266,-100,1,96,0,-1406.7988946096339,-20,32,32,-1.0780740922200494e-06
round-calibrated-p3-0179-78248c69aa290402,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-141.18090400000074,-146.18090229532754,-50,1,54,0,-730.9045114766377,-10,18,18,-1.7046731954906136e-06
round-calibrated-p3-0179-78248c69aa290402,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-50.123281000000134,-76.12328193093208,-20,1,45,0,-380.61640965465995,-4,15,15,9.30931946641067e-07
round-calibrated-p3-0180-e49bb86c20b23ba5,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-370.8218659999998,-310.82186386058083,-90,0,30,0,-1554.1093193029046,-18,10,10,-2.1394189388956875e-06
round-calibrated-p3-0180-e49bb86c20b23ba5,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-242.89651999999978,-203.89651880989595,-60,0,21,0,-1019.4825940494811,-12,7,7,-1.1901038305950351e-06
round-calibrated-p3-0180-e49bb86c20b23ba5,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-167.0269529999996,-148.02695327828224,-40,0,21,0,-740.134766391413,-8,7,7,2.782826413749717e-07
round-calibrated-p3-0181-27344c208f1a5ed1,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-432.12859100000014,-358.1285876436914,-80,0,6,0,-1790.6429382184579,-16,2,2,-3.356308752699988e-06
round-calibrated-p3-0181-27344c208f1a5ed1,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-321.49894900000027,-264.4989479143974,-60,0,3,0,-1322.4947395719864,-12,1,1,-1.0856028893613257e-06
round-calibrated-p3-0181-27344c208f1a5ed1,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-233.70671500000026,-196.70671406836027,-40,0,3,0,-983.5335703418023,-8,1,1,-9.316399882663973e-07
round-calibrated-p3-0182-a53b1cbaff41e6cc,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-210.71104100000002,-184.71104071742093,-50,0,24,0,-923.5552035871042,-10,8,8,-2.8257909434614703e-07
round-calibrated-p3-0182-a53b1cbaff41e6cc,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-96.29149600000028,-80.29149482465846,-25,0,9,0,-401.45747412329183,-5,3,3,-1.1753418220905587e-06
round-calibrated-p3-0182-a53b1cbaff41e6cc,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-68.51938800000016,-62.519387094046124,-15,0,9,0,-312.59693547023016,-3,3,3,-9.059540388989262e-07
round-calibrated-p3-0183-ad078679ba75a41c,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-199.1481819999999,-159.14817721386225,-115,0,75,0,-795.7408860693104,-23,25,25,-4.786137651535682e-06
round-calibrated-p3-0183-ad078679ba75a41c,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-101.3906279999992,-85.39062572166586,-70,0,54,0,-426.9531286083293,-14,18,18,-2.278333340655081e-06
round-calibrated-p3-0183-ad078679ba75a41c,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-72.82672999999977,-61.82672927238582,-35,0,24,0,-309.13364636193,-7,8,8,-7.27613951312378e-07
round-calibrated-p3-0184-e484c2a896eeb731,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-656.9839030000003,-532.9839012874536,-145,0,21,0,-2664.919506437269,-29,7,7,-1.7125466911238618e-06
round-calibrated-p3-0184-e484c2a896eeb731,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-521.4062370000001,-428.40623540662637,-105,0,12,0,-2142.031177033132,-21,4,4,-1.5933737813611515e-06
round-calibrated-p3-0184-e484c2a896eeb731,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-400.2823920000001,-342.28239079797777,-70,0,12,0,-1711.4119539898893,-14,4,4,-1.2020223039144184e-06
round-calibrated-p3-0185-4fe1441c30c7acdd,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-515.7724740000003,-361.7724712225963,-175,0,21,0,-1808.862356112979,-35,7,7,-2.777404006337747e-06
round-calibrated-p3-0185-4fe1441c30c7acdd,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-310.6109779999997,-203.6109779564522,-125,0,18,0,-1018.0548897822591,-25,6,6,-4.354751581558958e-08
round-calibrated-p3-0185-4fe1441c30c7acdd,3,calibrated,broad_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-210.87207000000035,-153.87207091872187,-75,0,18,0,-769.3603545936057,-15,6,6,9.187215255224146e-07
round-calibrated-p3-0187-81045fa92a087890,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-56.963588999999956,-47.96358880235675,-75,0,66,0,-239.81794401178558,-15,22,22,-1.976432031369768e-07
round-calibrated-p3-0187-81045fa92a087890,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-43.07562400000006,-22.07562416878045,-30,0,9,0,-110.37812084390316,-6,3,3,1.6878038877621293e-07
round-calibrated-p3-0187-81045fa92a087890,3,calibrated,broad_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-48.271678999999494,-33.27167948774604,-15,0,0,0,-166.3583974387293,-3,0,0,4.877465471508913e-07
round-calibrated-p3-0188-0748d64a339c9d16,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-718.8326200000001,-570.8326142612159,-160,0,12,0,-2854.1630713060804,-32,4,4,-5.738784238928929e-06
round-calibrated-p3-0188-0748d64a339c9d16,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-609.7084059999997,-498.7084028807312,-120,0,9,0,-2493.5420144036543,-24,3,3,-3.1192685128189623e-06
round-calibrated-p3-0188-0748d64a339c9d16,3,calibrated,smoothed_joint,mixed_correlated150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-409.0410579999998,-338.04105513282775,-80,0,9,0,-1690.2052756641388,-16,3,3,-2.8671720428974368e-06
round-calibrated-p3-0190-4d633b8713d4fcd9,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l1,joint_triangular_l5,True,True,-344.69266700000026,-272.69266419538326,-105,0,33,0,-1363.4633209769163,-21,11,11,-2.8046169973094948e-06
round-calibrated-p3-0190-4d633b8713d4fcd9,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l2,joint_triangular_l5,True,True,-247.3234250000005,-188.32342369439266,-65,0,6,0,-941.6171184719642,-13,2,2,-1.3056078387307934e-06
round-calibrated-p3-0190-4d633b8713d4fcd9,3,calibrated,smoothed_joint,mixed_extreme150_after_observable_screen,development,joint_triangular_l3,joint_triangular_l5,True,True,-161.23124600000028,-127.23124419825626,-40,0,6,0,-636.1562209912809,-8,2,2,-1.801744019758189e-06
