split,problem,case_id,baseline_variant,candidate_variant,baseline_complete,candidate_complete,both_complete,completion_delta,baseline_code_sha256,candidate_code_sha256,baseline_virtual_time_s,candidate_virtual_time_s,delta_total_virtual_time_s,delta_average_clear_time_s,delta_walk_distance_m,delta_movement_time_s,delta_measure_time_s,delta_switch_time_s,delta_optical_time_s,delta_laser_time_s,delta_measures,delta_switches,delta_clear_attempts,delta_clear_successes,delta_fallback_targets,delta_program_real_time_s,delta_clear_fraction,delta_timing_residual_s,time_reduction_pct
test,3,local-p3-71305-random-mixed-extreme,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5838.085899,5838.085899,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.7081815000856295,0.0,0.0,0.0
test,3,local-p3-71306-random-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5287.132719,4741.100144,-546.0325750000002,-54.603257499999984,-2830.1628707487107,-566.0325741497422,20,0,0,0,4,0,0,0,1,0.9308646999998018,0.0,-8.502574928570539e-07,10.32757458570618
test,3,local-p3-71306-random-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5287.132719,4442.669461,-844.4632579999998,-84.44632579999995,-4422.3162814233,-884.46325628466,35,5,0,0,7,5,0,0,2,1.0858325000153854,0.0,-1.7153397493530065e-06,15.972045773795521
test,3,local-p3-71306-random-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4741.100144,4736.512411,-4.5877330000002985,-0.4587733000000185,-22.938666234920674,-4.587733246984044,0,0,0,0,0,0,0,0,0,0.07966060005128384,0.0,2.4698329070815817e-07,0.09676515704495733
test,3,local-p3-71306-random-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4736.512411,6021.94903,1285.436619,128.54366189999996,6242.183116712491,1248.436623342498,35,-10,12,0,7,-10,4,0,3,0.2617391999810934,0.0,-4.342497959441971e-06,-27.138884213936038
test,3,local-p3-71306-random-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4736.512411,4442.669461,-293.8429499999993,-29.384294999999952,-1569.2147444396687,-313.84294888793374,15,5,0,0,3,5,0,0,1,0.1872210999717936,0.0,-1.1120655472041108e-06,6.203782963126692
test,3,local-p3-71306-random-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4442.669461,4442.669461,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.1119139000074938,0.0,0.0,0.0
test,3,local-p3-71307-random-max-correlated,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,7706.15185,6216.944308,-1489.207542,-93.075471375,-7906.03768912928,-1581.207537825856,20,0,72,0,4,0,24,0,5,2.1042236998910084,0.0,-4.17414412368089e-06,19.3249182080418
test,3,local-p3-71307-random-max-correlated,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,7706.15185,5569.415449,-2136.736401,-133.5460250625,-11183.68201184316,-2236.7364023686323,35,5,60,0,7,5,20,0,6,1.7500115999719128,0.0,1.3686321835848503e-06,27.727670601248274
test,3,local-p3-71307-random-max-correlated,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6216.944308,6214.745698,-2.1986100000003717,-0.13741312500002323,-10.993052096924657,-2.1986104193847495,0,0,0,0,0,0,0,0,0,0.39018769992981106,0.0,4.193843778921291e-07,0.035364801276588365
test,3,local-p3-71307-random-max-correlated,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6214.745698,7835.467869,1620.7221710000003,101.29513568750002,8343.610853655766,1668.7221707311528,-55,-32,39,0,-11,-32,13,0,3,-0.9787709999363869,0.0,2.6884754333877936e-07,-26.078656308038052
test,3,local-p3-71307-random-max-correlated,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6214.745698,5569.415449,-645.3302489999996,-40.33314056249998,-3266.651270616956,-653.3302541233916,15,5,-12,0,3,5,-4,0,1,-0.6491410998860374,0.0,5.123391929373611e-06,10.38385607970535
test,3,local-p3-71307-random-max-correlated,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5569.415449,5569.415449,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.09525869996286929,0.0,0.0,0.0
test,4,local-p4-71400-random-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13185.597786,12731.650608,-453.94717800000035,-45.39471780000008,-2999.7358813830215,-599.9471762766043,5,0,141,0,1,0,47,0,2,1.293805000022985,0.0,-1.723396053421311e-06,3.4427500775276596
test,4,local-p4-71400-random-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13185.597786,11377.490873,-1808.1069129999996,-180.81069129999992,-5040.5345569580895,-1008.1069113916183,-895,-163,258,0,-179,-163,86,0,2,1.204422099981457,0.0,-1.6083813534351066e-06,13.712741298083452
test,4,local-p4-71400-random-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12731.650608,12726.060204,-5.59040400000049,-0.559040399999958,-27.95202322732075,-5.590404645465242,0,0,0,0,0,0,0,0,0,-0.05460440006572753,0.0,6.454647518694401e-07,0.04390949902825428
test,4,local-p4-71400-random-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12726.060204,13694.838015,968.7778109999999,96.87778109999999,5008.889036878063,1001.7778073756144,85,-10,-108,0,17,-10,-36,0,5,-0.16666379990056157,0.0,3.6243873182684183e-06,-7.612550903189174
test,4,local-p4-71400-random-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12726.060204,11984.954925,-741.1052789999994,-74.11052790000008,-3465.5263963630423,-693.1052792726077,60,9,-117,0,12,9,-39,0,3,-0.2522501000203192,0.0,2.726083039306104e-07,5.823524854668364
test,4,local-p4-71400-random-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11984.954925,11377.490873,-607.4640519999994,-60.7464051999998,1452.679744015295,290.535948803059,-960,-172,234,0,-192,-172,78,0,-3,0.2174716000445187,0.0,-8.03058355813846e-07,5.068555166051235
test,4,local-p4-71401-random-max-correlated,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14309.945993,12309.057566,-2000.8884269999999,-125.05552668749999,-10604.442083578906,-2120.888416715781,15,0,105,0,3,0,35,0,4,2.376209499896504,0.0,-1.0284218660672195e-05,13.982501596992574
test,4,local-p4-71401-random-max-correlated,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14309.945993,11532.300775,-2777.6452179999997,-173.60282612499998,-12248.226056577332,-2449.6452113154664,-360,-61,93,0,-72,-61,31,0,5,2.3226480999728665,0.0,-6.68453321850393e-06,19.41059190131634
test,4,local-p4-71401-random-max-correlated,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12309.057566,12303.438624,-5.6189419999991514,-0.35118387499994697,-28.094707213967922,-5.618941442793584,0,0,0,0,0,0,0,0,0,0.33444960007909685,0.0,-5.572055670199916e-07,0.04564884005027125
test,4,local-p4-71401-random-max-correlated,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12303.438624,13717.13207,1413.6934459999993,88.35584037499996,7818.467212279436,1563.6934424558876,-280,-71,201,0,-56,-71,67,0,7,-0.48459000000730157,0.0,3.5441116779111326e-06,-11.490230407963704
test,4,local-p4-71401-random-max-correlated,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12303.438624,11322.629597,-980.8090270000012,-61.30056418750007,-4459.045170921927,-891.8090341843854,-120,-14,45,0,-24,-14,15,0,3,-0.6854547000257298,0.0,7.184384230640717e-06,7.971828502373006
test,4,local-p4-71401-random-max-correlated,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11322.629597,11532.300775,209.6711780000005,13.104448625000032,2843.3559051374687,568.6711810274937,-255,-47,-57,0,-51,-47,-19,0,-2,0.29744370002299547,0.0,-3.0274932214524597e-06,-1.851788722785334
test,4,local-p4-71402-random-mixed-extreme,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14063.07244,14035.427314,-27.645125999999436,-2.764512599999989,-1633.2256133402043,-326.64512266804195,20,0,279,0,4,0,93,0,5,1.9483645000727847,0.0,-3.3319593057967722e-06,0.19657956053307107
test,4,local-p4-71402-random-mixed-extreme,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14063.07244,10826.005319,-3237.067121,-323.7067121,-11565.335576416437,-2313.0671152832883,-870,-156,102,0,-174,-156,34,0,4,1.159957200055942,0.0,-5.7167126215063035e-06,23.018206972984917
test,4,local-p4-71402-random-mixed-extreme,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14035.427314,14017.06348,-18.36383399999977,-1.8363833999999315,-91.81916900133365,-18.36383380026564,0,0,0,0,0,0,0,0,0,0.0063593999948352575,0.0,-1.9973231246694922e-07,0.13083915144986208
test,4,local-p4-71402-random-mixed-extreme,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14017.06348,15747.44168,1730.3781999999992,173.03781999999978,8646.891010328807,1729.3782020657618,35,-10,-24,0,7,-10,-8,0,-3,-0.6876833999995142,0.0,-2.065762600977905e-06,-12.34479819877365
test,4,local-p4-71402-random-mixed-extreme,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14017.06348,13835.371943,-181.6915370000006,-18.16915370000015,-2033.4576843076939,-406.69153686153913,40,8,177,0,8,8,59,0,-1,-0.13926139997784048,0.0,-1.3846329238731414e-07,1.2962168378508379
test,4,local-p4-71402-random-mixed-extreme,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13835.371943,10826.005319,-3009.3666240000002,-300.93666239999993,-7806.833109767205,-1561.3666219534416,-930,-164,-354,0,-186,-164,-118,0,0,-0.6555053000338376,0.0,-2.046557710855268e-06,21.751252054503585
test,4,local-p4-71403-random-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13660.375999,14586.386781,926.0107819999994,57.87567387499996,1205.0539366136436,241.010787322728,40,0,645,0,8,0,215,0,5,2.9251875000772998,0.0,-5.322730430634692e-06,-6.778808885405405
test,4,local-p4-71403-random-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13660.375999,11586.916275,-2073.4597240000003,-129.59123275000002,-8102.298585451346,-1620.4597170902707,-630,-108,285,0,-126,-108,95,0,4,1.6911307000555098,0.0,-6.909731382620521e-06,15.17864313655632
test,4,local-p4-71403-random-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14586.386781,14575.740808,-10.645972999998776,-0.6653733124999235,-53.22987607695541,-10.645975215391445,0,0,0,0,0,0,0,0,0,0.08020549989305437,0.0,2.2153926693135872e-06,0.07298567602681463
test,4,local-p4-71403-random-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14575.740808,12665.854387,-1909.886421000001,-119.36790131250007,-5609.43209053707,-1121.8864181074132,-145,-43,-600,0,-29,-43,-200,0,1,-1.2892349999165162,0.0,-2.8925860533490777e-06,13.103185945456344
test,4,local-p4-71403-random-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14575.740808,10299.086095,-4276.654713,-267.2909195625,-17483.27355655554,-3496.6547113111083,-185,-16,-579,0,-37,-16,-193,0,0,-1.0945148998871446,0.0,-1.6888916434254497e-06,29.340908083743688
test,4,local-p4-71403-random-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,10299.086095,11586.916275,1287.830179999999,80.48938624999994,8229.150910567507,1645.830182113501,-485,-92,219,0,-97,-92,73,0,-1,-0.21974740002769977,0.0,-2.113501977873966e-06,-12.504315121952565
test,4,local-p4-71404-random-max-correlated,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12567.944224,11841.937503,-726.0067210000016,-72.60067210000011,-3730.0335831602206,-746.0067166320441,20,0,0,0,4,0,0,0,2,1.19623320014216,0.0,-4.367957444628701e-06,5.776654543179818
test,4,local-p4-71404-random-max-correlated,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12567.944224,10804.906811,-1763.037413,-176.30374129999996,-5675.187039273122,-1135.0374078546247,-670,-123,165,0,-134,-123,55,0,3,0.8890465999720618,0.0,-5.145377144799568e-06,14.028049310031692
test,4,local-p4-71404-random-max-correlated,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11841.937503,11837.984631,-3.952871999999843,-0.3952871999999843,-19.76436558298883,-3.9528731165992212,0,0,0,0,0,0,0,0,0,-0.05602010013535619,0.0,1.1165975593030453e-06,0.033380280878854786
test,4,local-p4-71404-random-max-correlated,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11837.984631,14452.115087,2614.130456000001,261.41304560000003,12280.652279512396,2456.130455902481,75,-10,93,0,15,-10,31,0,5,-0.4072884999914095,0.0,9.7521478892304e-08,-22.082563354191272
test,4,local-p4-71404-random-max-correlated,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11837.984631,11778.661969,-59.32266199999867,-5.932266199999958,-1306.6133115865523,-261.32266231731046,30,4,168,0,6,4,56,0,2,0.1859504000749439,0.0,3.173117875121534e-07,0.5011212959733963
test,4,local-p4-71404-random-max-correlated,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11778.661969,10804.906811,-973.7551579999999,-97.3755157999999,-618.7757789433599,-123.75515578867089,-720,-127,-3,0,-144,-127,-1,0,-1,-0.43711690010968596,0.0,-2.211329046986066e-06,8.267111838023746
test,4,local-p4-71405-random-mixed-extreme,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14926.449268,15287.229257,360.77998900000057,22.548749312500036,-2236.099987892514,-447.21999757850244,-5,0,813,0,-1,0,271,0,5,3.0957298999419436,0.0,-1.3421495168586262e-05,-2.4170516545650083
test,4,local-p4-71405-random-mixed-extreme,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14926.449268,13421.740387,-1504.7088810000005,-94.04430506250003,-7398.544342366789,-1479.7088684733571,-450,-70,495,0,-90,-70,165,0,4,2.334386699949391,0.0,-1.2526641512522474e-05,10.080822665748535
test,4,local-p4-71405-random-mixed-extreme,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,15287.229257,15264.187835,-23.04142200000024,-1.440088875000015,-115.20711012819811,-23.041422025640713,0,0,0,0,0,0,0,0,0,-0.03534209995996207,0.0,2.5638655642978847e-08,0.1507233365356224
test,4,local-p4-71405-random-mixed-extreme,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,15264.187835,11720.444993,-3543.7428420000015,-221.4839276250001,-11373.71420052302,-2274.7428401046036,-385,-71,-813,0,-77,-71,-271,0,-4,-1.6259661000221968,0.0,-1.8953978724312037e-06,23.21605892371411
test,4,local-p4-71405-random-mixed-extreme,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,15264.187835,12165.845899,-3098.3419360000007,-193.64637100000004,-13026.709688292489,-2605.341937658497,-175,-12,-306,0,-35,-12,-102,0,-3,-0.6437217999482527,0.0,1.6584963304921985e-06,20.29811195650817
test,4,local-p4-71405-random-mixed-extreme,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12165.845899,13421.740387,1255.894488,78.4934055,7979.472443946412,1595.894488789283,-270,-58,-12,0,-54,-58,-4,0,2,-0.08227930008433759,0.0,-7.892813300713897e-07,-10.323116850454525
test,4,local-p4-71406-random-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13436.826336,13590.865143,154.03880700000082,15.403880700000173,-1194.8059549927057,-238.9611909985415,15,0,378,0,3,0,126,0,4,1.8396208999911323,0.0,-2.0014595065731555e-06,-1.1463927801708609
test,4,local-p4-71406-random-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13436.826336,11466.544387,-1970.2819490000002,-197.02819490000002,-5946.4097313875245,-1189.281946277506,-830,-155,204,0,-166,-155,68,0,6,1.4775918000377715,0.0,-2.7224959922023118e-06,14.66329845851481
test,4,local-p4-71406-random-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13590.865143,13579.541563,-11.32358000000022,-1.1323580000000675,-56.617905447856174,-11.323581089571235,0,0,0,0,0,0,0,0,0,-0.24381060001906008,0.0,1.089571014745161e-06,0.08331758045463684
test,4,local-p4-71406-random-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13579.541563,14443.48216,863.9405969999989,86.39405969999984,5414.702999069974,1082.9405998139955,70,-10,-279,0,14,-10,-93,0,3,-0.8644497999921441,0.0,-2.8139947971794754e-06,-6.362074838770453
test,4,local-p4-71406-random-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13579.541563,11940.589903,-1638.9516600000006,-163.89516600000002,-6664.758287161858,-1332.9516574323716,0,9,-315,0,0,9,-105,0,-2,-1.0080788000486791,0.0,-2.567629053373821e-06,12.06927091313326
test,4,local-p4-71406-random-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11940.589903,11466.544387,-474.04551600000013,-47.404551600000104,1969.7724162148952,393.9544832429783,-845,-164,141,0,-169,-164,47,0,4,0.8898603001143783,0.0,7.570215529995039e-07,3.9700343102889675
test,4,local-p4-71407-random-max-correlated,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14527.83619,13396.13194,-1131.7042500000007,-70.73151562500004,-7323.521242170471,-1464.7042484340946,45,0,288,0,9,0,96,0,6,2.7370068000163883,0.0,-1.5659061318729073e-06,7.789902330940316
