split,problem,case_id,baseline_variant,candidate_variant,baseline_complete,candidate_complete,both_complete,completion_delta,baseline_code_sha256,candidate_code_sha256,baseline_virtual_time_s,candidate_virtual_time_s,delta_total_virtual_time_s,delta_average_clear_time_s,delta_walk_distance_m,delta_movement_time_s,delta_measure_time_s,delta_switch_time_s,delta_optical_time_s,delta_laser_time_s,delta_measures,delta_switches,delta_clear_attempts,delta_clear_successes,delta_fallback_targets,delta_program_real_time_s,delta_clear_fraction,delta_timing_residual_s,time_reduction_pct
test,4,local-p4-71407-random-max-correlated,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14527.83619,9847.38239,-4680.453799999999,-292.52836249999996,-21132.268961737776,-4226.453792347555,-490,-72,108,0,-98,-72,36,0,7,0.8801346000982448,0.0,-7.65244294598233e-06,32.21714327438324
test,4,local-p4-71407-random-max-correlated,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13396.13194,13391.577138,-4.554801999998745,-0.28467512499992154,-22.77401564473257,-4.554803128945423,0,0,0,0,0,0,0,0,0,-0.5844865000108257,0.0,1.1289484973531216e-06,0.03400087443449549
test,4,local-p4-71407-random-max-correlated,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13391.577138,12375.056602,-1016.520536,-63.5325335,-2042.602645310384,-408.5205290620779,-330,-68,-210,0,-66,-68,-70,0,4,-1.0559715998824686,0.0,-6.937923899386078e-06,7.5907454777340355
test,4,local-p4-71407-random-max-correlated,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13391.577138,12153.199985,-1238.3771530000013,-77.39857206250008,-5276.88573071023,-1055.3771461420456,-150,-15,-18,0,-30,-15,-6,0,2,-0.5573762999847531,0.0,-6.857955668237992e-06,9.247433220438067
test,4,local-p4-71407-random-max-correlated,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12153.199985,9847.38239,-2305.8175949999986,-144.1135996874999,-8509.087973212343,-1701.817594642469,-385,-57,-162,0,-77,-57,-54,0,-1,-0.7150093999225646,0.0,-3.575296432245523e-07,18.97292563148749
stress,3,local-p3-91300-boundary-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5492.306643,4885.904361,-606.402282,-60.64022819999997,-3317.011416165231,-663.4022832330465,45,0,12,0,9,0,4,0,2,0.7162618999136612,0.0,1.233045622939244e-06,11.040940016939254
stress,3,local-p3-91300-boundary-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5492.306643,4818.610688,-673.6959550000001,-67.36959549999995,-3673.4797727924415,-734.6959545584887,50,5,6,0,10,5,2,0,1,0.9471993000479415,0.0,-4.4151238398626447e-07,12.266175193597983
stress,3,local-p3-91300-boundary-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4885.904361,4868.832531,-17.071829999999864,-1.7071829999999864,-85.359134943752,-17.071826988750217,0,0,0,0,0,0,0,0,0,-0.08597999997437,0.0,-3.011249646078795e-06,0.3494098275084895
stress,3,local-p3-91300-boundary-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4868.832531,4967.269565,98.43703399999958,9.843703399999981,272.1851611430866,54.43703222861723,60,-10,-6,0,12,-10,-2,0,-1,0.20258709997870028,0.0,1.7713828128762543e-06,-2.021779007046311
stress,3,local-p3-91300-boundary-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4868.832531,4818.610688,-50.22184300000026,-5.022184299999992,-271.1092216834586,-54.2218443366919,5,5,-6,0,1,5,-2,0,-1,0.1311267000855878,0.0,1.3366916391532868e-06,1.0314966201904936
stress,3,local-p3-91300-boundary-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,4818.610688,4818.610688,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.18579070002306253,0.0,0.0,0.0
stress,3,local-p3-91301-center_and_boundary-max-correlated,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6586.829614,5055.419217,-1531.4103970000006,-95.71314981250003,-8157.051978238986,-1631.4103956477975,55,0,45,0,11,0,15,0,4,1.0453182000201195,0.0,-1.352203071292024e-06,23.24958267851743
stress,3,local-p3-91301-center_and_boundary-max-correlated,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6586.829614,5186.477594,-1400.3520200000003,-87.52200125000002,-7661.760106445476,-1532.3520212890953,80,4,48,0,16,4,16,0,5,1.4626225001411512,0.0,1.2890950529254042e-06,21.259879214480016
stress,3,local-p3-91301-center_and_boundary-max-correlated,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5055.419217,5053.047401,-2.3718159999998534,-0.14823849999999084,-36.85908763834232,-7.3718175276680995,5,0,0,0,1,0,0,0,0,-0.08282240002881736,0.0,1.527668246126268e-06,0.04691630700029943
stress,3,local-p3-91301-center_and_boundary-max-correlated,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5053.047401,6579.307271,1526.2598699999999,95.39124187499999,7436.299347095304,1487.259869419061,25,-22,36,0,5,-22,12,0,4,0.33971100009512156,0.0,5.809397407574579e-07,-30.204740800530637
stress,3,local-p3-91301-center_and_boundary-max-correlated,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5053.047401,5186.477594,133.43019300000014,8.339387062500009,532.1509594318522,106.43019188637027,20,4,3,0,4,4,1,0,1,0.41854580002836883,0.0,1.1136298780911602e-06,-2.640588587662848
stress,3,local-p3-91301-center_and_boundary-max-correlated,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5186.477594,5186.477594,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.08158090012148023,0.0,0.0,0.0
stress,3,local-p3-91302-clustered-mixed-extreme,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6144.943161,3920.305501,-2224.6376600000003,-222.46376600000002,-10828.188268772086,-2165.637653754418,-65,0,6,0,-13,0,2,0,1,0.8187346999766305,0.0,-6.2455833358399104e-06,36.20273779127963
stress,3,local-p3-91302-clustered-mixed-extreme,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6144.943161,3353.69906,-2791.2441010000002,-279.1244101,-13511.220474864283,-2702.244094972857,-90,1,0,0,-18,1,0,0,0,0.722843199968338,0.0,-6.027143626852194e-06,45.42343237143574
stress,3,local-p3-91302-clustered-mixed-extreme,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,3920.305501,3894.109036,-26.19646499999999,-2.6196464999999876,-130.98232392310456,-26.19646478462073,0,0,0,0,0,0,0,0,0,-0.13303689996246248,0.0,-2.153788045688998e-07,0.6682250909608382
stress,3,local-p3-91302-clustered-mixed-extreme,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,3894.109036,7473.460412,3579.3513760000005,357.9351376000001,17081.756871490208,3416.3513742980417,125,-10,48,0,25,-10,16,0,7,0.4325177998980507,0.0,1.7019583538058214e-06,-91.91708149180856
stress,3,local-p3-91302-clustered-mixed-extreme,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,3894.109036,3353.69906,-540.4099759999999,-54.04099759999997,-2552.0498821690926,-510.40997643381843,-25,1,-6,0,-5,1,-2,0,-1,-0.009290900081396103,0.0,4.338185135566164e-07,13.877628258583767
stress,3,local-p3-91302-clustered-mixed-extreme,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,3353.69906,3353.69906,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.04643630003556609,0.0,0.0,0.0
stress,3,local-p3-91303-hidden_outward_last-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6817.895365,5780.502646,-1037.3927190000004,-64.83704493750002,-5506.963593619079,-1101.392718723815,55,0,9,0,11,0,3,0,1,1.1684623999753967,0.0,-2.7618443709798157e-07,15.215732472597141
stress,3,local-p3-91303-hidden_outward_last-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,6817.895365,5211.933088,-1605.9622770000005,-100.37264231250003,-8239.811369064832,-1647.9622738129665,40,2,0,0,8,2,0,0,0,1.197122999932617,0.0,-3.1870340535533614e-06,23.555103019683852
stress,3,local-p3-91303-hidden_outward_last-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5780.502646,5764.17086,-16.331785999999738,-1.0207366249999836,-81.6589200283961,-16.331784005679765,0,0,0,0,0,0,0,0,0,0.04248930001631379,0.0,-1.99432088265894e-06,0.2825322813631273
stress,3,local-p3-91303-hidden_outward_last-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5764.17086,5946.858865,182.68800499999998,11.418000312499998,1053.440033662111,210.68800673242276,-10,-18,0,0,-2,-18,0,0,1,0.23210090002976358,0.0,-1.7324218788417056e-06,-3.169371787150667
stress,3,local-p3-91303-hidden_outward_last-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5764.17086,5211.933088,-552.2377720000004,-34.514860750000025,-2651.1888554173565,-530.2377710834717,-15,2,-9,0,-3,2,-3,0,-1,0.23197119997348636,0.0,-9.165287337964401e-07,9.580523988839575
stress,3,local-p3-91303-hidden_outward_last-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,5211.933088,5211.933088,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.2457999000325799,0.0,0.0,0.0
stress,4,local-p4-91400-boundary-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14722.281041,13453.074992,-1269.2060490000003,-126.92060490000017,-6426.03021195098,-1285.2060423901967,10,0,6,0,2,0,2,0,2,1.9971215999685228,0.0,-6.609805495827459e-06,8.620987776726958
stress,4,local-p4-91400-boundary-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14722.281041,11315.695423,-3406.585618000001,-340.65856180000014,-11967.928041429885,-2393.5856082859773,-1000,-175,162,0,-200,-175,54,0,4,2.064042799989693,0.0,-9.714025509310886e-06,23.138979676539382
stress,4,local-p4-91400-boundary-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13453.074992,13431.835303,-21.239689,-2.123968899999909,-106.19844105125958,-21.239688210251188,0,0,0,0,0,0,0,0,0,0.15657840005587786,0.0,-7.897469913586974e-07,0.15787980824183603
stress,4,local-p4-91400-boundary-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13431.835303,13533.391859,101.55655599999955,10.155655599999818,822.7827791295495,164.55655582590953,-50,-10,-3,0,-10,-10,-1,0,-1,-1.5070856000529602,0.0,1.7408819985575974e-07,-0.75608845484665
stress,4,local-p4-91400-boundary-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,13431.835303,12138.082045,-1293.7532580000006,-129.37532580000016,-6188.766287458682,-1237.7532574917368,-65,9,0,0,-13,9,0,0,0,-0.5392076000571251,0.0,-5.082656571175903e-07,9.63199167362513
stress,4,local-p4-91400-boundary-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12138.082045,11315.695423,-822.386622,-82.23866219999991,753.0668990310369,150.61337980620738,-945,-184,156,0,-189,-184,52,0,2,0.4495504000224173,0.0,-1.8062073650071397e-06,6.775260036562061
stress,4,local-p4-91401-center_and_boundary-max-correlated,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,15457.486377,14508.994953,-948.4914239999998,-59.28071399999999,-7507.4570942576975,-1501.4914188515395,-20,0,573,0,-4,0,191,0,4,2.369076499948278,0.0,-5.148460331838578e-06,6.136129774704571
stress,4,local-p4-91401-center_and_boundary-max-correlated,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,15457.486377,12257.727472,-3199.758904999999,-199.98493156249992,-14643.794476323143,-2928.7588952646292,-465,-73,267,0,-93,-73,89,0,7,0.6971217999234796,0.0,-9.735369530972093e-06,20.70038314742484
stress,4,local-p4-91401-center_and_boundary-max-correlated,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14508.994953,14501.499273,-7.495679999999993,-0.46847999999999956,-37.478394701494835,-7.495678940298603,0,0,0,0,0,0,0,0,0,-0.008913500001654029,0.0,-1.0597013897495344e-06,0.05166229655659315
stress,4,local-p4-91401-center_and_boundary-max-correlated,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14501.499273,14982.353019,480.8537460000007,30.053359125000043,4774.268744543071,954.8537489086139,-250,-68,-156,0,-50,-68,-52,0,6,-0.10328239994123578,0.0,-2.9086131689837202e-06,-3.3158898741959115
stress,4,local-p4-91401-center_and_boundary-max-correlated,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,14501.499273,12743.709335,-1757.789938,-109.861871125,-7473.949687956549,-1494.7899375913094,-120,-17,-126,0,-24,-17,-42,0,2,-0.5148437999887392,0.0,-4.086887201992795e-07,12.12143589368575
stress,4,local-p4-91401-center_and_boundary-max-correlated,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12743.709335,12257.727472,-485.98186299999907,-30.37386643749994,375.0907005925983,75.0181401185182,-325,-56,-180,0,-65,-56,-60,0,1,-1.1481974000344053,0.0,-3.1185190891847014e-06,3.813503982433691
stress,4,local-p4-91402-clustered-mixed-extreme,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12978.705172,11737.645291,-1241.0598809999992,-124.10598809999988,-6685.299384198035,-1337.0598768396067,0,0,96,0,0,0,32,0,3,1.085634300019592,0.0,-4.160392563790083e-06,9.56227808978539
stress,4,local-p4-91402-clustered-mixed-extreme,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,12978.705172,10260.556136,-2718.1490360000007,-271.8149036,-7915.745155966666,-1583.149031193333,-1045,-195,105,0,-209,-195,35,0,3,0.9669812000356615,0.0,-4.806666765944101e-06,20.943144943796714
stress,4,local-p4-91402-clustered-mixed-extreme,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11737.645291,11263.481628,-474.1636630000012,-47.41636630000016,-1735.8183130569378,-347.16366261138774,-40,0,-87,0,-8,0,-29,0,-2,-0.3539410999510437,0.0,-3.8861253415234387e-07,4.039683013453922
stress,4,local-p4-91402-clustered-mixed-extreme,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11263.481628,14881.735955,3618.2543270000006,361.82543269999996,17401.271629086717,3480.2543258173437,100,-10,48,0,20,-10,16,0,5,-0.04279660002794117,0.0,1.1826559784822166e-06,-32.1237646271411
stress,4,local-p4-91402-clustered-mixed-extreme,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11263.481628,11104.608163,-158.87346499999876,-15.887346499999921,-829.3673269612264,-165.87346539224563,5,2,0,0,1,2,0,0,0,0.07339879986830056,0.0,3.922468749806285e-07,1.4105182593369145
stress,4,local-p4-91402-clustered-mixed-extreme,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11104.608163,10260.556136,-844.0520270000015,-84.40520270000002,1334.7398682495332,266.947973649907,-1010,-197,96,0,-202,-197,32,0,2,0.16188920009881258,0.0,-6.499085429823026e-07,7.600916796076972
stress,4,local-p4-91403-hidden_outward_last-min-deterministic,baseline,active,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11780.865602,9628.756786,-2152.108816,-134.506801,-10435.544039445267,-2087.1088078890534,-65,0,0,0,-13,0,0,0,0,0.8225704999640584,0.0,-8.110946509987116e-06,18.267832676358207
stress,4,local-p4-91403-hidden_outward_last-min-deterministic,baseline,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,11780.865602,9670.389882,-2110.4757200000004,-131.90473250000002,-8542.378550970832,-1708.4757101941668,-355,-47,0,0,-71,-47,0,0,1,1.1236606998136267,0.0,-9.805833542486653e-06,17.914436776544772
stress,4,local-p4-91403-hidden_outward_last-min-deterministic,active,nearest_safe,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,9628.756786,9637.306525,8.549739000000045,0.5343586875000028,42.74870020708477,8.549740041416953,0,0,0,0,0,0,0,0,0,0.08911419997457415,0.0,-1.0414169082650915e-06,-0.08879379955293062
stress,4,local-p4-91403-hidden_outward_last-min-deterministic,nearest_safe,immediate,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,9637.306525,9439.11459,-198.19193500000074,-12.386995937500046,94.04035486552311,18.808070973103895,-175,-42,0,0,-35,-42,0,0,0,-0.046014100080356,0.0,-5.973104634904303e-06,2.0565075364768552
stress,4,local-p4-91403-hidden_outward_last-min-deterministic,nearest_safe,joint_square,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,9637.306525,9164.696185,-472.61033999999927,-29.538146249999954,-1863.0517084270323,-372.61034168540664,-85,-15,0,0,-17,-15,0,0,1,0.1767416000366211,0.0,1.6854082787176594e-06,4.90396708638464
stress,4,local-p4-91403-hidden_outward_last-min-deterministic,joint_square,joint_triangular,True,True,True,0,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd,9164.696185,9670.389882,505.6936969999988,31.605856062499925,3713.4684966943823,742.6936993388763,-205,-32,0,0,-41,-32,0,0,0,0.035234399838373065,0.0,-2.338878402952105e-06,-5.517844637639766
