split,problem,variant,n_cases,complete_count,failed_count,complete_rate,failure_rate,externally_all_cleared_rate,external_truth_n,hull_invariant_violations,status_counts,code_sha256,pooled_time_per_cleared_source_s,total_virtual_time_s_n,total_virtual_time_s_mean,total_virtual_time_s_median,total_virtual_time_s_p95,total_virtual_time_s_max,total_virtual_time_s_min,average_clear_time_s_n,average_clear_time_s_mean,average_clear_time_s_median,average_clear_time_s_p95,average_clear_time_s_max,average_clear_time_s_min,walk_distance_m_n,walk_distance_m_mean,walk_distance_m_median,walk_distance_m_p95,walk_distance_m_max,walk_distance_m_min,movement_time_s_n,movement_time_s_mean,movement_time_s_median,movement_time_s_p95,movement_time_s_max,movement_time_s_min,measure_time_s_n,measure_time_s_mean,measure_time_s_median,measure_time_s_p95,measure_time_s_max,measure_time_s_min,switch_time_s_n,switch_time_s_mean,switch_time_s_median,switch_time_s_p95,switch_time_s_max,switch_time_s_min,optical_time_s_n,optical_time_s_mean,optical_time_s_median,optical_time_s_p95,optical_time_s_max,optical_time_s_min,laser_time_s_n,laser_time_s_mean,laser_time_s_median,laser_time_s_p95,laser_time_s_max,laser_time_s_min,measures_n,measures_mean,measures_median,measures_p95,measures_max,measures_min,switches_n,switches_mean,switches_median,switches_p95,switches_max,switches_min,clear_attempts_n,clear_attempts_mean,clear_attempts_median,clear_attempts_p95,clear_attempts_max,clear_attempts_min,clear_successes_n,clear_successes_mean,clear_successes_median,clear_successes_p95,clear_successes_max,clear_successes_min,fallback_targets_n,fallback_targets_mean,fallback_targets_median,fallback_targets_p95,fallback_targets_max,fallback_targets_min,program_real_time_s_n,program_real_time_s_mean,program_real_time_s_median,program_real_time_s_p95,program_real_time_s_max,program_real_time_s_min,clear_fraction_n,clear_fraction_mean,clear_fraction_median,clear_fraction_p95,clear_fraction_max,clear_fraction_min,timing_residual_s_n,timing_residual_s_mean,timing_residual_s_median,timing_residual_s_p95,timing_residual_s_max,timing_residual_s_min
test,4,nearest_safe,8,8,0,1.0,0.0,1.0,8,0,"{""complete"": 8}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",1035.5345604134616,8,13461.949285375,13485.5593505,15023.23137555,15264.187835,11837.984631,8,1085.8748766390624,1068.90510139375,1386.393080905,1401.7063480000002,768.964914,8,51025.9964079313,50233.755248278074,58869.15686025153,60150.93916271522,43729.92313810085,8,10205.199281586261,10046.751049655615,11773.831372050307,12030.187832543044,8745.98462762017,8,2415.625,2382.5,3102.5,3155.0,1700.0,8,405.625,403.0,556.9,566.0,243.0,8,409.5,384.0,837.4499999999998,912.0,48.0,8,26.0,26.0,32.0,32.0,20.0,8,483.125,476.5,620.5,631.0,340.0,8,405.625,403.0,556.9,566.0,243.0,8,136.5,128.0,279.15,304.0,16.0,8,13.0,13.0,16.0,16.0,10.0,8,6.375,6.5,9.649999999999999,10.0,3.0,8,2.807612287477241,2.7624018999631517,3.5636050099798013,3.5821926000062376,1.949958399985917,8,1.0,1.0,1.0,1.0,1.0,8,3.788740059462725e-06,3.262965037720278e-06,7.979705333127637e-06,9.349281754111871e-06,1.1815227480838075e-06
tune,3,active,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",424.4072845,4,5517.2946985,5355.472443000001,6306.6917673,6445.368963,4912.864945,4,439.546126525,447.06102734374997,514.8506718599999,519.0090561,345.0533953125,4,24018.973486309373,23307.362220131392,27938.708810923927,28551.844784247645,20909.324720727058,4,4803.794697261875,4661.472444026278,5587.741762184785,5710.368956849529,4181.864944145412,4,553.75,570.0,600.5,605.0,470.0,4,86.5,87.5,103.8,105.0,66.0,4,47.25,43.5,68.39999999999999,72.0,30.0,4,26.0,26.0,32.0,32.0,20.0,4,110.75,114.0,120.1,121.0,94.0,4,86.5,87.5,103.8,105.0,66.0,4,15.75,14.5,22.799999999999997,24.0,10.0,4,13.0,13.0,16.0,16.0,10.0,4,2.5,0.5,7.799999999999997,9.0,0.0,4,1.2473017500014976,1.1283869000035338,1.929885584959993,2.0524328999454156,0.6800003000535071,4,1.0,1.0,1.0,1.0,1.0,4,1.2381256055959966e-06,5.167430572328158e-08,5.3560883316094965e-06,6.150470653665252e-06,-1.3013168427278288e-06
tune,3,baseline,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",490.7284061730769,4,6379.469280249999,6129.5071865,7689.998069449999,7874.489519,5384.373229,4,501.83096514062504,515.29645891875,557.99536577,561.4467851,415.284157625,4,28469.84639377524,27272.535929193287,35140.49031984314,36037.44756354698,23296.866153167397,4,5693.9692787550475,5454.507185838658,7028.098063968629,7207.489512709396,4659.37323063348,4,532.5,542.5,570.0,570.0,475.0,4,86.5,87.5,103.8,105.0,66.0,4,40.5,39.0,53.099999999999994,54.0,30.0,4,26.0,26.0,32.0,32.0,20.0,4,106.5,108.5,114.0,114.0,95.0,4,86.5,87.5,103.8,105.0,66.0,4,13.5,13.0,17.7,18.0,10.0,4,13.0,13.0,16.0,16.0,10.0,4,0.25,0.0,0.8499999999999996,1.0,0.0,4,0.1976226749829948,0.1913455999456346,0.25911803001072253,0.27039800002239645,0.13740150001831353,4,1.0,1.0,1.0,1.0,1.0,4,1.4949521300877677e-06,6.61342255625641e-07,5.481370999405042e-06,6.290603778325021e-06,-1.6334797692252323e-06
tune,3,immediate,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",484.3802544807692,4,6296.94330825,6007.436115,7429.34896795,7605.079303,5567.8217,4,498.08223983437506,516.04981321875,557.93024749,558.1328494,402.0964835,4,27658.466550711175,26365.91360577675,33283.99482888955,34070.396499029426,23831.642492261773,4,5531.6933101422355,5273.18272115535,6656.79896577791,6814.079299805886,4766.328498452355,4,590.0,595.0,652.0,655.0,515.0,4,70.5,72.5,93.8,95.0,42.0,4,78.75,54.0,147.14999999999998,162.0,45.0,4,26.0,26.0,32.0,32.0,20.0,4,118.0,119.0,130.4,131.0,103.0,4,70.5,72.5,93.8,95.0,42.0,4,26.25,18.0,49.04999999999999,54.0,15.0,4,13.0,13.0,16.0,16.0,10.0,4,5.0,3.5,9.949999999999998,11.0,2.0,4,1.3208783750014845,1.2707657500286587,1.7822319149971007,1.8378311999840662,0.9041507999645546,4,1.0,1.0,1.0,1.0,1.0,4,-1.8922346498584375e-06,-3.155349986627698e-06,2.311300158908123e-06,3.1941153793013655e-06,-4.4523540054797195e-06
tune,3,joint_square,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",386.55842603846156,4,5025.2595385,5133.6205580000005,5649.9323033,5698.887872,4134.909166,4,398.73152929375,384.83570430000003,478.07515216,489.4723702,335.782338375,4,21267.54768364691,21980.602780186375,24271.911497059857,24439.439338158685,16669.545836056208,4,4253.5095367293825,4396.1205560372755,4854.382299411972,4887.887867631737,3333.9091672112418,4,588.75,592.5,622.0,625.0,545.0,4,91.0,91.5,109.35,111.0,70.0,4,66.0,46.5,116.84999999999997,129.0,42.0,4,26.0,26.0,32.0,32.0,20.0,4,117.75,118.5,124.4,125.0,109.0,4,91.0,91.5,109.35,111.0,70.0,4,22.0,15.5,38.94999999999999,43.0,14.0,4,13.0,13.0,16.0,16.0,10.0,4,3.5,2.5,7.249999999999998,8.0,1.0,4,1.2918657500122208,1.1983870000112802,1.9132716050080487,1.9996649000095204,0.7710241000168025,4,1.0,1.0,1.0,1.0,1.0,4,1.7706179278320633e-06,1.9627250367193483e-06,4.1268361201218785e-06,4.368263034848496e-06,-1.2112413969589397e-06
tune,3,joint_triangular,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",386.55842603846156,4,5025.2595385,5133.6205580000005,5649.9323033,5698.887872,4134.909166,4,398.73152929375,384.83570430000003,478.07515216,489.4723702,335.782338375,4,21267.54768364691,21980.602780186375,24271.911497059857,24439.439338158685,16669.545836056208,4,4253.5095367293825,4396.1205560372755,4854.382299411972,4887.887867631737,3333.9091672112418,4,588.75,592.5,622.0,625.0,545.0,4,91.0,91.5,109.35,111.0,70.0,4,66.0,46.5,116.84999999999997,129.0,42.0,4,26.0,26.0,32.0,32.0,20.0,4,117.75,118.5,124.4,125.0,109.0,4,91.0,91.5,109.35,111.0,70.0,4,22.0,15.5,38.94999999999999,43.0,14.0,4,13.0,13.0,16.0,16.0,10.0,4,3.5,2.5,7.249999999999998,8.0,1.0,4,1.2790577999840025,1.2367940999683924,1.7796617699437773,1.83106889994815,0.8115741000510752,4,1.0,1.0,1.0,1.0,1.0,4,1.7706179278320633e-06,1.9627250367193483e-06,4.1268361201218785e-06,4.368263034848496e-06,-1.2112413969589397e-06
tune,3,nearest_safe,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",423.61262315384613,4,5506.964101,5345.984161,6300.44209515,6439.181679,4896.706403,4,438.632977609375,446.05974761875,513.556558215,517.7717202,344.640695,4,23967.32049813833,23259.920803039495,27907.46045439583,28520.908370452697,20828.53201602164,4,4793.464099627667,4651.984160607899,5581.492090879166,5704.18167409054,4165.706403204328,4,553.75,570.0,600.5,605.0,470.0,4,86.5,87.5,103.8,105.0,66.0,4,47.25,43.5,68.39999999999999,72.0,30.0,4,26.0,26.0,32.0,32.0,20.0,4,110.75,114.0,120.1,121.0,94.0,4,86.5,87.5,103.8,105.0,66.0,4,15.75,14.5,22.799999999999997,24.0,10.0,4,13.0,13.0,16.0,16.0,10.0,4,2.5,0.5,7.799999999999997,9.0,0.0,4,1.2473232000193093,1.2247511000023223,1.7516685950395183,1.8299798000371084,0.7098108000354841,4,1.0,1.0,1.0,1.0,1.0,4,1.3723333722737152e-06,3.9210044633364305e-07,4.270833778718951e-06,4.909460585622583e-06,-2.0432798919500783e-07
tune,4,active,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",1030.8631098653846,4,13401.22042825,13682.0430605,14435.27022575,14493.807632,11746.98796,4,1072.0217376156252,1040.2808865000002,1303.3496878400001,1326.0527864,881.4723910625,4,50629.85211522507,49842.715275086426,58612.10108656257,59549.03811576111,43284.9397949663,4,10125.970423045013,9968.543055017286,11722.420217312516,11909.807623152223,8656.98795899326,4,2491.25,2520.0,3043.25,3125.0,1800.0,4,421.25,432.5,543.65,560.0,260.0,4,336.75,385.5,530.25,537.0,39.0,4,26.0,26.0,32.0,32.0,20.0,4,498.25,504.0,608.65,625.0,360.0,4,421.25,432.5,543.65,560.0,260.0,4,112.25,128.5,176.75,179.0,13.0,4,13.0,13.0,16.0,16.0,10.0,4,6.5,5.5,12.099999999999998,13.0,2.0,4,2.882228500006022,2.955885350005701,3.9696148399903906,4.010777599993162,1.6063657000195235,4,1.0,1.0,1.0,1.0,1.0,4,5.204986791795818e-06,5.482715096150059e-06,8.437484211754054e-06,8.84777728060726e-06,1.0067396942758933e-06
tune,4,baseline,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",1062.6045989807692,4,13813.85978675,13934.328153999999,14930.9336506,14986.822804,12399.960035,4,1103.8761231875,1088.336214375,1312.625768625,1325.442786,913.389278,4,53971.79889548195,53403.12662310036,61967.08795430361,62436.14218460896,46644.80015111812,4,10794.35977909639,10680.625324620072,12393.417590860725,12487.228436921792,9328.960030223625,4,2465.0,2515.0,3007.75,3085.0,1745.0,4,421.25,432.5,543.65,560.0,260.0,4,107.25,90.0,199.64999999999995,219.0,30.0,4,26.0,26.0,32.0,32.0,20.0,4,493.0,503.0,601.55,617.0,349.0,4,421.25,432.5,543.65,560.0,260.0,4,35.75,30.0,66.54999999999998,73.0,10.0,4,13.0,13.0,16.0,16.0,10.0,4,2.75,1.5,7.099999999999998,8.0,0.0,4,0.6486104500072543,0.6464849999756552,0.745829145051539,0.7500846000621095,0.551387200015597,4,1.0,1.0,1.0,1.0,1.0,4,7.653609372937353e-06,7.3799274105113e-06,1.0539275717746931e-05,1.1078207535319962e-05,4.776375135406852e-06
tune,4,immediate,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",1092.9518760961537,4,14208.374389249999,14157.1661355,14494.9496348,14538.237308,13980.927978,4,1150.950968975,1153.3663147749999,1405.211673005,1406.4679451,890.60330125,4,55254.371925385996,55314.79187893467,59488.9524301365,60023.26406273115,50364.63988094348,4,11050.8743850772,11062.958375786937,11897.7904860273,12004.65281254623,10072.927976188697,4,2430.0,2522.5,3100.25,3185.0,1490.0,4,391.0,411.0,533.65,550.0,192.0,4,310.5,280.5,512.55,531.0,150.0,4,26.0,26.0,32.0,32.0,20.0,4,486.0,504.5,620.05,637.0,298.0,4,391.0,411.0,533.65,550.0,192.0,4,103.5,93.5,170.85,177.0,50.0,4,13.0,13.0,16.0,16.0,10.0,4,9.25,9.0,14.549999999999999,15.0,4.0,4,2.4110834499879275,2.3416630999417976,2.9434188150044065,2.9958597000222653,1.9651479000458494,4,1.0,1.0,1.0,1.0,1.0,4,4.172799890511669e-06,3.7130639611859806e-06,7.172699133661808e-06,7.453769285348244e-06,1.8113023543264717e-06
tune,4,joint_square,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",912.3183723076922,4,11860.13884,11678.394926,12618.61003825,12776.307349,11307.458159,4,970.958358371875,949.7432818249999,1261.8610038250001,1277.6307349,706.7161349375,4,43590.694184351014,43050.263134791036,45463.677668878845,45852.290775648275,42409.95969217371,4,8718.138836870203,8610.052626958208,9092.73553377577,9170.458155129656,8481.991938434743,4,2405.0,2480.0,3065.5,3145.0,1515.0,4,419.25,440.5,549.8,566.0,230.0,4,291.75,312.0,388.05,393.0,150.0,4,26.0,26.0,32.0,32.0,20.0,4,481.0,496.0,613.0999999999999,629.0,303.0,4,419.25,440.5,549.8,566.0,230.0,4,97.25,104.0,129.35,131.0,50.0,4,13.0,13.0,16.0,16.0,10.0,4,5.0,4.0,9.949999999999998,11.0,1.0,4,2.5473827500245534,2.427378549997229,2.9501040900184305,3.0323547000298277,2.3024192000739276,4,1.0,1.0,1.0,1.0,1.0,4,3.1297977329813875e-06,3.3832975532277487e-06,5.311021232046187e-06,5.565258106798865e-06,1.8733771867118776e-07
tune,4,joint_triangular,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",866.6247396346154,4,11266.12161525,11314.4757885,11987.1631644,12046.807317,10388.727567,4,904.46228386875,895.89910700625,1089.111528745,1097.9771944,728.0737270625,4,44615.60805707693,43277.267981444864,50946.31580387658,51789.036567261144,40118.85969815686,4,8923.121611415387,8655.453596288973,10189.263160775317,10357.80731345223,8023.771939631373,4,1795.0,1850.0,2242.25,2300.0,1180.0,4,300.0,313.5,394.5,405.0,168.0,4,222.0,268.5,308.55,309.0,42.0,4,26.0,26.0,32.0,32.0,20.0,4,359.0,370.0,448.45,460.0,236.0,4,300.0,313.5,394.5,405.0,168.0,4,74.0,89.5,102.85,103.0,14.0,4,13.0,13.0,16.0,16.0,10.0,4,6.5,7.0,9.549999999999999,10.0,2.0,4,2.4210537250328343,2.423993550008163,3.1012392050353808,3.2011874000309035,1.6350404000841081,4,1.0,1.0,1.0,1.0,1.0,4,3.834612925857073e-06,3.8041453080950305e-06,4.322410677559674e-06,4.3686268327292055e-06,3.3615342545090243e-06
tune,4,nearest_safe,4,4,0,1.0,0.0,1.0,4,0,"{""complete"": 4}","[""b3cdd5b3089c9ea55f14a791b74702bfbc5777b8a6e8e8c8d19d3caf3f12b4bd""]",994.969019923077,4,12934.597259,12755.649110999999,14305.8928054,14491.703971,11735.386843,4,1042.67810721875,1039.6350912437501,1302.5326463400002,1325.2962867,766.1459596875,4,48930.48627100049,46478.245533684174,57599.49335459832,59538.51981292923,43226.93420370437,4,9786.097254200098,9295.649106736835,11519.898670919665,11907.703962585847,8645.386840740874,4,2468.75,2475.0,3043.25,3125.0,1800.0,4,421.25,432.5,543.65,560.0,260.0,4,232.5,199.5,460.04999999999995,492.0,39.0,4,26.0,26.0,32.0,32.0,20.0,4,493.75,495.0,608.65,625.0,360.0,4,421.25,432.5,543.65,560.0,260.0,4,77.5,66.5,153.34999999999997,164.0,13.0,4,13.0,13.0,16.0,16.0,10.0,4,5.25,3.0,11.649999999999997,13.0,2.0,4,2.4412301999982446,2.3031309000216424,3.2859799899510103,3.4385004999348894,1.7201585000148043,4,1.0,1.0,1.0,1.0,1.0,4,4.799902399099665e-06,4.263164555595722e-06,7.90267549746204e-06,8.414153853664175e-06,2.2591266315430403e-06
