pool,problem,composition_model,partition,mechanism_id,mechanism_status,noise_model,variant,baseline_variant,n_pairs,baseline_failures,candidate_failures,completion_delta_mean,penalized_time_delta_mean_s,penalized_delta_ci_low_s,penalized_delta_ci_high_s,both_complete_n,completed_time_delta_mean_s,completed_time_delta_median_s,completed_regression_rate,completed_worst_regression_s,mean_completed_reduction_pct,ci_scope,precision_warning,completed_delta_ci_low_s,completed_delta_ci_high_s
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,correlated,joint_triangular_l2,joint_triangular_l5,5,0,0,0.0,-546.6674079999999,-671.5484313999999,-427.79451480000006,5,-546.6674079999999,-583.3707859999995,0.0,-351.91815700000006,9.9792828103246,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-662.8764468000002,-430.45836919999965
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,correlated,joint_triangular_l3,joint_triangular_l5,5,0,0,0.0,-362.1703911999999,-452.9412842,-272.5894251999998,5,-362.1703911999999,-312.356229,0.0,-258.1854979999998,6.634267335802176,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-452.9412842,-271.3994981999998
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,all,joint_triangular_l1,joint_triangular_l5,4,0,0,0.0,-780.9529867499998,-966.2554734999999,-595.6504999999997,4,-780.9529867499998,-811.8407079999997,0.0,-524.7542720000001,15.051853049389635,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-966.2554734999999,-595.6504999999997
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,all,joint_triangular_l2,joint_triangular_l5,4,0,0,0.0,-611.7124887499999,-773.3846214999999,-450.040356,4,-611.7124887499999,-626.1382649999996,0.0,-407.2200810000004,11.784671640704214,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-773.3846214999999,-450.040356
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,all,joint_triangular_l3,joint_triangular_l5,4,0,0,0.0,-425.9376682499999,-542.1179164999999,-309.7574199999999,4,-425.9376682499999,-445.0976719999999,0.0,-269.88015300000006,8.196403646484514,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-542.1179164999999,-309.7574199999999
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,joint_triangular_l1,joint_triangular_l5,4,0,0,0.0,-780.9529867499998,-966.2554734999999,-595.6504999999997,4,-780.9529867499998,-811.8407079999997,0.0,-524.7542720000001,15.051853049389635,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-966.2554734999999,-595.6504999999997
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,joint_triangular_l2,joint_triangular_l5,4,0,0,0.0,-611.7124887499999,-773.3846214999999,-450.040356,4,-611.7124887499999,-626.1382649999996,0.0,-407.2200810000004,11.784671640704214,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-773.3846214999999,-450.040356
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,joint_triangular_l3,joint_triangular_l5,4,0,0,0.0,-425.9376682499999,-542.1179164999999,-309.7574199999999,4,-425.9376682499999,-445.0976719999999,0.0,-269.88015300000006,8.196403646484514,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-542.1179164999999,-309.7574199999999
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,all,joint_triangular_l1,joint_triangular_l5,4,0,0,0.0,-780.9529867499998,-966.2554734999999,-595.6504999999997,4,-780.9529867499998,-811.8407079999997,0.0,-524.7542720000001,15.051853049389635,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-966.2554734999999,-595.6504999999997
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,all,joint_triangular_l2,joint_triangular_l5,4,0,0,0.0,-611.7124887499999,-773.3846214999999,-450.040356,4,-611.7124887499999,-626.1382649999996,0.0,-407.2200810000004,11.784671640704214,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-773.3846214999999,-450.040356
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,all,joint_triangular_l3,joint_triangular_l5,4,0,0,0.0,-425.9376682499999,-542.1179164999999,-309.7574199999999,4,-425.9376682499999,-445.0976719999999,0.0,-269.88015300000006,8.196403646484514,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-542.1179164999999,-309.7574199999999
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,joint_triangular_l1,joint_triangular_l5,4,0,0,0.0,-780.9529867499998,-966.2554734999999,-595.6504999999997,4,-780.9529867499998,-811.8407079999997,0.0,-524.7542720000001,15.051853049389635,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-966.2554734999999,-595.6504999999997
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,joint_triangular_l2,joint_triangular_l5,4,0,0,0.0,-611.7124887499999,-773.3846214999999,-428.6302185000002,4,-611.7124887499999,-626.1382649999996,0.0,-407.2200810000004,11.784671640704214,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-773.3846214999999,-450.040356
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,joint_triangular_l3,joint_triangular_l5,4,0,0,0.0,-425.9376682499999,-542.1179164999999,-309.7574199999999,4,-425.9376682499999,-445.0976719999999,0.0,-269.88015300000006,8.196403646484514,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-542.1179164999999,-309.7574199999999
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,joint_triangular_l1,joint_triangular_l5,6,0,0,0.0,-880.4707760000002,-1041.4174578250004,-693.0998428333334,6,-880.4707760000002,-936.2432660000004,0.0,-531.3716169999998,15.915504125908894,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1041.450777491667,-693.0998428333334
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,joint_triangular_l2,joint_triangular_l5,6,0,0,0.0,-644.0896088333334,-780.6228830000001,-519.6618110250005,6,-644.0896088333334,-645.7144170000001,0.0,-418.4210499999999,11.676227483005144,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-778.6034398166668,-508.4304938333333
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,joint_triangular_l3,joint_triangular_l5,6,0,0,0.0,-452.0251233333336,-571.0814910000003,-338.6347251333337,6,-452.0251233333336,-450.4624735000002,0.0,-260.9195300000001,8.168017833874968,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-570.1387206875004,-338.6681743333335
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,joint_triangular_l1,joint_triangular_l5,6,0,0,0.0,-880.4707760000002,-1041.1706586666671,-693.4124483333334,6,-880.4707760000002,-936.2432660000004,0.0,-531.3716169999998,15.915504125908894,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1041.1706586666671,-694.4741111666667
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,joint_triangular_l2,joint_triangular_l5,6,0,0,0.0,-644.0896088333334,-779.2482911666667,-508.68071016666664,6,-644.0896088333334,-645.7144170000001,0.0,-418.4210499999999,11.676227483005144,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-779.2482911666667,-512.2134163333334
broad,3,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,joint_triangular_l3,joint_triangular_l5,6,0,0,0.0,-452.0251233333336,-569.6206581666671,-347.70127550000035,6,-452.0251233333336,-450.4624735000002,0.0,-260.9195300000001,8.168017833874968,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-569.6206581666671,-338.6681743333335
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,joint_triangular_l1,joint_triangular_l5,6,0,0,0.0,-880.4707760000002,-1041.1373390000006,-693.4124483333334,6,-880.4707760000002,-936.2432660000004,0.0,-531.3716169999998,15.915504125908894,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1041.1040193333338,-693.4124483333334
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,joint_triangular_l2,joint_triangular_l5,6,0,0,0.0,-644.0896088333334,-777.2123133333334,-510.716688,6,-644.0896088333334,-645.7144170000001,0.0,-418.4210499999999,11.676227483005144,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-767.1044261791667,-508.68071016666664
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,joint_triangular_l3,joint_triangular_l5,6,0,0,0.0,-452.0251233333336,-569.6206581666671,-339.723938166667,6,-452.0251233333336,-450.4624735000002,0.0,-260.9195300000001,8.168017833874968,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-569.6206581666671,-340.90181718333406
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,joint_triangular_l1,joint_triangular_l5,6,0,0,0.0,-880.4707760000002,-1041.1040193333338,-693.4124483333334,6,-880.4707760000002,-936.2432660000004,0.0,-531.3716169999998,15.915504125908894,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1041.1040193333338,-693.0998428333334
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,joint_triangular_l2,joint_triangular_l5,6,0,0,0.0,-644.0896088333334,-777.2466781291668,-508.4304938333333,6,-644.0896088333334,-645.7144170000001,0.0,-418.4210499999999,11.676227483005144,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-787.3006525000001,-508.68071016666664
broad,3,broad_joint,development,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,joint_triangular_l3,joint_triangular_l5,6,0,0,0.0,-452.0251233333336,-569.6206581666671,-336.78987113333375,6,-452.0251233333336,-450.4624735000002,0.0,-260.9195300000001,8.168017833874968,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-569.6206581666671,-337.33020633333354
broad,3,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,all,joint_triangular_l1,joint_triangular_l5,7,0,0,0.0,-714.5503945714283,-913.0387088571432,-518.439744264286,7,-714.5503945714283,-748.8529950000006,0.0,-363.7306789999993,13.811137269056632,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-911.7618957142857,-521.9320690464284
broad,3,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,all,joint_triangular_l2,joint_triangular_l5,7,0,0,0.0,-530.3362890000001,-668.9044533821431,-407.80809828571415,7,-530.3362890000001,-583.3517960000008,0.0,-285.63634,10.248666201516246,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-667.7135746107141,-402.69317342857147
broad,3,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,all,joint_triangular_l3,joint_triangular_l5,7,0,0,0.0,-382.0398754285713,-472.69040671785706,-299.04070785714276,7,-382.0398754285713,-415.869361,0.0,-228.2197159999996,7.392126873717822,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-471.9865244285714,-299.4868397214286
broad,3,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,deterministic,joint_triangular_l1,joint_triangular_l5,7,0,0,0.0,-714.5503945714283,-902.4358395428569,-530.9002063321428,7,-714.5503945714283,-748.8529950000006,0.0,-363.7306789999993,13.811137269056632,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-910.882926417857,-524.4302587142856
broad,3,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,deterministic,joint_triangular_l2,joint_triangular_l5,7,0,0,0.0,-530.3362890000001,-655.6950427142858,-398.5910578178571,7,-530.3362890000001,-583.3517960000008,0.0,-285.63634,10.248666201516246,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-660.7952090964287,-399.9133877142857
broad,3,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,deterministic,joint_triangular_l3,joint_triangular_l5,7,0,0,0.0,-382.0398754285713,-470.40586621428554,-295.1084480285713,7,-382.0398754285713,-415.869361,0.0,-228.2197159999996,7.392126873717822,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-467.36670914285696,-292.53355551428575
broad,3,broad_joint,development,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,all,joint_triangular_l1,joint_triangular_l5,7,0,0,0.0,-714.5503945714283,-911.7618957142859,-530.9396848571427,7,-714.5503945714283,-748.8529950000006,0.0,-363.7306789999993,13.811137269056632,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-911.0969776321429,-539.5077178035714
