partition,pool,composition_model,mechanism_id,variant,n,complete,failures,hull_violations,penalized_time_mean_s,interpretation,total_virtual_time_s_n,total_virtual_time_s_mean,total_virtual_time_s_median,total_virtual_time_s_p90,total_virtual_time_s_p95,total_virtual_time_s_max,walk_distance_m_n,walk_distance_m_mean,walk_distance_m_median,walk_distance_m_p90,walk_distance_m_p95,walk_distance_m_max,measures_n,measures_mean,measures_median,measures_p90,measures_p95,measures_max,switches_n,switches_mean,switches_median,switches_p90,switches_p95,switches_max,failed_clear_attempts_n,failed_clear_attempts_mean,failed_clear_attempts_median,failed_clear_attempts_p90,failed_clear_attempts_p95,failed_clear_attempts_max,failed_clear_cost_s_n,failed_clear_cost_s_mean,failed_clear_cost_s_median,failed_clear_cost_s_p90,failed_clear_cost_s_p95,failed_clear_cost_s_max,fallback_targets_n,fallback_targets_mean,fallback_targets_median,fallback_targets_p90,fallback_targets_p95,fallback_targets_max,post_clear_stop_tail_s_n,post_clear_stop_tail_s_mean,post_clear_stop_tail_s_median,post_clear_stop_tail_s_p90,post_clear_stop_tail_s_p95,post_clear_stop_tail_s_max,post_clear_measurements_n,post_clear_measurements_mean,post_clear_measurements_median,post_clear_measurements_p90,post_clear_measurements_p95,post_clear_measurements_max,movement_s_n,movement_s_mean,movement_s_median,movement_s_p90,movement_s_p95,movement_s_max,measurement_s_n,measurement_s_mean,measurement_s_median,measurement_s_p90,measurement_s_p95,measurement_s_max,optical_s_n,optical_s_mean,optical_s_median,optical_s_p90,optical_s_p95,optical_s_max,laser_s_n,laser_s_mean,laser_s_median,laser_s_p90,laser_s_p95,laser_s_max,program_real_time_s_n,program_real_time_s_mean,program_real_time_s_median,program_real_time_s_p90,program_real_time_s_p95,program_real_time_s_max
development,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_300,current,3,3,0,0,11673.569348666666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,11673.569348666666,12236.447083,12286.8185358,12293.114967399999,12299.411399,3,45904.51340629169,47207.056988718105,48415.199733089,48566.217576135365,48717.23541918172,3,338.6666666666667,327,363.0,367.5,372,3,316.0,305,340.2,344.6,349,3,136.66666666666666,178,190.0,191.5,193,3,410.0,534.0,570.0,574.5,579.0,3,12.666666666666666,12,13.600000000000001,13.799999999999999,14,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,9180.90268125834,9441.411397743621,9683.0399466178,9713.243515227074,9743.447083836345,3,1693.3333333333333,1635.0,1815.0,1837.5,1860.0,3,454.0,582.0,613.2,617.1,621.0,3,29.333333333333332,28.0,31.2,31.6,32.0,3,3.124220066703856,2.943012800067663,3.4186780800111594,3.4781362400040963,3.537594399997033
development,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_300,local_cover,3,3,0,0,11501.480881333331,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,11501.480881333331,11738.109842,12260.450431599998,12325.743005299999,12391.035579,3,45229.07108320823,45180.549215823434,48292.252168591476,48681.21503768749,49070.177906783494,3,338.6666666666667,327,363.0,367.5,372,3,316.0,305,340.2,344.6,349,3,124.33333333333333,141,193.0,199.5,206,3,373.0,423.0,579.0,598.5,618.0,3,12.666666666666666,12,13.600000000000001,13.799999999999999,14,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,9045.814216641646,9036.109843164686,9658.450433718295,9736.243007537496,9814.035581356698,3,1693.3333333333333,1635.0,1815.0,1837.5,1860.0,3,417.0,465.0,625.8000000000001,645.9,666.0,3,29.333333333333332,28.0,31.2,31.6,32.0,3,3.9471290666454784,3.657496999949217,4.785290599986911,4.926264799991622,5.067238999996334
development,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,combined_cover,3,3,0,0,9119.480875333335,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9119.480875333335,8880.97426,9820.382104,9937.8080845,10055.234065,3,34640.73771411288,33029.87130724511,37110.91052354925,37621.04042558727,38131.17032762529,3,316.6666666666667,313,350.59999999999997,355.29999999999995,360,3,298.3333333333333,292,331.2,336.1,341,3,84.33333333333333,51,149.4,161.7,174,3,253.0,153.0,448.20000000000005,485.09999999999997,522.0,3,9.333333333333334,9,11.4,11.7,12,3,275.1303083333335,0.0,660.3127400000005,742.8518325000005,825.3909250000006,3,8.0,0,19.200000000000003,21.599999999999998,24,3,6928.147542822578,6605.9742614490215,7422.18210470985,7524.208085117453,7626.234065525057,3,1583.3333333333333,1565.0,1753.0,1776.5,1800.0,3,287.0,195.0,480.6,516.3,552.0,3,22.666666666666668,20.0,26.400000000000002,27.199999999999996,28.0,3,3.3677274333313107,3.4771099999779835,3.7924353599781173,3.8318510299781336,3.8712666999781504
development,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,coverage,3,3,0,0,9259.619243666666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9259.619243666666,8889.1273,10030.8627712,10173.579705099999,10316.296639,3,35181.42955660342,33232.168962667434,38087.62034597907,38694.551768893034,39301.48319180698,3,316.6666666666667,313,350.59999999999997,355.29999999999995,360,3,298.3333333333333,292,331.2,336.1,341,3,95.0,70,160.4,171.7,183,3,285.0,210.0,481.20000000000005,515.1,549.0,3,9.333333333333334,9,11.4,11.7,12,3,275.44466766666665,0.0,661.0672024,743.7006026999999,826.3340029999999,3,8.0,0,19.200000000000003,21.599999999999998,24,3,7036.285911320684,6646.433792533487,7617.524069195814,7738.910353778605,7860.296638361397,3,1583.3333333333333,1565.0,1753.0,1776.5,1800.0,3,319.0,252.0,513.6,546.3,579.0,3,22.666666666666668,20.0,26.400000000000002,27.199999999999996,28.0,3,2.7943708333186805,2.708880899939686,3.1770348999649287,3.235554149968084,3.2940733999712393
development,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,current,3,3,0,0,11710.752137666668,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,11710.752137666668,11659.150674,12241.5980508,12314.4039729,12387.209895,3,44600.42736151849,44175.753382470306,46339.990267212415,46610.519877805185,46881.04948839795,3,382.0,387,395.0,396.0,397,3,359.0,364,372.79999999999995,373.9,375,3,155.0,138,244.4,257.7,271,3,465.0,414.0,733.2,773.0999999999999,813.0,3,7.333333333333333,7,7.8,7.9,8,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,8920.085472303695,8835.15067649406,9267.998053442483,9322.103975561036,9376.20989767959,3,1910.0,1935.0,1975.0,1980.0,1985.0,3,499.0,444.0,763.2,803.1,843.0,3,22.666666666666668,20.0,26.400000000000002,27.199999999999996,28.0,3,2.820348299962158,2.9306390000274405,2.9448527599452063,2.946629479934927,2.948406199924648
development,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,local_cover,3,3,0,0,10937.907421999998,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10937.907421999998,11073.178296,11126.0896216,11132.7035373,11139.317453,3,42031.20377771485,42280.89147999355,42637.448110250814,42682.01768903297,42726.58726781513,3,382.0,387,395.0,396.0,397,3,359.0,364,372.79999999999995,373.9,375,3,68.66666666666667,69,73.8,74.4,75,3,206.0,207.0,221.39999999999998,223.2,225.0,3,7.333333333333333,7,7.8,7.9,8,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,8406.240755542969,8456.17829599871,8527.489622050163,8536.403537806595,8545.317453563026,3,1910.0,1935.0,1975.0,1980.0,1985.0,3,240.0,237.0,261.0,264.0,267.0,3,22.666666666666668,20.0,26.400000000000002,27.199999999999996,28.0,3,3.31647070000569,3.2146155000664294,3.5144148600287735,3.5518897800240663,3.5893647000193596
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,combined_cover,3,3,0,0,9099.118198333332,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9099.118198333332,9490.994137,9852.7479658,9897.9671944,9943.186423,3,34955.59099555153,36699.97069724449,37296.73982588971,37371.33596697036,37445.93210805101,3,277.3333333333333,272,292.0,294.5,297,3,262.0,257,277.0,279.5,282,3,128.66666666666666,153,193.8,198.9,204,3,386.0,459.0,581.4,596.7,612.0,3,9.666666666666666,10,10.8,10.899999999999999,11,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,6991.118199110305,7339.994139448898,7459.347965177941,7474.267193394071,7489.186421610202,3,1386.6666666666667,1360.0,1460.0,1472.5,1485.0,3,430.0,504.0,626.4,641.7,657.0,3,29.333333333333332,30.0,30.0,30.0,30.0,3,3.5000317666757232,3.5121657999698073,4.115667079994455,4.191104739997535,4.266542400000617
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,coverage,3,3,0,0,9582.529030666667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9582.529030666667,10222.635943,10558.315310999998,10600.275232,10642.235153,3,36612.64514582567,39248.17971024784,39666.57653495402,39718.8761380423,39771.17574113057,3,277.3333333333333,272,292.0,294.5,297,3,262.0,257,277.0,279.5,282,3,179.33333333333334,227,271.0,276.5,282,3,538.0,681.0,813.0,829.5,846.0,3,9.666666666666666,10,10.8,10.899999999999999,11,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,7322.529029165134,7849.635942049567,7933.315306990806,7943.775227608459,7954.235148226115,3,1386.6666666666667,1360.0,1460.0,1472.5,1485.0,3,582.0,726.0,858.0,874.5,891.0,3,29.333333333333332,30.0,30.0,30.0,30.0,3,3.069722266634926,2.915560199995525,3.56479163991753,3.6459455699077803,3.7270994998980314
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,current,3,3,0,0,11242.384854000002,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,11242.384854000002,10538.037705,12634.9520522,12897.0663456,13159.180639,3,44880.25760531969,43510.18852846833,49998.760258840055,50809.831725136515,51620.90319143298,3,293.0,298,300.4,300.7,301,3,270.0,274,278.8,279.4,280,3,152.66666666666666,91,283.8,307.9,332,3,458.0,273.0,851.4000000000001,923.6999999999999,996.0,3,10.0,10,11.600000000000001,11.8,12,3,567.5517473333335,0.0,1362.1241936000006,1532.3897178000004,1702.6552420000007,3,14.0,0,33.6,37.8,42,3,8976.051521063937,8702.037705693667,9999.75205176801,10161.966345027304,10324.180638286596,3,1465.0,1490.0,1502.0,1503.5,1505.0,3,502.0,315.0,895.8000000000001,968.3999999999999,1041.0,3,29.333333333333332,30.0,30.0,30.0,30.0,3,3.0307783333507055,2.9636168000288308,3.229730559978634,3.2629947799723595,3.296258999966085
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,local_cover,3,3,0,0,10764.097198666666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10764.097198666666,10850.743303,11499.9813982,11581.136160099999,11662.290922,3,43213.81933614017,44578.71653508179,46048.906998524435,46232.680806454766,46416.4546143851,3,293.0,298,300.4,300.7,301,3,270.0,274,278.8,279.4,280,3,104.33333333333333,68,157.6,168.79999999999998,180,3,313.0,204.0,472.8,506.4,540.0,3,10.0,10,11.600000000000001,11.8,12,3,568.4413669999998,0.0,1364.2592807999995,1534.7916908999991,1705.3241009999992,3,14.0,0,33.6,37.8,42,3,8642.763867228034,8915.743307016357,9209.781399704887,9246.536161290953,9283.290922877019,3,1465.0,1490.0,1502.0,1503.5,1505.0,3,357.0,249.0,517.8,551.4,585.0,3,29.333333333333332,30.0,30.0,30.0,30.0,3,3.5244270999683067,3.5991304999915883,3.8114971400005744,3.8380429700016974,3.864588800002821
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,combined_cover,3,3,0,0,8778.694225666666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,8778.694225666666,8968.644451,9041.011449399999,9050.0573242,9059.103199,3,32821.80447050879,33025.51599939357,34939.681010361055,35178.951636731996,35418.22226310293,3,335.0,353,386.59999999999997,390.79999999999995,395,3,318.0,338,369.2,373.09999999999997,377,3,52.666666666666664,47,87.0,92.0,97,3,158.0,141.0,261.0,276.0,291.0,3,9.333333333333334,9,9.799999999999999,9.9,10,3,135.92894933333295,0.0,326.2294783999991,367.00816319999893,407.7868479999988,3,5.333333333333333,0,12.8,14.399999999999999,16,3,6564.3608941017565,6605.103199878713,6987.936202072212,7035.790327346399,7083.644452620586,3,1675.0,1765.0,1933.0,1954.0,1975.0,3,196.0,177.0,301.8,317.4,333.0,3,25.333333333333332,24.0,27.200000000000003,27.599999999999998,28.0,3,2.9282742000262565,2.9117040000855923,3.423090639989823,3.4870139699778515,3.550937299965881
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,coverage,3,3,0,0,9180.86526,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9180.86526,9168.898545,9316.3024642,9334.7279541,9353.153444,3,34202.65963392142,33364.492733444604,36161.51231754158,36511.1397655537,36860.76721356582,3,335.0,353,386.59999999999997,390.79999999999995,395,3,318.0,338,369.2,373.09999999999997,377,3,94.66666666666667,127,128.6,128.8,129,3,284.0,381.0,385.8,386.4,387.0,3,9.333333333333334,9,9.799999999999999,9.9,10,3,135.92894933333324,0.0,326.22947839999983,367.00816319999973,407.78684799999974,3,5.333333333333333,0,12.8,14.399999999999999,16,3,6840.531926784285,6672.898546688921,7232.302463508317,7302.227953110741,7372.153442713165,3,1675.0,1765.0,1933.0,1954.0,1975.0,3,322.0,417.0,426.6,427.8,429.0,3,25.333333333333332,24.0,27.200000000000003,27.599999999999998,28.0,3,2.6962380333570763,2.7568325999891385,2.899340120027773,2.9171535600326024,2.9349670000374317
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,current,3,3,0,0,10977.198798,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10977.198798,10898.207573,11129.2977674,11158.184041699998,11187.070316,3,42477.660670322424,42030.35158924814,43486.900614138765,43668.96924225009,43851.03787036142,3,348.3333333333333,355,383.0,386.5,390,3,324.6666666666667,332,359.2,362.6,366,3,117.33333333333333,123,132.6,133.8,135,3,352.0,369.0,397.79999999999995,401.4,405.0,3,11.0,10,12.4,12.7,13,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,8495.532134064486,8406.070317849628,8697.380122827752,8733.793848450017,8770.207574072283,3,1741.6666666666667,1775.0,1915.0,1932.5,1950.0,3,390.0,405.0,433.8,437.40000000000003,441.0,3,25.333333333333332,24.0,27.200000000000003,27.599999999999998,28.0,3,2.712627666653134,2.7499869000166655,2.844481460005045,2.8562932800035927,2.86810510000214
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,local_cover,3,3,0,0,10930.134162,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10930.134162,10793.157096,11268.389318399999,11327.7933462,11387.197374,3,42217.33748819829,41420.78549785482,44504.94659060687,44890.46672720089,45275.98686379489,3,348.3333333333333,355,383.0,386.5,390,3,324.6666666666667,332,359.2,362.6,366,3,119.0,114,152.39999999999998,157.2,162,3,357.0,342.0,457.2,471.6,486.0,3,10.666666666666666,10,12.4,12.7,13,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,8443.467497639658,8284.157099570964,8900.989318121376,8978.093345440177,9055.197372758978,3,1741.6666666666667,1775.0,1915.0,1932.5,1950.0,3,395.0,378.0,498.0,513.0,528.0,3,25.333333333333332,24.0,27.200000000000003,27.599999999999998,28.0,3,3.63975013330734,3.8990898999618366,4.019341899943538,4.03437339994125,4.049404899938963
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,combined_cover,3,3,0,0,9331.626934,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9331.626934,9377.478375,9804.0226494,9857.3406837,9910.658718,3,36453.134669459425,37977.39186711679,38534.113249492715,38603.703422289705,38673.293595086696,3,302.0,290,334.8,340.4,346,3,284.6666666666667,271,316.6,322.3,328,3,59.333333333333336,34,106.8,115.89999999999999,125,3,178.0,102.0,320.4,347.69999999999993,375.0,3,9.666666666666666,11,11.0,11.0,11,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,7290.626933891884,7595.478373423359,7706.822649898543,7720.740684457942,7734.6587190173395,3,1510.0,1450.0,1674.0,1702.0,1730.0,3,219.0,147.0,367.8,395.4,423.0,3,27.333333333333332,30.0,31.6,31.8,32.0,3,3.3154697000281885,3.170416900073178,3.984852820006199,4.086657309997827,4.1884617999894544
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,coverage,3,3,0,0,9326.053157666667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9326.053157666667,9592.504706,9650.116886,9657.3184085,9664.519931,3,36510.265784714946,38087.5996561322,38583.53874520025,38645.53113133375,38707.523517467256,3,302.0,290,334.8,340.4,346,3,284.6666666666667,271,316.6,322.3,328,3,53.666666666666664,57,77.0,79.5,82,3,161.0,171.0,231.0,238.5,246.0,3,9.666666666666666,11,11.0,11.0,11,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,7302.053156942988,7617.51993122644,7716.707749040049,7729.106226266751,7741.504703493451,3,1510.0,1450.0,1674.0,1702.0,1730.0,3,202.0,216.0,278.4,286.2,294.0,3,27.333333333333332,30.0,31.6,31.8,32.0,3,2.8550702333450317,2.9097281000576913,3.0865252199582756,3.1086248599458486,3.1307244999334216
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,current,3,3,0,0,10451.906672,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10451.906672,10590.489534,11127.306534,11194.408659,11261.510784,3,40789.53335417018,42467.44766880878,44547.53265640015,44807.54327984907,45067.553903297994,3,340.6666666666667,308,390.4,400.7,411,3,318.3333333333333,285,369.0,379.49999999999994,390,3,68.0,74,107.60000000000001,111.8,116,3,204.0,222.0,322.8,335.40000000000003,348.0,3,10.0,11,12.6,12.8,13,3,368.063743,0.0,883.3529832,993.7721061,1104.191229,3,13.333333333333334,0,32.0,36.0,40,3,8157.906670834036,8493.489533761756,8909.50653128003,8961.508655969814,9013.510780659599,3,1703.3333333333333,1540.0,1952.0,2003.5,2055.0,3,245.0,270.0,368.40000000000003,380.7,393.0,3,27.333333333333332,30.0,31.6,31.8,32.0,3,2.841895233335284,3.040412600035779,3.0412868399871513,3.041396119981073,3.0415053999749944
development,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,local_cover,3,3,0,0,10125.963793666668,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10125.963793666668,10242.608917,10559.4711066,10599.0788803,10638.686654,3,39709.81897752152,41313.0446013091,42665.35553558231,42834.39440236647,43003.43326915062,3,340.6666666666667,308,390.4,400.7,411,3,318.3333333333333,285,369.0,379.49999999999994,390,3,31.333333333333332,35,43.800000000000004,44.9,46,3,94.0,105.0,131.4,134.7,138.0,3,10.0,11,12.6,12.8,13,3,368.063743,0.0,883.3529832,993.7721061,1104.191229,3,13.333333333333334,0,32.0,36.0,40,3,7941.963795504304,8262.60892026182,8533.071107116462,8566.878880473294,8600.686653830124,3,1703.3333333333333,1540.0,1952.0,2003.5,2055.0,3,135.0,153.0,177.0,180.0,183.0,3,27.333333333333332,30.0,31.6,31.8,32.0,3,3.116887233336456,3.383989499998279,3.404181339987554,3.406705319986213,3.4092292999848723
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,combined_cover,3,3,0,0,9878.803596666667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9878.803596666667,10154.520743,10950.1933758,11049.6524549,11149.111534,3,38630.68464252556,39277.60371016759,43819.966866913805,44387.76226150708,44955.55765610036,3,273.0,289,301.0,302.5,304,3,257.0,272,285.6,287.3,289,3,153.0,169,230.6,238.29999999999998,246,3,459.0,507.0,691.8,714.9,738.0,3,12.0,11,13.4,13.7,14,3,293.0254306666666,0.0,703.2610335999998,791.1686627999997,879.0762919999997,3,10.666666666666666,0,25.6,28.799999999999997,32,3,7726.136928505112,7855.520742033518,8763.993373382762,8877.552452301417,8991.111531220073,3,1365.0,1445.0,1505.0,1512.5,1520.0,3,502.0,552.0,739.2,762.6,786.0,3,28.666666666666668,30.0,31.6,31.8,32.0,3,3.9912647999978312,4.699068199959584,4.9051965200575065,4.930962560069748,4.956728600081988
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,coverage,3,3,0,0,9633.755057,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9633.755057,10230.493712,10304.523292,10313.7769895,10323.030687,3,38020.441941295816,40090.15342082189,41880.00552284764,42103.73703560086,42327.46854835408,3,273.0,289,301.0,302.5,304,3,257.0,272,285.6,287.3,289,3,112.0,115,159.8,165.39999999999998,171,3,336.0,345.0,479.40000000000003,496.19999999999993,513.0,3,12.0,11,13.4,13.7,14,3,292.8611046666665,0.0,702.8666511999996,790.7249825999995,878.5833139999995,3,10.666666666666666,0,25.6,28.799999999999997,32,3,7604.088388259163,8018.030684164378,8376.001104569528,8420.747407120172,8465.493709670816,3,1365.0,1445.0,1505.0,1512.5,1520.0,3,379.0,393.0,525.0,541.5,558.0,3,28.666666666666668,30.0,31.6,31.8,32.0,3,2.997733200007739,3.2446801000041887,3.62325761995744,3.670579809951596,3.7179019999457523
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,current,3,3,0,0,10893.022006666666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,10893.022006666666,10867.765232,11041.432603199999,11063.1410246,11084.849446,3,43501.776707256526,44303.826168717635,45564.16302382902,45721.70513071795,45879.24723760687,3,316.6666666666667,285,373.8,384.9,396,3,295.6666666666667,264,351.20000000000005,362.1,373,3,80.66666666666667,81,82.6,82.8,83,3,242.0,243.0,247.8,248.39999999999998,249.0,3,11.666666666666666,10,14.0,14.5,15,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,8700.355341451304,8860.765233743527,9112.832604765805,9144.34102614359,9175.849447521374,3,1583.3333333333333,1425.0,1869.0,1924.5,1980.0,3,285.0,285.0,287.4,287.7,288.0,3,28.666666666666668,30.0,31.6,31.8,32.0,3,2.836160699953325,2.927521099918522,3.0027158199111,3.0121151599101723,3.0215144999092445
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,local_cover,3,3,0,0,11123.60837,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,11123.60837,11349.154404,11532.1820136,11555.0604648,11577.938916,3,44134.708525622125,45705.77202732338,47000.91007531599,47162.80233131506,47324.69458731414,3,316.6666666666667,285,373.8,384.9,396,3,295.6666666666667,264,351.20000000000005,362.1,373,3,115.33333333333333,146,147.6,147.8,148,3,346.0,438.0,442.8,443.4,444.0,3,11.666666666666666,10,14.0,14.5,15,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,3,8826.941705124425,9141.154405464677,9400.182015063197,9432.56046626301,9464.938917462827,3,1583.3333333333333,1425.0,1869.0,1924.5,1980.0,3,389.0,486.0,488.40000000000003,488.7,489.0,3,28.666666666666668,30.0,31.6,31.8,32.0,3,3.756808366665306,4.232116500032134,4.248823380027898,4.250911740027369,4.2530001000268385
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,combined_cover,3,3,0,0,9256.086986333334,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9256.086986333334,8642.958629,10384.4761186,10602.165804799999,10819.855491,3,36783.76826467212,34352.23420015305,41537.86879747172,42436.07312213656,43334.27744680139,3,232.0,205,277.8,286.9,296,3,216.0,190,261.2,270.09999999999997,279,3,150.0,97,248.20000000000002,267.09999999999997,286,3,450.0,291.0,744.6000000000001,801.3,858.0,3,12.666666666666666,14,14.0,14.0,14,3,302.61425000000025,0.0,726.2742000000006,817.0584750000005,907.8427500000007,3,10.666666666666666,0,25.6,28.799999999999997,32,3,7356.753652934424,6870.44684003061,8307.573759494344,8487.21462442731,8666.855489360278,3,1160.0,1025.0,1389.0,1434.4999999999998,1480.0,3,494.0,327.0,790.2,848.0999999999999,906.0,3,29.333333333333332,32.0,32.0,32.0,32.0,3,3.80266283332215,3.5204299999168143,4.817916639964096,4.980102469970006,5.142288299975917
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,coverage,3,3,0,0,9351.703194,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9351.703194,9196.781347,10211.5899358,10338.441009400001,10465.292083,3,37331.849302530296,34713.90672397269,41055.949670007205,41848.70503826151,42641.460406515835,3,232.0,205,277.8,286.9,296,3,216.0,190,261.2,270.09999999999997,279,3,145.33333333333334,145,200.20000000000002,207.1,214,3,436.0,435.0,600.6,621.3,642.0,3,12.666666666666666,14,14.0,14.0,14,3,301.37872933333347,0.0,723.3089504000004,813.7225692000003,904.1361880000004,3,10.666666666666666,0,25.6,28.799999999999997,32,3,7466.36986050606,6942.781344794537,8211.18993400144,8369.741007652305,8528.292081303167,3,1160.0,1025.0,1389.0,1434.4999999999998,1480.0,3,480.0,471.0,646.1999999999999,668.0999999999999,690.0,3,29.333333333333332,32.0,32.0,32.0,32.0,3,2.780626666654522,2.8667764000128955,3.143188479961827,3.1777399899554437,3.2122914999490604
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,current,3,3,0,0,9889.344971666667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9889.344971666667,10809.091513,10867.969738599999,10875.329516799999,10882.689295,3,40240.058188697614,41780.457570207494,45974.848693996726,46499.14758447038,47023.44647494404,3,236.0,215,309.40000000000003,321.2,333,3,217.0,191,284.6,296.3,308,3,123.66666666666667,140,177.6,182.29999999999998,187,3,371.0,420.0,532.8,546.9,561.0,3,10.333333333333334,10,12.4,12.7,13,3,621.285923,0.0,1491.0862152000002,1677.4719921,1863.8577690000002,3,21.333333333333332,0,51.2,57.599999999999994,64,3,8048.011637739523,8356.091514041498,9194.969738799346,9299.829516894077,9404.689294988808,3,1180.0,1075.0,1547.0,1605.9999999999998,1665.0,3,415.0,456.0,578.4,593.6999999999999,609.0,3,29.333333333333332,32.0,32.0,32.0,32.0,3,2.7489937666493156,2.810742700006813,2.9331619000062346,2.9484643000061626,2.96376670000609
development,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,local_cover,3,3,0,0,9697.041830333334,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,3,9697.041830333334,10535.576712,10711.152916800002,10733.0999424,10755.046968,3,39473.542484122816,40727.88356333335,45469.764589105376,46062.49971732688,46655.23484554838,3,236.0,215,309.40000000000003,321.2,333,3,217.0,191,284.6,296.3,308,3,110.66666666666667,119,173.39999999999998,180.2,187,3,332.0,357.0,520.2,540.6,561.0,3,10.333333333333334,10,12.4,12.7,13,3,620.9171766666665,0.0,1490.2012239999997,1676.4763769999995,1862.7515299999995,3,21.333333333333332,0,51.2,57.599999999999994,64,3,7894.708496824563,8145.576712666671,9093.952917821076,9212.499943465376,9331.046969109677,3,1180.0,1075.0,1547.0,1605.9999999999998,1665.0,3,376.0,393.0,565.8000000000001,587.4,609.0,3,29.333333333333332,32.0,32.0,32.0,32.0,3,3.5254054333393774,3.8841843999689445,3.954593040025793,3.963394120032899,3.972195200040005
