case_id,problem,pool,composition_model,partition,error_mode,variant,mechanism_id,mechanism_status,baseline_complete,candidate_complete,baseline_variant,both_complete,completion_delta,penalized_time_delta_s,completed_time_delta_s,completed_reduction_pct,baseline_total_virtual_time_s,candidate_total_virtual_time_s
stage3-round-broad-p3-0039-eeefe0b0bbbc06bc,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,joint,True,0,723.8816900000002,723.8816900000002,-15.580810166263687,4645.982348,5369.864038
stage3-round-broad-p3-0040-9e113832b75d2bf3,3,broad,broad_joint,development,correlated,immediate,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint,True,0,1261.425076,1261.425076,-31.94960716147813,3948.170848,5209.595924
stage3-round-broad-p3-0040-9e113832b75d2bf3,3,broad,broad_joint,development,correlated,scan_then_clear,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint,True,0,857.6254949999998,857.6254949999998,-21.722096839716084,3948.170848,4805.796343
stage3-round-broad-p3-0041-4b66f980fc1c7372,3,broad,broad_joint,development,extreme,immediate,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint,True,0,2435.408281,2435.408281,-47.13913871838286,5166.425071,7601.833352
stage3-round-broad-p3-0041-4b66f980fc1c7372,3,broad,broad_joint,development,extreme,scan_then_clear,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint,True,0,499.702139,499.702139,-9.672106575297317,5166.425071,5666.12721
stage3-round-broad-p3-0042-4d34ab5aaa135a01,3,broad,broad_joint,development,deterministic,immediate,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,joint,True,0,2051.5196539999997,2051.5196539999997,-47.194716875749954,4346.926499,6398.446153
stage3-round-broad-p3-0042-4d34ab5aaa135a01,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,joint,True,0,884.1435009999996,884.1435009999996,-20.339508873761602,4346.926499,5231.07
stage3-round-broad-p3-0043-fa18dd5fe55f2968,3,broad,broad_joint,development,correlated,immediate,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint,True,0,2816.671311,2816.671311,-58.952330553872486,4777.879491,7594.550802
stage3-round-broad-p3-0043-fa18dd5fe55f2968,3,broad,broad_joint,development,correlated,scan_then_clear,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint,True,0,949.6105240000006,949.6105240000006,-19.875145988691507,4777.879491,5727.490015
stage3-round-broad-p3-0044-162e7f6ea35dc171,3,broad,broad_joint,development,extreme,immediate,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint,True,0,1970.1385889999992,1970.1385889999992,-39.60770054923527,4974.130186,6944.268775
stage3-round-broad-p3-0044-162e7f6ea35dc171,3,broad,broad_joint,development,extreme,scan_then_clear,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint,True,0,460.3441809999995,460.3441809999995,-9.25476744246998,4974.130186,5434.474367
stage3-round-broad-p3-0045-bb6b9e40df613752,3,broad,broad_joint,development,deterministic,immediate,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint,True,0,764.1290480000007,764.1290480000007,-16.605647491368874,4601.621517,5365.750565
stage3-round-broad-p3-0045-bb6b9e40df613752,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint,True,0,586.6569230000005,586.6569230000005,-12.74891732909116,4601.621517,5188.27844
stage3-round-broad-p3-0046-40a88dc85efcbb98,3,broad,broad_joint,development,correlated,immediate,assumption__radius_min__noise_correlated__scale_300,broad_or_stress_assumption,True,True,joint,True,0,2071.0140650000003,2071.0140650000003,-41.49151389786666,4991.416004,7062.430069
stage3-round-broad-p3-0046-40a88dc85efcbb98,3,broad,broad_joint,development,correlated,scan_then_clear,assumption__radius_min__noise_correlated__scale_300,broad_or_stress_assumption,True,True,joint,True,0,854.9316900000003,854.9316900000003,-17.12803920400301,4991.416004,5846.347694
stage3-round-broad-p3-0047-3a8967fc301b1ec3,3,broad,broad_joint,development,extreme,immediate,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,joint,True,0,828.4416340000007,828.4416340000007,-18.298239390916645,4527.439041,5355.880675
stage3-round-broad-p3-0047-3a8967fc301b1ec3,3,broad,broad_joint,development,extreme,scan_then_clear,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,joint,True,0,-6.8557819999996354,-6.8557819999996354,0.1514273729124658,4527.439041,4520.583259
stage3-round-broad-p3-0048-5bb00aa53c201958,3,broad,broad_joint,development,deterministic,immediate,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint,True,0,4318.631835,4318.631835,-86.69898148061776,4981.179434,9299.811269
stage3-round-broad-p3-0048-5bb00aa53c201958,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint,True,0,655.5622830000002,655.5622830000002,-13.160784342064321,4981.179434,5636.741717
stage3-round-broad-p3-0051-9b15d123e4f6af29,3,broad,broad_joint,development,deterministic,immediate,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint,True,0,3115.093801,3115.093801,-70.71947837797387,4404.859697,7519.953498
stage3-round-broad-p3-0051-9b15d123e4f6af29,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint,True,0,1156.6696970000003,1156.6696970000003,-26.25894526873963,4404.859697,5561.529394
stage3-round-broad-p3-0053-e5657ccaf4327b3f,3,broad,broad_joint,development,extreme,immediate,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,joint,True,0,1743.0528519999998,1743.0528519999998,-33.784773012552016,5159.285372,6902.338224
stage3-round-broad-p3-0053-e5657ccaf4327b3f,3,broad,broad_joint,development,extreme,scan_then_clear,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,joint,True,0,-197.4032160000006,-197.4032160000006,3.8261736222487173,5159.285372,4961.882156
stage3-round-broad-p3-0054-9b971ef00a800929,3,broad,broad_joint,development,deterministic,immediate,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint,True,0,1036.3630010000002,1036.3630010000002,-25.832203869170627,4011.903151,5048.266152
stage3-round-broad-p3-0054-9b971ef00a800929,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint,True,0,906.9663869999999,906.9663869999999,-22.6068863794464,4011.903151,4918.869538
stage3-round-broad-p3-0055-a9ded714fb066b4a,3,broad,broad_joint,development,correlated,immediate,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint,True,0,2145.0014899999996,2145.0014899999996,-49.54338076879777,4329.542023,6474.543513
stage3-round-broad-p3-0055-a9ded714fb066b4a,3,broad,broad_joint,development,correlated,scan_then_clear,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint,True,0,833.2601960000002,833.2601960000002,-19.245920043585176,4329.542023,5162.802219
stage3-round-broad-p3-0056-57d59ccd7fd00831,3,broad,broad_joint,development,extreme,immediate,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint,True,0,1605.5221069999998,1605.5221069999998,-37.71588268999189,4256.885939,5862.408046
stage3-round-broad-p3-0056-57d59ccd7fd00831,3,broad,broad_joint,development,extreme,scan_then_clear,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint,True,0,435.82622900000024,435.82622900000024,-10.238146740252612,4256.885939,4692.712168
stage3-round-broad-p3-0057-9aa8ca0dc7940d8f,3,broad,broad_joint,development,deterministic,immediate,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint,True,0,3133.8261330000005,3133.8261330000005,-70.09821103137936,4470.622127,7604.44826
stage3-round-broad-p3-0057-9aa8ca0dc7940d8f,3,broad,broad_joint,development,deterministic,scan_then_clear,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint,True,0,786.8052070000003,786.8052070000003,-17.59945673440274,4470.622127,5257.427334
stage3-round-broad-p3-0058-a16e517efa39a61e,3,broad,broad_joint,development,correlated,immediate,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint,True,0,3543.953289,3543.953289,-79.04102270992817,4483.688555,8027.641844
stage3-round-broad-p3-0058-a16e517efa39a61e,3,broad,broad_joint,development,correlated,scan_then_clear,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint,True,0,666.887643,666.887643,-14.87363885380304,4483.688555,5150.576198
stage3-round-broad-p3-0059-a2fe429dd68a6514,3,broad,broad_joint,development,extreme,immediate,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint,True,0,2898.544113,2898.544113,-66.29371859598442,4372.275646,7270.819759
stage3-round-broad-p3-0059-a2fe429dd68a6514,3,broad,broad_joint,development,extreme,scan_then_clear,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint,True,0,619.219803,619.219803,-14.162414567034366,4372.275646,4991.495449
