case_id,problem,pool,composition_model,partition,error_mode,variant,mechanism_id,mechanism_status,baseline_complete,candidate_complete,baseline_variant,both_complete,completion_delta,penalized_time_delta_s,completed_time_delta_s,completed_reduction_pct,baseline_total_virtual_time_s,candidate_total_virtual_time_s
stage2-round-broad-p3-0012-e30b3cf37e302eb5,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4267.837413,4267.837413
stage2-round-broad-p3-0013-0649fb9ab208d9bd,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4007.624981,4007.624981
stage2-round-broad-p3-0014-fd7658ead85f6769,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4386.970712,4386.970712
stage2-round-broad-p3-0015-201efa8e45381fc5,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4529.548727,4529.548727
stage2-round-broad-p3-0016-1bd24fc624779a81,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4677.171072,4677.171072
stage2-round-broad-p3-0017-7563cb022f1d07c1,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4907.187921,4907.187921
stage2-round-broad-p3-0018-29bf2e956aa1c294,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3703.219193,3703.219193
stage2-round-broad-p3-0021-557b35ed65696527,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,5004.984827,5004.984827
stage2-round-broad-p3-0023-fe9760e38e543e75,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4943.647638,4943.647638
stage2-round-broad-p3-0024-322ffc50ed05da0f,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4890.627295,4890.627295
stage2-round-broad-p3-0025-6c03bbf064c56da1,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3939.836371,3939.836371
stage2-round-broad-p3-0026-3f01e57308b72df9,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4522.381628,4522.381628
stage2-round-broad-p3-0028-ed98cb3f99d0665d,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4621.580488,4621.580488
stage2-round-broad-p3-0029-e415a5d1cd16b0a2,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3619.384703,3619.384703
stage2-round-broad-p3-0031-f46e60d6c145430e,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4704.737948,4704.737948
stage2-round-broad-p3-0032-f8478220049210ae,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4304.741525,4304.741525
stage2-round-broad-p3-0034-3e6ac687454a4e84,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4302.355403,4302.355403
stage2-round-broad-p3-0035-d0b27ac24ad867eb,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4555.308096,4555.308096
stage2-round-broad-p3-0036-3debee23e9f9ff70,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3867.218698,3867.218698
stage2-round-broad-p3-0038-523250ec9f49d41e,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4354.672756,4354.672756
stage2-round-broad-p3-0039-f5e429f710c8979c,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4341.020129,4341.020129
stage2-round-broad-p3-0040-1d1c75e3c16b632a,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4160.481848,4160.481848
stage2-round-broad-p3-0041-09c9dbd68194a0b6,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4700.590761,4700.590761
stage2-round-broad-p3-0042-ce4c99ed2fc0981f,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4359.148038,4359.148038
stage2-round-broad-p3-0045-acd12070bb83d35c,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4648.495095,4648.495095
stage2-round-broad-p3-0046-eb43c906d9526599,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4455.815046,4455.815046
stage2-round-broad-p3-0047-6496bc8cef237d22,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4552.934656,4552.934656
stage2-round-broad-p3-0048-2aed76acb0b17495,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4788.50931,4788.50931
stage2-round-broad-p3-0049-15c5cf623c3dc830,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4562.756714,4562.756714
stage2-round-broad-p3-0050-11cb3e0edffa9d22,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4572.162121,4572.162121
stage2-round-broad-p3-0052-1170f07800857640,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,5012.987917,5012.987917
stage2-round-broad-p3-0053-210a4ce3c747fe77,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4113.368465,4113.368465
stage2-round-broad-p3-0054-4785627e0d0fa8fa,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4315.113247,4315.113247
stage2-round-broad-p3-0056-8618775c65beebee,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4377.149738,4377.149738
stage2-round-broad-p3-0057-788341718671d559,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3568.209977,3568.209977
stage2-round-broad-p3-0058-23ceeb24cf7c867a,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4716.64183,4716.64183
stage2-round-broad-p3-0060-3eb1d0632a6a424c,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4521.259621,4521.259621
stage2-round-broad-p3-0061-2738a6ab3a3c52f5,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4327.631643,4327.631643
stage2-round-broad-p3-0062-a7f716d7fd4cd55b,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,5326.57344,5326.57344
stage2-round-broad-p3-0063-602cab9f62277d0b,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4164.374772,4164.374772
stage2-round-broad-p3-0064-df23b854b84aa095,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3948.531206,3948.531206
stage2-round-broad-p3-0065-746dce1d5887eb86,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4744.706109,4744.706109
stage2-round-broad-p3-0066-817fdd865adfe66b,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4741.252758,4741.252758
stage2-round-broad-p3-0067-a688d077cb1592bc,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4497.052498,4497.052498
stage2-round-broad-p3-0068-9ca4d878d049fa69,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4742.727891,4742.727891
stage2-round-broad-p3-0069-ca92a972e623a6a1,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4845.606591,4845.606591
stage2-round-broad-p3-0070-d0ef65306e6a8322,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4209.467057,4209.467057
stage2-round-broad-p3-0071-c2e8c29b2bc9e957,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,3669.606718,3669.606718
stage2-round-broad-p3-0072-c4c5ae831709c29b,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4990.477545,4990.477545
stage2-round-broad-p3-0073-4c596bacd64ab892,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4778.607181,4778.607181
stage2-round-broad-p3-0074-157815e71738eb4f,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4587.331026,4587.331026
stage2-round-broad-p3-0076-78c4205f9f42032f,3,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4819.875195,4819.875195
stage2-round-broad-p3-0077-c47d3fe50f8a89ff,3,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4546.411686,4546.411686
stage2-round-broad-p3-0078-a9ff89e443fd59ee,3,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,0.0,0.0,0.0,4583.971907,4583.971907
stage2-round-broad-p4-0001-d88f19fd3a4d2204,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,145.42147699999987,145.42147699999987,-1.431896625930202,10155.864213,10301.28569
stage2-round-broad-p4-0002-1060661b95afa9d3,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-447.5352519999997,-447.5352519999997,3.7024187565845716,12087.64544,11640.110188
stage2-round-broad-p4-0003-37a21ffe48b1be0e,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,476.5906880000002,476.5906880000002,-4.891175068419259,9743.889379,10220.480067
stage2-round-broad-p4-0004-33707c08d0735d58,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-731.164428,-731.164428,5.9550272788882275,12278.103756,11546.939328
stage2-round-broad-p4-0007-22ea7ffe0ba3f72b,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,457.865851999999,457.865851999999,-4.672063681855279,9800.077293,10257.943145
stage2-round-broad-p4-0008-01dea5ab1330a41a,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-6.97566199999892,-6.97566199999892,0.07241495369499633,9632.902659,9625.926997
stage2-round-broad-p4-0010-da25f64dad98f86a,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,90.5915530000002,90.5915530000002,-0.938872117731846,9648.976819,9739.568372
stage2-round-broad-p4-0012-152a871d3aef9399,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,537.289546,537.289546,-5.0833687720081056,10569.556727,11106.846273
stage2-round-broad-p4-0013-26dba3cfa0108f68,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,-1315.6240730000009,-1315.6240730000009,10.986452705581693,11974.966882,10659.342809
stage2-round-broad-p4-0014-2aae25867bcf6aa8,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,973.7276660000007,973.7276660000007,-8.708362600273697,11181.524136,12155.251802
stage2-round-broad-p4-0015-a76e84d83930bbcc,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,200.56655599999976,200.56655599999976,-1.9406794623643995,10334.862603,10535.429159
stage2-round-broad-p4-0016-884a443c6ad98f95,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,1.654528000000937,1.654528000000937,-0.015951453858581228,10372.270858,10373.925386
stage2-round-broad-p4-0017-2a01ca55088f4380,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,270.0792220000003,270.0792220000003,-2.75149277103748,9815.734384,10085.813606
stage2-round-broad-p4-0018-abedddceb37ec910,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-177.0275419999998,-177.0275419999998,1.6358797494478827,10821.549815,10644.522273
stage2-round-broad-p4-0020-245fd1278c7e721f,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-243.56296999999904,-243.56296999999904,2.5070025493533414,9715.306036,9471.743066
stage2-round-broad-p4-0021-69ed4df736e4fcce,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,274.28617699999995,274.28617699999995,-2.2781366074516614,12039.93545,12314.221627
stage2-round-broad-p4-0022-f97c9b5a06336ee8,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,343.0077860000001,343.0077860000001,-3.6834838212405034,9312.048122,9655.055908
stage2-round-broad-p4-0024-a5d43f098d119a52,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-1038.3644220000006,-1038.3644220000006,8.741128147539639,11879.06646,10840.702038
stage2-round-broad-p4-0025-13f8d6233f150c26,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,114.73372199999903,114.73372199999903,-1.16955390958006,9810.041338,9924.77506
stage2-round-broad-p4-0026-ad4662dc0f959981,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,225.30890100000033,225.30890100000033,-2.212566858249197,10183.145434,10408.454335
stage2-round-broad-p4-0027-7639dbdbb4bfde56,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-67.72660999999971,-67.72660999999971,0.5397945672983905,12546.737982,12479.011372
stage2-round-broad-p4-0029-e794e8ea600545a8,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-367.65359799999896,-367.65359799999896,3.1822742201531495,11553.171492,11185.517894
stage2-round-broad-p4-0030-ffd7edd53ebfb3b5,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,309.9964570000011,309.9964570000011,-2.5263653399994284,12270.45242,12580.448877
stage2-round-broad-p4-0031-fb1aa9d5bc71e6a1,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-91.31228400000145,-91.31228400000145,0.7950418754476729,11485.21692,11393.904636
stage2-round-broad-p4-0032-9889eb6e2c05a640,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-351.05495699999847,-351.05495699999847,2.751729032204378,12757.613591,12406.558634
stage2-round-broad-p4-0034-ae40a5e046c9e752,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-739.9848089999996,-739.9848089999996,5.88026685078304,12584.204557,11844.219748
stage2-round-broad-p4-0035-4201311e0580b480,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-476.6122129999985,-476.6122129999985,3.732100477284146,12770.615794,12294.003581
stage2-round-broad-p4-0036-9799bc021af01416,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,-130.49157100000048,-130.49157100000048,1.3210598956456954,9877.793689,9747.302118
stage2-round-broad-p4-0037-715b62d32eacaabf,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,201.18689199999972,201.18689199999972,-2.006840902335806,10025.054391,10226.241283
stage2-round-broad-p4-0038-f6bd16b70f124219,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,-82.30535699999928,-82.30535699999928,0.6791189594584196,12119.431486,12037.126129
stage2-round-broad-p4-0039-0b863f990e924779,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,normal,True,0,-428.9417049999993,-428.9417049999993,4.030365566023657,10642.749348,10213.807643
stage2-round-broad-p4-0040-36f871cbaa27aeee,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,290.634059,290.634059,-2.9364013424577107,9897.627235,10188.261294
stage2-round-broad-p4-0043-3589a05902ba49b4,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,normal,True,0,-760.0820030000014,-760.0820030000014,5.974068749704612,12723.020689,11962.938686
stage2-round-broad-p4-0044-a2cb0b7e7ea0267d,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,normal,True,0,-571.5658859999985,-571.5658859999985,4.420087278819247,12931.099545,12359.533659
stage2-round-broad-p4-0045-f2a7a80ebca3d116,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-722.5394890000007,-722.5394890000007,5.409501061089317,13356.860103,12634.320614
stage2-round-broad-p4-0047-951e1ba560eb784e,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,359.1263319999998,359.1263319999998,-3.8361708701524804,9361.583312,9720.709644
stage2-round-broad-p4-0048-e8b9be2fc0ca152e,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-295.6627189999999,-295.6627189999999,2.9348166810365357,10074.316427,9778.653708
stage2-round-broad-p4-0049-f54c9305a2b4c099,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-180.39227399999982,-180.39227399999982,1.6199025358606693,11135.995531,10955.603257
stage2-round-broad-p4-0050-65741bf50e70062d,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,normal,True,0,484.667786,484.667786,-4.507242544641318,10753.088639,11237.756425
stage2-round-broad-p4-0051-2d3b464c91b88371,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,normal,True,0,103.00670100000025,103.00670100000025,-1.082163367753203,9518.590637,9621.597338
stage2-round-broad-p4-0052-a371ca22a0f24cce,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,normal,True,0,-734.8097510000007,-734.8097510000007,6.623818477702661,11093.446378,10358.636627
stage2-round-broad-p4-0054-6e84461084c3ad19,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-888.8131639999992,-888.8131639999992,8.04755427498903,11044.512825,10155.699661
stage2-round-broad-p4-0055-18fe5ccea84f86da,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-919.0980500000005,-919.0980500000005,8.040204548419956,11431.276959,10512.178909
stage2-round-broad-p4-0056-56037145dfdd3949,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,176.81635000000097,176.81635000000097,-1.857825924493111,9517.37984,9694.19619
stage2-round-broad-p4-0057-7b322eba8628db2c,4,broad,broad_joint,development,deterministic,nosignal,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,normal,True,0,-204.54845100000057,-204.54845100000057,1.925721243009886,10621.913828,10417.365377
stage2-round-broad-p4-0058-49f44bdcb5db0817,4,broad,broad_joint,development,correlated,nosignal,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,normal,True,0,122.15684800000054,122.15684800000054,-1.1385085074737757,10729.550741,10851.707589
stage2-round-broad-p4-0059-b34f424e7554d4fd,4,broad,broad_joint,development,extreme,nosignal,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,normal,True,0,518.4737289999994,518.4737289999994,-4.741933625145905,10933.804013,11452.277742
