artifact_sha256,average_clear_time_s,candidate_sha256,case_id,certified_clears,clear_attempts,clear_fraction,clear_successes,composition_model,config,coverage_audit_scope,coverage_certificate,coverage_point_count,coverage_points_sha256,coverage_variant,environment,environment_summary,error,error_field_sha256,error_mode,evaluation_complete,evidence_role,failed_clear_attempts,failed_clear_cost_s,failure_penalized_time_s,fallback_targets,hull_invariant_violations,independently_accounted_time_s,initial_hull_invariant,laser_s,last_source_clear_time_s,layout,local_refinement_mode,local_refinement_variant,manifest_sha256,measurement_s,measures,mechanism_id,mechanism_status,movement_s,n,n_directed,nosignal_baseline_fallbacks,nosignal_changed_choices,nosignal_choices,nosignal_config,nosignal_convex_mixed_choices,optical_s,partition,policy_core_sha256,pool,post_clear_measurements,post_clear_stop_tail_s,problem,program_real_time_s,public_client_stats,radius_mode,refined_config,refined_cover_cells,refined_cover_targets,refined_coverage_certificate,refined_extra_measures,refined_failed_cells_skipped,scenario_sha256,sensing_variant,source_freeze_sha256,source_total,status,stop_evidence,switch_s,switches,timing_residual_s,total_virtual_time_s,variant,walk_distance_m,world_sha256
"{""decisions.jsonl.gz"":""1cfc3b038196f8a6dd99aa767ed2103edd1053360832d6b06b6d4fbe2c7ea7a7"",""requests.jsonl.gz"":""3279e7cd00478efae789069857072b81dcbfce96373217d367348c0e4238144a""}",670.3652230769231,3e305f7f13a9e22d8b37a6e3d5ab3b1321357a3a8d4c418364ca8adae5424816,p4-refinement-development-round-broad-p4-0000-d8612e1ec1fdf470,1,73,,13,broad_joint,"{""bin_width_deg"":4.0,""clear_radius"":19.999,""coverage"":""triangular"",""epsilon_deg"":1.0051,""joint_detour_m"":800.0,""local_measure_limit"":1,""max_virtual_s"":360000.0,""nearest_safe"":true,""opportunistic_known_measurements"":false,""problem"":4,""radius_weight"":2.0,""reserve_real_s"":5.0,""scheduling"":""joint"",""sensing"":""active"",""spacing"":null}",Use actual ordered start/stop evidence points and their SHA; config.coverage retains constructor-compatible legacy label.,"{""all_20_channels_scan_time_upper_bound_s"":7819.084764206137,""cell_count"":33,""certificate_type"":""exact_closed_cell_selection_with_analytic_directional_cover"",""coordinate_error_bound_m"":1e-08,""coordinate_magnitude_upper_bound_m"":3000,""domain_radius_m"":1800.0,""exact_intersection_predicates"":true,""finite_search"":{""constructed_grids"":10944,""phase_denominator"":24,""phase_pairs_per_spacing"":576,""rotation_scope"":""Global rotations preserve this circular domain, origin and route cost; orientation0 used without losing any rotated copy of an ordered route."",""route_method"":""frozen order_route: nearest-neighbor then open2-opt, fixed origin"",""route_pruning"":""Only routes with (n-1)*(spacing-1e-6)+nearest_origin <= current shortest route were ordered during the search. This is valid for pure length, not a complete search for the later scan-time objective."",""selection_scope"":""Geometry-only engineering choice among reviewed routes, comparing length/5+120*station_count. Not a proof of minimum for this cost across all10944 grids, all translations, all routes or all possible covers."",""spacing_values_m"":[950,960,970,980,990,995,999,900,925,940,945,985,991,992,993,994,996,997,998]},""fixed_station_route_lower_bound_m"":24095.423818749998,""grid"":{""height_units"":861695277,""index_bound"":9,""offset_units"":[497500000,646271458],""phase_denominator"":24,""phase_u"":3,""phase_v"":18,""side_units"":995000000},""guarantees_localization"":false,""includes_all_incident_cells_at_edges_and_vertices"":true,""integer_units_per_m"":1000000,""kind"":""refined_directional_triangular"",""max_cell_diameter_m"":995.0000002030687,""minimum_reception_radius_m"":1000.0,""open_route_length_m"":24095.423821030687,""ordered_station_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""outward_halo_m"":0.01,""point_count"":25,""proof_path"":""docs/refined_coverage.md"",""reception_distance_upper_bound_m"":995.0050002130687,""requires_scan_of_each_unresolved_channel"":true,""route_minus_lower_bound_m"":2.280688931932673e-06,""scan_bound_scope"":""Move at 5m/s; every station scans20 channels at5s plus <=1s switch each. Excludes localization and clearance detours."",""scenario_independent"":true,""stations"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""strict_projection_lower_bound_m"":0.00499999}",25,243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4,refined_directional_triangular,local_synthetic,"{""accepted_actions"":405,""all_cleared"":true,""average_clear_time_s"":670.3652230769231,""clearance_ratio"":1.0,""cleared_channels"":[1,2,3,5,6,8,9,10,13,14,16,17,19],""cleared_count"":13,""closed"":true,""current_channel"":8,""exit_reason"":""user_exit"",""position"":[1462.629955843557,-666.8104312188225],""source_count"":13,""stats"":{""clear_attempts"":73,""clear_time"":245.0,""failures"":60,""measure_time"":1650.0,""measures"":330,""movement_time"":6505.747900000002,""successes"":13,""switch_time"":314.0,""switches"":314,""walk_distance"":32528.739497536473},""virtual_time_s"":8714.7479}",,e6f5dd7e114e293789bb5461bf7034a38a87310c2b4147e4c113a0feba81927b,deterministic,True,local_paired_refinement,60,180.0,8714.7479,12,[],8714.747899507294,True,26.0,8714.7479,random,cover,current_hull_cell_cover_v1,6bf1fe1e8279084265e6c36e0df20e7d8130f7cb08dd9a2378c5b0aab5fc698a,1650.0,330,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,6505.747899507294,13,8,0,7,13,"{""directional_prior"":0.5,""interior_fraction"":0.75,""orientation_sample_count"":24,""position_sample_count"":7,""radius_samples"":[1000.0,1250.0,1500.0]}",0,219.0,development,1b673484453104a5d87d4605d30b20826a3b7ec64769fd6ce8d3c8f7a1ad24f6,broad,0,0.0,4,1.955553499981761,"{""accepted_actions"":405,""clear_attempts"":73,""clear_time"":245.0,""failures"":60,""measure_time"":1650.0,""measures"":330,""movement_time"":6505.747899507294,""successes"":13,""switch_time"":314.0,""switches"":314,""transport_attempts"":405,""walk_distance"":32528.739497536473}",min,"{""cell_side_m"":28.0,""direction_bin_width_deg"":30.0,""max_extra_measures"":5,""min_bound_gain_s"":0.0}",215,12,"{""all_20_channels_scan_time_upper_bound_s"":7819.084764206137,""cell_count"":33,""certificate_type"":""exact_closed_cell_selection_with_analytic_directional_cover"",""coordinate_error_bound_m"":1e-08,""coordinate_magnitude_upper_bound_m"":3000,""domain_radius_m"":1800.0,""exact_intersection_predicates"":true,""finite_search"":{""constructed_grids"":10944,""phase_denominator"":24,""phase_pairs_per_spacing"":576,""rotation_scope"":""Global rotations preserve this circular domain, origin and route cost; orientation0 used without losing any rotated copy of an ordered route."",""route_method"":""frozen order_route: nearest-neighbor then open2-opt, fixed origin"",""route_pruning"":""Only routes with (n-1)*(spacing-1e-6)+nearest_origin <= current shortest route were ordered during the search. This is valid for pure length, not a complete search for the later scan-time objective."",""selection_scope"":""Geometry-only engineering choice among reviewed routes, comparing length/5+120*station_count. Not a proof of minimum for this cost across all10944 grids, all translations, all routes or all possible covers."",""spacing_values_m"":[950,960,970,980,990,995,999,900,925,940,945,985,991,992,993,994,996,997,998]},""fixed_station_route_lower_bound_m"":24095.423818749998,""grid"":{""height_units"":861695277,""index_bound"":9,""offset_units"":[497500000,646271458],""phase_denominator"":24,""phase_u"":3,""phase_v"":18,""side_units"":995000000},""guarantees_localization"":false,""includes_all_incident_cells_at_edges_and_vertices"":true,""integer_units_per_m"":1000000,""kind"":""refined_directional_triangular"",""max_cell_diameter_m"":995.0000002030687,""minimum_reception_radius_m"":1000.0,""open_route_length_m"":24095.423821030687,""ordered_station_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""outward_halo_m"":0.01,""point_count"":25,""proof_path"":""docs/refined_coverage.md"",""reception_distance_upper_bound_m"":995.0050002130687,""requires_scan_of_each_unresolved_channel"":true,""route_minus_lower_bound_m"":2.280688931932673e-06,""scan_bound_scope"":""Move at 5m/s; every station scans20 channels at5s plus <=1s switch each. Excludes localization and clearance detours."",""scenario_independent"":true,""stations"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""strict_projection_lower_bound_m"":0.00499999}",0,0,50fc7de88933bc80060021258f9a6de82e7feab65ecbf7637d456d53e7d7a02a,sampled_nosignal_v1,dc384670f91ea830cbee721f684ff1b76b57604ac1e08ee0c13c0c84f8510754,,complete,"{""absent_channels"":[4,7,11,12,15,18,20],""checked_indices"":{""11"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""12"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""15"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""18"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""20"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""4"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""7"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]},""cleared_channels"":[1,2,3,5,6,8,9,10,13,14,16,17,19],""construction"":""refined_directional_triangular"",""coverage_points_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""points"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""refined_coverage_certificate"":{""all_20_channels_scan_time_upper_bound_s"":7819.084764206137,""cell_count"":33,""certificate_type"":""exact_closed_cell_selection_with_analytic_directional_cover"",""coordinate_error_bound_m"":1e-08,""coordinate_magnitude_upper_bound_m"":3000,""domain_radius_m"":1800.0,""exact_intersection_predicates"":true,""finite_search"":{""constructed_grids"":10944,""phase_denominator"":24,""phase_pairs_per_spacing"":576,""rotation_scope"":""Global rotations preserve this circular domain, origin and route cost; orientation0 used without losing any rotated copy of an ordered route."",""route_method"":""frozen order_route: nearest-neighbor then open2-opt, fixed origin"",""route_pruning"":""Only routes with (n-1)*(spacing-1e-6)+nearest_origin <= current shortest route were ordered during the search. This is valid for pure length, not a complete search for the later scan-time objective."",""selection_scope"":""Geometry-only engineering choice among reviewed routes, comparing length/5+120*station_count. Not a proof of minimum for this cost across all10944 grids, all translations, all routes or all possible covers."",""spacing_values_m"":[950,960,970,980,990,995,999,900,925,940,945,985,991,992,993,994,996,997,998]},""fixed_station_route_lower_bound_m"":24095.423818749998,""grid"":{""height_units"":861695277,""index_bound"":9,""offset_units"":[497500000,646271458],""phase_denominator"":24,""phase_u"":3,""phase_v"":18,""side_units"":995000000},""guarantees_localization"":false,""includes_all_incident_cells_at_edges_and_vertices"":true,""integer_units_per_m"":1000000,""kind"":""refined_directional_triangular"",""max_cell_diameter_m"":995.0000002030687,""minimum_reception_radius_m"":1000.0,""open_route_length_m"":24095.423821030687,""ordered_station_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""outward_halo_m"":0.01,""point_count"":25,""proof_path"":""docs/refined_coverage.md"",""reception_distance_upper_bound_m"":995.0050002130687,""requires_scan_of_each_unresolved_channel"":true,""route_minus_lower_bound_m"":2.280688931932673e-06,""scan_bound_scope"":""Move at 5m/s; every station scans20 channels at5s plus <=1s switch each. Excludes localization and clearance detours."",""scenario_independent"":true,""stations"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""strict_projection_lower_bound_m"":0.00499999},""required_point_count"":25,""type"":""per_channel_coverage""}",314.0,314,4.92706021759659e-07,8714.7479,combined_cover,32528.739497536473,5ae671e1be12be425efbba8252fe8fee3a947b1a5b7dd38f476467699645e41f
"{""decisions.jsonl.gz"":""950ffdaee677e9ef0873b3d7ec8235fd0369888231e5c10272856b3cb4c1e7e7"",""requests.jsonl.gz"":""66ca6afaf4c31e9ce20dbad2a52f406f2e6b565e273d1aa4052e90489e89d648""}",680.0451976153846,3e305f7f13a9e22d8b37a6e3d5ab3b1321357a3a8d4c418364ca8adae5424816,p4-refinement-development-round-broad-p4-0000-d8612e1ec1fdf470,1,83,,13,broad_joint,"{""bin_width_deg"":4.0,""clear_radius"":19.999,""coverage"":""triangular"",""epsilon_deg"":1.0051,""joint_detour_m"":800.0,""local_measure_limit"":1,""max_virtual_s"":360000.0,""nearest_safe"":true,""opportunistic_known_measurements"":false,""problem"":4,""radius_weight"":2.0,""reserve_real_s"":5.0,""scheduling"":""joint"",""sensing"":""active"",""spacing"":null}",Use actual ordered start/stop evidence points and their SHA; config.coverage retains constructor-compatible legacy label.,"{""all_20_channels_scan_time_upper_bound_s"":7819.084764206137,""cell_count"":33,""certificate_type"":""exact_closed_cell_selection_with_analytic_directional_cover"",""coordinate_error_bound_m"":1e-08,""coordinate_magnitude_upper_bound_m"":3000,""domain_radius_m"":1800.0,""exact_intersection_predicates"":true,""finite_search"":{""constructed_grids"":10944,""phase_denominator"":24,""phase_pairs_per_spacing"":576,""rotation_scope"":""Global rotations preserve this circular domain, origin and route cost; orientation0 used without losing any rotated copy of an ordered route."",""route_method"":""frozen order_route: nearest-neighbor then open2-opt, fixed origin"",""route_pruning"":""Only routes with (n-1)*(spacing-1e-6)+nearest_origin <= current shortest route were ordered during the search. This is valid for pure length, not a complete search for the later scan-time objective."",""selection_scope"":""Geometry-only engineering choice among reviewed routes, comparing length/5+120*station_count. Not a proof of minimum for this cost across all10944 grids, all translations, all routes or all possible covers."",""spacing_values_m"":[950,960,970,980,990,995,999,900,925,940,945,985,991,992,993,994,996,997,998]},""fixed_station_route_lower_bound_m"":24095.423818749998,""grid"":{""height_units"":861695277,""index_bound"":9,""offset_units"":[497500000,646271458],""phase_denominator"":24,""phase_u"":3,""phase_v"":18,""side_units"":995000000},""guarantees_localization"":false,""includes_all_incident_cells_at_edges_and_vertices"":true,""integer_units_per_m"":1000000,""kind"":""refined_directional_triangular"",""max_cell_diameter_m"":995.0000002030687,""minimum_reception_radius_m"":1000.0,""open_route_length_m"":24095.423821030687,""ordered_station_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""outward_halo_m"":0.01,""point_count"":25,""proof_path"":""docs/refined_coverage.md"",""reception_distance_upper_bound_m"":995.0050002130687,""requires_scan_of_each_unresolved_channel"":true,""route_minus_lower_bound_m"":2.280688931932673e-06,""scan_bound_scope"":""Move at 5m/s; every station scans20 channels at5s plus <=1s switch each. Excludes localization and clearance detours."",""scenario_independent"":true,""stations"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""strict_projection_lower_bound_m"":0.00499999}",25,243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4,refined_directional_triangular,local_synthetic,"{""accepted_actions"":415,""all_cleared"":true,""average_clear_time_s"":680.0451976153846,""clearance_ratio"":1.0,""cleared_channels"":[1,2,3,5,6,8,9,10,13,14,16,17,19],""cleared_count"":13,""closed"":true,""current_channel"":8,""exit_reason"":""user_exit"",""position"":[1464.204215481725,-657.8395370199617],""source_count"":13,""stats"":{""clear_attempts"":83,""clear_time"":275.0,""failures"":70,""measure_time"":1650.0,""measures"":330,""movement_time"":6601.587569000001,""successes"":13,""switch_time"":314.0,""switches"":314,""walk_distance"":33007.93786673779},""virtual_time_s"":8840.587569}",,e6f5dd7e114e293789bb5461bf7034a38a87310c2b4147e4c113a0feba81927b,deterministic,True,local_paired_refinement,70,210.0,8840.587569,12,[],8840.587573347559,True,26.0,8840.587569,random,,,6bf1fe1e8279084265e6c36e0df20e7d8130f7cb08dd9a2378c5b0aab5fc698a,1650.0,330,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,6601.587573347558,13,8,0,7,13,"{""directional_prior"":0.5,""interior_fraction"":0.75,""orientation_sample_count"":24,""position_sample_count"":7,""radius_samples"":[1000.0,1250.0,1500.0]}",0,249.0,development,1b673484453104a5d87d4605d30b20826a3b7ec64769fd6ce8d3c8f7a1ad24f6,broad,0,0.0,4,1.7174261000473052,"{""accepted_actions"":415,""clear_attempts"":83,""clear_time"":275.0,""failures"":70,""measure_time"":1650.0,""measures"":330,""movement_time"":6601.5875733475605,""successes"":13,""switch_time"":314.0,""switches"":314,""transport_attempts"":415,""walk_distance"":33007.93786673779}",min,,,,"{""all_20_channels_scan_time_upper_bound_s"":7819.084764206137,""cell_count"":33,""certificate_type"":""exact_closed_cell_selection_with_analytic_directional_cover"",""coordinate_error_bound_m"":1e-08,""coordinate_magnitude_upper_bound_m"":3000,""domain_radius_m"":1800.0,""exact_intersection_predicates"":true,""finite_search"":{""constructed_grids"":10944,""phase_denominator"":24,""phase_pairs_per_spacing"":576,""rotation_scope"":""Global rotations preserve this circular domain, origin and route cost; orientation0 used without losing any rotated copy of an ordered route."",""route_method"":""frozen order_route: nearest-neighbor then open2-opt, fixed origin"",""route_pruning"":""Only routes with (n-1)*(spacing-1e-6)+nearest_origin <= current shortest route were ordered during the search. This is valid for pure length, not a complete search for the later scan-time objective."",""selection_scope"":""Geometry-only engineering choice among reviewed routes, comparing length/5+120*station_count. Not a proof of minimum for this cost across all10944 grids, all translations, all routes or all possible covers."",""spacing_values_m"":[950,960,970,980,990,995,999,900,925,940,945,985,991,992,993,994,996,997,998]},""fixed_station_route_lower_bound_m"":24095.423818749998,""grid"":{""height_units"":861695277,""index_bound"":9,""offset_units"":[497500000,646271458],""phase_denominator"":24,""phase_u"":3,""phase_v"":18,""side_units"":995000000},""guarantees_localization"":false,""includes_all_incident_cells_at_edges_and_vertices"":true,""integer_units_per_m"":1000000,""kind"":""refined_directional_triangular"",""max_cell_diameter_m"":995.0000002030687,""minimum_reception_radius_m"":1000.0,""open_route_length_m"":24095.423821030687,""ordered_station_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""outward_halo_m"":0.01,""point_count"":25,""proof_path"":""docs/refined_coverage.md"",""reception_distance_upper_bound_m"":995.0050002130687,""requires_scan_of_each_unresolved_channel"":true,""route_minus_lower_bound_m"":2.280688931932673e-06,""scan_bound_scope"":""Move at 5m/s; every station scans20 channels at5s plus <=1s switch each. Excludes localization and clearance detours."",""scenario_independent"":true,""stations"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""strict_projection_lower_bound_m"":0.00499999}",,,50fc7de88933bc80060021258f9a6de82e7feab65ecbf7637d456d53e7d7a02a,sampled_nosignal_v1,dc384670f91ea830cbee721f684ff1b76b57604ac1e08ee0c13c0c84f8510754,,complete,"{""absent_channels"":[4,7,11,12,15,18,20],""checked_indices"":{""11"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""12"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""15"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""18"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""20"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""4"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24],""7"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]},""cleared_channels"":[1,2,3,5,6,8,9,10,13,14,16,17,19],""construction"":""refined_directional_triangular"",""coverage_points_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""points"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""refined_coverage_certificate"":{""all_20_channels_scan_time_upper_bound_s"":7819.084764206137,""cell_count"":33,""certificate_type"":""exact_closed_cell_selection_with_analytic_directional_cover"",""coordinate_error_bound_m"":1e-08,""coordinate_magnitude_upper_bound_m"":3000,""domain_radius_m"":1800.0,""exact_intersection_predicates"":true,""finite_search"":{""constructed_grids"":10944,""phase_denominator"":24,""phase_pairs_per_spacing"":576,""rotation_scope"":""Global rotations preserve this circular domain, origin and route cost; orientation0 used without losing any rotated copy of an ordered route."",""route_method"":""frozen order_route: nearest-neighbor then open2-opt, fixed origin"",""route_pruning"":""Only routes with (n-1)*(spacing-1e-6)+nearest_origin <= current shortest route were ordered during the search. This is valid for pure length, not a complete search for the later scan-time objective."",""selection_scope"":""Geometry-only engineering choice among reviewed routes, comparing length/5+120*station_count. Not a proof of minimum for this cost across all10944 grids, all translations, all routes or all possible covers."",""spacing_values_m"":[950,960,970,980,990,995,999,900,925,940,945,985,991,992,993,994,996,997,998]},""fixed_station_route_lower_bound_m"":24095.423818749998,""grid"":{""height_units"":861695277,""index_bound"":9,""offset_units"":[497500000,646271458],""phase_denominator"":24,""phase_u"":3,""phase_v"":18,""side_units"":995000000},""guarantees_localization"":false,""includes_all_incident_cells_at_edges_and_vertices"":true,""integer_units_per_m"":1000000,""kind"":""refined_directional_triangular"",""max_cell_diameter_m"":995.0000002030687,""minimum_reception_radius_m"":1000.0,""open_route_length_m"":24095.423821030687,""ordered_station_sha256"":""243d7dd7948f8c09c98f9a28e17d22b0ca2811695bb57b4166047f6ffd3f6af4"",""outward_halo_m"":0.01,""point_count"":25,""proof_path"":""docs/refined_coverage.md"",""reception_distance_upper_bound_m"":995.0050002130687,""requires_scan_of_each_unresolved_channel"":true,""route_minus_lower_bound_m"":2.280688931932673e-06,""scan_bound_scope"":""Move at 5m/s; every station scans20 channels at5s plus <=1s switch each. Excludes localization and clearance detours."",""scenario_independent"":true,""stations"":[[0.0,-215.423819],[-995.0,-215.423819],[-1990.0,-215.423819],[-1492.5,646.271458],[-2487.5,646.271458],[-1990.0,1507.966735],[-995.0,1507.966735],[-497.5,2369.662012],[497.5,2369.662012],[0.0,1507.966735],[-497.5,646.271458],[497.5,646.271458],[995.0,1507.966735],[1990.0,1507.966735],[2487.5,646.271458],[1492.5,646.271458],[1990.0,-215.423819],[995.0,-215.423819],[1492.5,-1077.119096],[497.5,-1077.119096],[-497.5,-1077.119096],[-1492.5,-1077.119096],[-995.0,-1938.814373],[0.0,-1938.814373],[995.0,-1938.814373]],""strict_projection_lower_bound_m"":0.00499999},""required_point_count"":25,""type"":""per_channel_coverage""}",314.0,314,-4.347559297457337e-06,8840.587569,coverage,33007.93786673779,5ae671e1be12be425efbba8252fe8fee3a947b1a5b7dd38f476467699645e41f
