case_id,problem,pool,composition_model,partition,error_mode,variant,mechanism_id,mechanism_status,baseline_complete,candidate_complete,baseline_variant,both_complete,completion_delta,penalized_time_delta_s,completed_time_delta_s,completed_reduction_pct,baseline_total_virtual_time_s,candidate_total_virtual_time_s,walk_distance_m_delta,measures_delta,failed_clear_attempts_delta,failed_clear_cost_s_delta,fallback_targets_delta,movement_s_delta,measurement_s_delta,switch_s_delta,optical_s_delta,laser_s_delta,post_clear_stop_tail_s_delta
p4-refinement-confirmation-round-broad-p4-0000-5515b9494d1e51a0,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1346.316021999999,-1346.316021999999,13.652075616411878,9861.621484,8515.305462,-5601.580120063951,-32,-13,-39.0,-1,-1120.31602401279,-160.0,-27.0,-39.0,0.0,-1944.229683999999
p4-refinement-confirmation-round-broad-p4-0000-5515b9494d1e51a0,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1335.2384549999988,-1335.2384549999988,13.539745539477034,9861.621484,8526.383029,-5591.192291645639,-32,-10,-30.0,-1,-1118.2384583291278,-160.0,-27.0,-30.0,0.0,-1944.229683999999
p4-refinement-confirmation-round-broad-p4-0001-f1122e9b1984bacb,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2374.722439000001,-2374.722439000001,21.095061637711293,11257.243424,8882.520985,-11748.612184264675,43,-96,-288.0,0,-2349.722436852935,215.0,48.0,-288.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0001-f1122e9b1984bacb,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2196.0769330000003,-2196.0769330000003,19.50812335032261,11257.243424,9061.166491,-11065.38467451882,43,-82,-246.0,0,-2213.0769349037637,215.0,48.0,-246.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0002-0b6165c26f6086d7,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1805.874801,-1805.874801,17.813206239946272,10137.842546,8331.967745,-7769.374000930089,-52,18,54.0,0,-1553.8748001860176,-260.0,-46.0,54.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0002-0b6165c26f6086d7,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-909.786732999999,-909.786732999999,8.974165152712553,10137.842546,9228.055813,-4593.93367334974,-52,105,315.0,1,-918.7867346699477,-260.0,-46.0,315.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0003-85db4eebd8afde07,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1670.340812999999,-1670.340812999999,17.087046490980672,9775.480004,8105.139191,-6441.704061246532,-57,-16,-48.0,-1,-1288.3408122493065,-285.0,-49.0,-48.0,0.0,-72.3620239999982
p4-refinement-confirmation-round-broad-p4-0003-85db4eebd8afde07,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1703.4610359999988,-1703.4610359999988,17.42585566440691,9775.480004,8072.018968,-6562.305172561097,-57,-19,-57.0,-1,-1312.4610345122192,-285.0,-49.0,-57.0,0.0,-75.91624199999842
p4-refinement-confirmation-round-broad-p4-0004-035173714216c534,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1776.9339330000003,-1776.9339330000003,16.732486651344452,10619.664429,8842.730496,-7619.669656752711,-30,-27,-81.0,-2,-1523.9339313505416,-150.0,-22.0,-81.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0004-035173714216c534,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1614.1419939999996,-1614.1419939999996,15.199557432268085,10619.664429,9005.522435,-7090.709969994619,-30,-8,-24.0,-2,-1418.1419939989237,-150.0,-22.0,-24.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0005-b5be563ae5491713,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-874.5163369999991,-874.5163369999991,8.770023317473871,9971.653499,9097.137162,-3667.581678224524,-39,29,87.0,-1,-733.5163356449048,-195.0,-33.0,87.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0005-b5be563ae5491713,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-668.0574180000003,-668.0574180000003,6.699565102888863,9971.653499,9303.596081,-3040.287085370539,-39,56,168.0,-1,-608.0574170741074,-195.0,-33.0,168.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0006-3c1c94476dd8f736,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2084.540128999999,-2084.540128999999,18.674384166410846,11162.56424,9078.024111,-7682.700658367052,-47,-90,-270.0,-2,-1536.5401316734105,-235.0,-43.0,-270.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0006-3c1c94476dd8f736,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2176.308509999999,-2176.308509999999,19.49649259084577,11162.56424,8986.25573,-7931.542571867241,-47,-104,-312.0,-2,-1586.308514373448,-235.0,-43.0,-312.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0007-3d3ceaa677d45fd5,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-915.2668439999998,-915.2668439999998,8.738252557791562,10474.254869,9558.988025,-3161.3342265215833,-48,-1,-3.0,-1,-632.266845304317,-240.0,-40.0,-3.0,0.0,-3152.251024
p4-refinement-confirmation-round-broad-p4-0007-3d3ceaa677d45fd5,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-875.7749500000009,-875.7749500000009,8.36121481626323,10474.254869,9598.479919,-3008.874761975334,-48,2,6.0,-1,-601.7749523950679,-240.0,-40.0,6.0,0.0,-3152.251024
p4-refinement-confirmation-round-broad-p4-0008-5012bfbf43606200,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-3907.385606,-3907.385606,30.74281810638618,12709.913556,8802.52795,-15501.928038299826,-38,-195,-585.0,-5,-3100.385607659966,-190.0,-32.0,-585.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0008-5012bfbf43606200,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_mixed__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-3826.175111999999,-3826.175111999999,30.103864161953858,12709.913556,8883.738444,-15245.875576219674,-38,-185,-555.0,-5,-3049.1751152439356,-190.0,-32.0,-555.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0009-6f41f00367a4252b,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_min__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,current,True,0,-2993.986363,-2993.986363,25.651237428110953,11671.898369,8677.912006,-12034.931822060833,-67,-64,-192.0,-6,-2406.986364412166,-335.0,-60.0,-192.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0009-6f41f00367a4252b,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_min__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,current,True,0,-3123.934053000001,-3123.934053000001,26.764575514956668,11671.898369,8547.964316,-12279.67027717513,-67,-91,-273.0,-6,-2455.9340554350256,-335.0,-60.0,-273.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0010-8ec60680b9c33935,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,current,True,0,-4175.778888000001,-4175.778888000001,33.29069380431236,12543.381981,8367.603093,-16538.894454642475,-73,-145,-435.0,-2,-3307.7788909284955,-365.0,-68.0,-435.0,0.0,179.98588999999993
p4-refinement-confirmation-round-broad-p4-0010-8ec60680b9c33935,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,current,True,0,-4134.714723000001,-4134.714723000001,32.96331666581653,12543.381981,8408.667258,-16423.57361994055,-73,-139,-417.0,-2,-3284.7147239881106,-365.0,-68.0,-417.0,0.0,180.33333200000015
p4-refinement-confirmation-round-broad-p4-0011-bed3743daf56a07f,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,current,True,0,-829.0968509999984,-829.0968509999984,8.292047299549223,9998.699007,9169.602156,-3910.4842648539925,-33,48,144.0,-2,-782.096852970798,-165.0,-26.0,144.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0011-bed3743daf56a07f,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1083.686189,-1083.686189,10.838271941592811,9998.699007,8915.012818,-4508.430958279623,-33,3,9.0,-2,-901.6861916559246,-165.0,-26.0,9.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0012-4008889595285539,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1201.5430369999995,-1201.5430369999995,11.435673522719071,10506.972192,9305.429155,-5877.715202670341,-22,34,102.0,-3,-1175.5430405340676,-110.0,-18.0,102.0,0.0,-1824.1684219999988
p4-refinement-confirmation-round-broad-p4-0012-4008889595285539,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1275.5500629999988,-1275.5500629999988,12.140034633109638,10506.972192,9231.422129,-6157.750321794578,-22,28,84.0,-3,-1231.5500643589148,-110.0,-18.0,84.0,0.0,-1824.1684219999988
p4-refinement-confirmation-round-broad-p4-0013-b580bd91edb7ff4b,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,current,True,0,-4907.012035,-4907.012035,35.27754208213003,13909.733347,9002.721312,-17560.06017625016,-51,-365,-1095.0,-2,-3512.0120352500326,-255.0,-45.0,-1095.0,0.0,-2082.7320090000003
p4-refinement-confirmation-round-broad-p4-0013-b580bd91edb7ff4b,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,current,True,0,-4228.030022999999,-4228.030022999999,30.396197522448446,13909.733347,9681.703324,-15080.150119775979,-51,-304,-912.0,-2,-3016.030023955196,-255.0,-45.0,-912.0,0.0,-2087.128227000001
p4-refinement-confirmation-round-broad-p4-0014-9f06c6b5e645e498,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1561.1641789999994,-1561.1641789999994,13.682630617280582,11409.824782,9848.660603,-6975.820902019441,-27,-3,-9.0,-4,-1395.1641804038882,-135.0,-22.0,-9.0,0.0,-3311.049604
p4-refinement-confirmation-round-broad-p4-0014-9f06c6b5e645e498,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1653.4952560000002,-1653.4952560000002,14.491854937233867,11409.824782,9756.329526,-7107.4762886437165,-27,-25,-75.0,-4,-1421.495257728744,-135.0,-22.0,-75.0,0.0,-3311.049604
p4-refinement-confirmation-round-broad-p4-0015-533e8529077a66c3,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1150.4999650000009,-1150.4999650000009,11.756962243708195,9785.690735,8635.19077,-4432.49983591622,-72,53,159.0,1,-886.4999671832438,-360.0,-63.0,159.0,0.0,-2319.356195000001
p4-refinement-confirmation-round-broad-p4-0015-533e8529077a66c3,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1403.4379410000001,-1403.4379410000001,14.341736102290586,9785.690735,8382.252794,-5187.189716788918,-72,19,57.0,1,-1037.4379433577833,-360.0,-63.0,57.0,0.0,-2319.3561950000003
p4-refinement-confirmation-round-broad-p4-0016-f42aa00d650bb50e,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1733.3610770000014,-1733.3610770000014,15.17169503587704,11424.966511,9691.605434,-5906.805385653861,-58,-70,-210.0,-2,-1181.3610771307722,-290.0,-52.0,-210.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0016-f42aa00d650bb50e,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_mixed__noise_correlated__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1622.973908,-1622.973908,14.20550254075051,11424.966511,9801.992603,-5504.869533081983,-58,-60,-180.0,-2,-1100.9739066163966,-290.0,-52.0,-180.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0017-9c6ebbf76270698d,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1820.702698000001,-1820.702698000001,16.852741495810463,10803.599512,8982.896814,-4183.513484736432,-120,-89,-267.0,0,-836.7026969472863,-600.0,-117.0,-267.0,0.0,-1399.5439340000012
p4-refinement-confirmation-round-broad-p4-0017-9c6ebbf76270698d,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,current,True,0,-1473.1063940000004,-1473.1063940000004,13.635329524791814,10803.599512,9330.493118,-3015.5319668417724,-120,-51,-153.0,0,-603.1063933683545,-600.0,-117.0,-153.0,0.0,-1399.5439340000012
p4-refinement-confirmation-round-broad-p4-0018-3f0c81dda4dd3d33,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,current,True,0,-822.9373729999988,-822.9373729999988,7.712240219138327,10670.536052,9847.598679,-4544.686866134907,-13,53,159.0,1,-908.9373732269814,-65.0,-8.0,159.0,0.0,-1063.9723999999987
p4-refinement-confirmation-round-broad-p4-0018-3f0c81dda4dd3d33,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,current,True,0,-570.4183329999996,-570.4183329999996,5.345732681284414,10670.536052,10100.117719,-3552.091660826547,-13,71,213.0,1,-710.41833216531,-65.0,-8.0,213.0,0.0,-1063.9723999999987
p4-refinement-confirmation-round-broad-p4-0019-4dd1deb6621dff36,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_min__noise_correlated__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1628.3704190000008,-1628.3704190000008,15.143071672168151,10753.237218,9124.866799,-7721.85210108757,-30,29,87.0,0,-1544.370420217514,-150.0,-21.0,87.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0019-4dd1deb6621dff36,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_min__noise_correlated__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1597.9057809999995,-1597.9057809999995,14.859765004767512,10753.237218,9155.331437,-7539.528918356853,-30,27,81.0,0,-1507.905783671371,-150.0,-21.0,81.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0020-7d56df245fc638bc,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,current,True,0,-4684.92771,-4684.92771,34.78588126355976,13467.900021,8782.972311,-17919.638563372,-16,-336,-1008.0,-1,-3583.9277126744,-80.0,-13.0,-1008.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0020-7d56df245fc638bc,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_min__noise_extreme__scale_300,broad_or_stress_assumption,True,True,current,True,0,-4676.622372,-4676.622372,34.72421360945593,13467.900021,8791.277649,-17908.111874812712,-16,-334,-1002.0,-1,-3581.6223749625433,-80.0,-13.0,-1002.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0021-56266577914d4254,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,current,True,0,-2645.511606,-2645.511606,24.268801468273534,10900.874563,8255.362957,-11067.558017629519,-69,-8,-24.0,-1,-2213.5116035259043,-345.0,-63.0,-24.0,0.0,131.57658899999933
p4-refinement-confirmation-round-broad-p4-0021-56266577914d4254,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,current,True,0,-2291.9249309999996,-2291.9249309999996,21.025147273772916,10900.874563,8608.949632,-9824.624640120153,-69,27,81.0,-1,-1964.924928024031,-345.0,-63.0,81.0,0.0,129.77781399999913
p4-refinement-confirmation-round-broad-p4-0022-b5f454ba9ffc62d6,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1041.6226269999988,-1041.6226269999988,10.49966317583401,9920.533731,8878.911104,-4853.113133490377,-8,-9,-27.0,-2,-970.6226266980757,-40.0,-4.0,-27.0,0.0,-2780.7562229999994
p4-refinement-confirmation-round-broad-p4-0022-b5f454ba9ffc62d6,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,True,True,current,True,0,-727.9939909999994,-727.9939909999994,7.3382542788513545,9920.533731,9192.53974,-3689.9699645290093,-8,18,54.0,-2,-737.9939929058028,-40.0,-4.0,54.0,0.0,-2779.799534999999
p4-refinement-confirmation-round-broad-p4-0023-c92c1593873c7c23,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,current,True,0,-552.0476610000005,-552.0476610000005,5.493990652439622,10048.20896,9496.161299,-2215.2382878522476,-45,52,156.0,3,-443.0476575704488,-225.0,-40.0,156.0,0.0,-68.63699500000075
p4-refinement-confirmation-round-broad-p4-0023-c92c1593873c7c23,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_max__noise_extreme__scale_300,broad_or_stress_assumption,True,True,current,True,0,-68.9886060000008,-68.9886060000008,0.6865761477954058,10048.20896,9979.220354,-414.9430464385732,-45,93,279.0,3,-82.9886092877141,-225.0,-40.0,279.0,0.0,-66.75808499999948
p4-refinement-confirmation-round-broad-p4-0024-8f8cb87bb3ecf352,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1846.9855819999993,-1846.9855819999993,18.17576583982999,10161.80335,8314.817768,-7189.927911617022,-60,-18,-54.0,4,-1437.9855823234047,-300.0,-55.0,-54.0,0.0,10.787085000000843
p4-refinement-confirmation-round-broad-p4-0024-8f8cb87bb3ecf352,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_mixed__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1693.5764089999993,-1693.5764089999993,16.666100992792774,10161.80335,8468.226941,-6722.882058872077,-60,2,6.0,4,-1344.5764117744156,-300.0,-55.0,6.0,0.0,9.751851000000897
p4-refinement-confirmation-round-broad-p4-0025-ade1545982fb72e7,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1675.5021689999994,-1675.5021689999994,15.119439584774385,11081.774292,9406.272123,-8027.510869177517,-11,-3,-9.0,3,-1605.5021738355026,-55.0,-6.0,-9.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0025-ade1545982fb72e7,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_mixed__noise_correlated__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1547.6250810000001,-1547.6250810000001,13.965499027689456,11081.774292,9534.149211,-7583.125424675818,-11,10,30.0,3,-1516.6250849351627,-55.0,-6.0,30.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0026-3e1b8a984f7a9094,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,current,True,0,-2087.284912000001,-2087.284912000001,17.74972665257382,11759.532712,9672.2478,-9346.42457487501,-17,-42,-126.0,2,-1869.2849149750018,-85.0,-7.0,-126.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0026-3e1b8a984f7a9094,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,current,True,0,-1691.3305230000005,-1691.3305230000005,14.382633769742265,11759.532712,10068.202189,-7846.652630567805,-17,-10,-30.0,2,-1569.330526113561,-85.0,-7.0,-30.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0027-bf0003a0cb84df5a,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1397.9464829999997,-1397.9464829999997,12.441873919957215,11235.819395,9837.872912,-4564.7324321266715,-76,-11,-33.0,-1,-912.9464864253341,-380.0,-72.0,-33.0,0.0,-1317.909377
p4-refinement-confirmation-round-broad-p4-0027-bf0003a0cb84df5a,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_min__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-390.68967599999996,-390.68967599999996,3.4771800993335558,11235.819395,10845.129719,-1163.448397458218,-76,98,294.0,-1,-232.6896794916429,-380.0,-72.0,294.0,0.0,-1317.909377
p4-refinement-confirmation-round-broad-p4-0028-14754bad73385920,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1465.4565109999994,-1465.4565109999994,15.291946271232238,9583.191603,8117.735092,-5637.282571184634,-45,-25,-75.0,2,-1127.4565142369265,-225.0,-38.0,-75.0,0.0,-797.1990639999985
p4-refinement-confirmation-round-broad-p4-0028-14754bad73385920,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_min__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1437.0471929999994,-1437.0471929999994,14.995496829575385,9583.191603,8146.14441,-5675.235977758348,-45,-13,-39.0,2,-1135.0471955516696,-225.0,-38.0,-39.0,0.0,-796.4492059999984
p4-refinement-confirmation-round-broad-p4-0029-b2d0d030faa9fce3,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-492.95480399999906,-492.95480399999906,4.828945324989765,10208.332686,9715.377882,-2174.774037623858,-76,130,390.0,2,-434.95480752477124,-380.0,-68.0,390.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0029-b2d0d030faa9fce3,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-592.8437759999997,-592.8437759999997,5.807449602549128,10208.332686,9615.48891,-2314.218889825155,-76,106,318.0,2,-462.8437779650312,-380.0,-68.0,318.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0030-20b478ed3f6d5a7f,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1064.0336709999992,-1064.0336709999992,10.997583605950249,9675.158736,8611.125065,-3665.168345590959,-57,2,6.0,0,-733.0336691181919,-285.0,-52.0,6.0,0.0,-2357.9241759999995
p4-refinement-confirmation-round-broad-p4-0030-20b478ed3f6d5a7f,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1068.684138999999,-1068.684138999999,11.04564967005208,9675.158736,8606.474597,-3673.4207108691116,-57,1,3.0,0,-734.6841421738227,-285.0,-52.0,3.0,0.0,-2360.492267999999
p4-refinement-confirmation-round-broad-p4-0031-3a3f41fef04def3c,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2411.4119329999994,-2411.4119329999994,23.12807252954508,10426.34197,8014.930037,-10532.05966626828,-35,-34,-102.0,-1,-2106.4119332536566,-175.0,-28.0,-102.0,0.0,1342.5704210000004
p4-refinement-confirmation-round-broad-p4-0031-3a3f41fef04def3c,4,broad,broad_joint,confirmation,correlated,coverage,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2294.8440139999993,-2294.8440139999993,22.010058950713656,10426.34197,8131.497956,-10144.220076194888,-35,-21,-63.0,-1,-2028.8440152389785,-175.0,-28.0,-63.0,0.0,1349.0941309999998
p4-refinement-confirmation-round-broad-p4-0032-80ef56fe93cf2e58,4,broad,broad_joint,confirmation,extreme,combined_cover,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-2142.353421,-2142.353421,20.128587483992337,10643.337108,8500.983687,-8676.767108845102,-54,-29,-87.0,0,-1735.3534217690203,-270.0,-50.0,-87.0,0.0,-3685.7272949999997
p4-refinement-confirmation-round-broad-p4-0032-80ef56fe93cf2e58,4,broad,broad_joint,confirmation,extreme,coverage,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1880.441965,-1880.441965,17.667785450360086,10643.337108,8762.895143,-7802.2098262310465,-54,0,0.0,0,-1560.4419652462093,-270.0,-50.0,0.0,0.0,-3685.7272949999997
p4-refinement-confirmation-round-broad-p4-0033-f58641ce5542567a,4,broad,broad_joint,confirmation,deterministic,combined_cover,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1803.9877480000014,-1803.9877480000014,17.545683454322752,10281.661314,8477.673566,-7849.938731999391,-37,-6,-18.0,-1,-1569.9877463998782,-185.0,-31.0,-18.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0033-f58641ce5542567a,4,broad,broad_joint,confirmation,deterministic,coverage,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1787.7673080000004,-1787.7673080000004,17.38792256817185,10281.661314,8493.894006,-7828.8365358572155,-37,-2,-6.0,-1,-1565.7673071714435,-185.0,-31.0,-6.0,0.0,0.0
p4-refinement-confirmation-round-broad-p4-0034-5aa7d9eb9b0412c0,4,broad,broad_joint,confirmation,correlated,combined_cover,assumption__radius_mixed__noise_correlated__scale_75,broad_or_stress_assumption,True,True,current,True,0,-1607.5484319999996,-1607.5484319999996,15.130408553325136,10624.620124,9017.071692,-5037.742159366237,-59,-84,-252.0,2,-1007.548431873247,-295.0,-53.0,-252.0,0.0,0.0
