partition,pool,composition_model,mechanism_id,variant,n,complete,failures,hull_violations,penalized_time_mean_s,interpretation,total_virtual_time_s_n,total_virtual_time_s_mean,total_virtual_time_s_median,total_virtual_time_s_p90,total_virtual_time_s_p95,total_virtual_time_s_max,walk_distance_m_n,walk_distance_m_mean,walk_distance_m_median,walk_distance_m_p90,walk_distance_m_p95,walk_distance_m_max,measures_n,measures_mean,measures_median,measures_p90,measures_p95,measures_max,switches_n,switches_mean,switches_median,switches_p90,switches_p95,switches_max,failed_clear_attempts_n,failed_clear_attempts_mean,failed_clear_attempts_median,failed_clear_attempts_p90,failed_clear_attempts_p95,failed_clear_attempts_max,failed_clear_cost_s_n,failed_clear_cost_s_mean,failed_clear_cost_s_median,failed_clear_cost_s_p90,failed_clear_cost_s_p95,failed_clear_cost_s_max,fallback_targets_n,fallback_targets_mean,fallback_targets_median,fallback_targets_p90,fallback_targets_p95,fallback_targets_max,post_clear_stop_tail_s_n,post_clear_stop_tail_s_mean,post_clear_stop_tail_s_median,post_clear_stop_tail_s_p90,post_clear_stop_tail_s_p95,post_clear_stop_tail_s_max,post_clear_measurements_n,post_clear_measurements_mean,post_clear_measurements_median,post_clear_measurements_p90,post_clear_measurements_p95,post_clear_measurements_max,movement_s_n,movement_s_mean,movement_s_median,movement_s_p90,movement_s_p95,movement_s_max,measurement_s_n,measurement_s_mean,measurement_s_median,measurement_s_p90,measurement_s_p95,measurement_s_max,optical_s_n,optical_s_mean,optical_s_median,optical_s_p90,optical_s_p95,optical_s_max,laser_s_n,laser_s_mean,laser_s_median,laser_s_p90,laser_s_p95,laser_s_max,program_real_time_s_n,program_real_time_s_mean,program_real_time_s_median,program_real_time_s_p90,program_real_time_s_p95,program_real_time_s_max
confirmation,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,combined_cover,12,12,0,0,9171.66284825,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9171.66284825,8586.4347635,11170.6350896,11413.225791149998,11528.733143,12,35526.64757492295,35153.381584527524,42674.717429925266,43977.635646156035,44813.598885323365,12,296.6666666666667,312.0,342.59999999999997,349.75,358,12,280.0833333333333,295.5,324.7,333.1,343,12,79.16666666666667,20.5,226.90000000000003,247.25,261,12,237.5,61.5,680.7000000000002,741.75,783.0,12,8.833333333333334,9.0,10.9,11.899999999999999,13,12,59.357594500000005,0.0,239.0622489000002,347.0934823999999,446.6664129999999,12,2.4166666666666665,0.0,8.100000000000003,13.949999999999992,20,12,7105.32951498459,7030.676316905506,8534.943485985053,8795.527129231206,8962.719777064673,12,1483.3333333333333,1560.0,1713.0,1748.75,1790.0,12,276.75,103.5,722.1,783.75,825.0,12,26.166666666666668,26.0,32.0,32.0,32.0,12,4.502466308321648,4.409863050037529,5.472235319984612,5.985733015037839,6.5246575000928715
confirmation,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,coverage,12,12,0,0,9345.6348045,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9345.6348045,8763.546094500001,11046.9561176,11307.9763202,11599.592489,12,36160.25735136409,35828.36505886943,41855.78059074216,43745.38160108207,45857.96244097146,12,296.6666666666667,312.0,342.59999999999997,349.75,358,12,280.0833333333333,295.5,324.7,333.1,343,12,94.91666666666667,42.5,220.0,239.64999999999998,260,12,284.75,127.5,660.0,718.9499999999999,780.0,12,8.916666666666666,9.0,10.9,11.899999999999999,13,12,59.35118841666667,0.0,238.99306320000025,347.05120224999996,446.6664129999999,12,2.4166666666666665,0.0,8.100000000000003,13.949999999999992,20,12,7232.051470272818,7165.673011773886,8371.15611814843,8749.076320216413,9171.592488194292,12,1483.3333333333333,1560.0,1713.0,1748.75,1790.0,12,324.0,160.5,693.9000000000001,755.9999999999999,822.0,12,26.166666666666668,26.0,32.0,32.0,32.0,12,3.825605149992043,3.7533334500039928,4.590535380027723,4.69143707001349,4.757122799986973
confirmation,broad,broad_joint,assumption__radius_min__noise_deterministic__scale_75,current,12,12,0,0,10256.910825083332,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10256.910825083332,10049.651474999999,11760.8411264,12083.7518525,12439.288721,12,40009.55413127004,39883.602204834635,46430.70563471108,47897.00926475645,49666.44360851565,12,333.5,355.5,398.5,409.1,419,12,312.5833333333333,332.5,375.8,386.54999999999995,397,12,69.83333333333333,40.0,134.9,172.44999999999993,217,12,209.5,120.0,404.70000000000005,517.3499999999998,651.0,12,9.916666666666666,10.0,11.9,12.899999999999999,14,12,1241.7471715833333,658.9546885,3305.0899889,3363.6262643499995,3421.2441119999994,12,43.666666666666664,21.0,125.10000000000001,127.80000000000001,130,12,8001.910826254008,7976.720440966927,9286.141126942215,9579.40185295129,9933.28872170313,12,1667.5,1777.5,1992.5,2045.5,2095.0,12,248.75,157.5,451.2,562.6499999999999,693.0,12,26.166666666666668,26.0,32.0,32.0,32.0,12,3.801225550007075,3.793280499987304,4.385921929951292,4.517918964946875,4.640602899948135
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,combined_cover,12,12,0,0,9032.674099166667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9032.674099166667,9019.4867135,10403.484681200001,10970.91095565,11582.001181,12,34233.78716838499,34022.45299820694,39851.923413493445,42161.80478627008,44560.00591270697,12,308.25,317.5,375.6,381.7,385,12,292.3333333333333,301.0,357.6,363.25,366,12,95.5,75.5,200.40000000000003,243.69999999999993,291,12,286.5,226.5,601.2,731.0999999999999,873.0,12,10.0,9.5,12.0,12.45,13,12,170.1272961666667,0.0,837.7472754000001,1011.7704299,1110.6972480000004,12,6.416666666666667,0.0,28.80000000000001,37.849999999999994,45,12,6846.757433676997,6804.490599641389,7970.384682698689,8432.360957254015,8912.001182541393,12,1541.25,1587.5,1878.0,1908.5,1925.0,12,326.0,270.0,648.9000000000001,775.0499999999998,912.0,12,26.333333333333332,27.0,31.8,32.0,32.0,12,4.764095416670898,4.293605500017293,6.42094063992845,6.682484169921372,6.956004999927245
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,coverage,12,12,0,0,9159.876513833333,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9159.876513833333,8957.393523499999,10008.6334829,11456.364687549998,13152.218539,12,34802.2992361709,34069.11943533196,38794.16740877989,44044.573432605,50101.09269063136,12,308.25,317.5,375.6,381.7,385,12,292.3333333333333,301.0,357.6,363.25,366,12,100.0,64.0,130.50000000000003,273.9499999999998,445,12,300.0,192.0,391.5,821.8499999999993,1335.0,12,10.166666666666666,10.5,12.0,12.45,13,12,169.44972375000006,0.0,833.071013100001,1007.5919541500002,1107.7622259999998,12,6.416666666666667,0.0,28.80000000000001,37.849999999999994,45,12,6960.459847234179,6813.823887066392,7758.833481755978,8808.914686520999,10020.218538126272,12,1541.25,1587.5,1878.0,1908.5,1925.0,12,339.5,237.0,439.20000000000005,865.7999999999994,1374.0,12,26.333333333333332,27.0,31.8,32.0,32.0,12,3.8541706249913354,3.8393266499624588,4.491984720004257,4.808726680022664,5.175013700034469
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_150,current,12,12,0,0,10712.379946583334,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10712.379946583334,10504.290928,12771.7087047,13195.513810899998,13522.855585,12,41492.733070741146,40770.05193570492,49621.31637743645,51907.81906537558,53899.27795347601,12,343.6666666666667,341.5,411.7,421.45,433,12,321.6666666666667,319.5,386.8,396.9,409,12,102.66666666666667,63.0,218.50000000000003,255.09999999999997,287,12,308.0,189.0,655.5000000000001,765.2999999999998,861.0,12,10.416666666666666,10.5,12.9,13.45,14,12,418.02682583333336,0.0,1709.3942685000002,1763.5269673,1798.9215210000002,12,12.083333333333334,0.0,52.10000000000001,54.9,56,12,8298.546614148228,8154.010387140984,9924.26327548729,10381.563813075116,10779.855590695202,12,1718.3333333333333,1707.5,2058.5,2107.25,2165.0,12,347.5,235.5,701.7,811.9499999999998,906.0,12,26.333333333333332,27.0,31.8,32.0,32.0,12,4.137971083323161,3.9817351500387304,4.902129239938222,5.260805514961248,5.602524199988693
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,combined_cover,12,12,0,0,8413.765980833334,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,8413.765980833334,8732.8174545,8920.595188399999,9092.147838699999,9289.424493,12,32572.163238648984,32196.410317448113,36164.03921247549,36712.72518009163,37343.69834630734,12,286.75,276.5,353.3,376.04999999999995,403,12,270.9166666666667,263.0,333.6,356.94999999999993,385,12,42.25,33.0,91.10000000000001,94.44999999999999,95,12,126.75,99.0,273.3,283.35,285.0,12,9.833333333333334,10.0,12.9,13.0,13,12,271.5489029166667,0.0,999.0329323999994,1046.0416562499997,1095.6186370000005,12,7.75,0.0,24.9,29.499999999999993,35,12,6514.432647729797,6439.282063489623,7232.807842495097,7342.545036018326,7468.739669261468,12,1433.75,1382.5,1766.5,1880.2499999999998,2015.0,12,167.5,138.0,314.40000000000003,324.0,324.0,12,27.166666666666668,28.0,31.8,32.0,32.0,12,3.991057941680386,3.9785932499798946,4.577611740049906,4.593765180022456,4.594803799991496
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,coverage,12,12,0,0,8608.243080416667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,8608.243080416667,8728.2575265,9168.0854396,9415.55965325,9717.270461,12,33261.21540361298,32913.37654151663,37355.78583088555,37802.6326980678,38262.53097387537,12,286.75,276.5,353.3,376.04999999999995,403,12,271.0833333333333,262.5,333.6,356.94999999999993,385,12,61.083333333333336,48.0,108.2,121.35,134,12,183.25,144.0,324.6,364.04999999999995,402.0,12,9.666666666666666,9.0,12.9,13.45,14,12,271.70758833333315,0.0,1000.7950558999993,1047.1343241999998,1095.6186370000005,12,7.75,0.0,24.9,29.499999999999993,35,12,6652.2430807225965,6582.675308303325,7471.15716617711,7560.52653961356,7652.506194775075,12,1433.75,1382.5,1766.5,1880.2499999999998,2015.0,12,224.0,184.5,358.80000000000007,399.74999999999994,441.0,12,27.166666666666668,28.0,31.8,32.0,32.0,12,3.6285338416540376,3.684814349981025,3.991289279959165,4.279127024975605,4.608780800015666
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_300,current,12,12,0,0,10502.045994166667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10502.045994166667,10172.961740499999,11814.307880600001,12633.129349649998,13467.900021,12,40841.47997195117,40082.30869809532,46127.15349673676,48334.64674911047,50484.500110414134,12,332.5,322.5,380.8,383.35,385,12,310.3333333333333,302.0,357.90000000000003,360.79999999999995,363,12,97.66666666666667,56.5,211.10000000000002,293.5499999999999,381,12,293.0,169.5,633.3000000000001,880.6499999999996,1143.0,12,9.5,10.0,10.9,11.899999999999999,13,12,811.89501575,0.0,3277.1974714000007,3490.71865275,3544.827056,12,28.083333333333332,0.0,118.30000000000003,126.0,126,12,8168.295994390234,8016.461739619064,9225.430699347353,9666.929349822094,10096.900022082827,12,1662.5,1612.5,1904.0,1916.75,1925.0,12,333.75,213.0,677.7,924.2999999999997,1185.0,12,27.166666666666668,28.0,31.8,32.0,32.0,12,4.010774525008553,3.7110919499536976,4.767591760028154,5.229017210024175,5.785198000026867
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,combined_cover,12,12,0,0,9076.03430675,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9076.03430675,8685.019405,10242.2678599,10470.95027175,10693.557863,12,35522.671530118416,34300.66216393611,40777.33928864694,41224.00134446556,41657.789298226504,12,280.3333333333333,287.0,315.09999999999997,320.5,326,12,264.0,271.0,300.6,305.15,309,12,78.75,58.0,165.8,196.14999999999998,233,12,236.25,174.0,497.4,588.4499999999998,699.0,12,10.25,10.0,11.9,12.45,13,12,78.00567783333334,0.0,0.0,421.2306602999994,936.0681340000001,12,2.3333333333333335,0.0,0.0,12.59999999999998,28,12,7104.534306023684,6860.132432787222,8155.467857729387,8244.800268893112,8331.557859645302,12,1401.6666666666667,1435.0,1575.5,1602.5,1630.0,12,278.0,213.0,544.5,635.0999999999999,744.0,12,27.833333333333332,27.0,30.0,30.9,32.0,12,4.628924108333497,4.431972299993504,5.399397119996138,5.9554509599867735,6.591026999987662
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,coverage,12,12,0,0,9374.514769666666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9374.514769666666,9156.863493500001,10405.7089441,11038.708334699999,11795.345263,12,36590.07384656548,35964.2668999883,41155.04471071936,43624.2916705782,46601.726319177535,12,280.3333333333333,287.0,315.09999999999997,320.5,326,12,264.0,271.0,300.6,305.15,309,12,107.08333333333333,80.5,169.70000000000002,266.14999999999986,380,12,321.25,241.5,509.1,798.4499999999996,1140.0,12,10.333333333333334,10.0,12.0,12.45,13,12,77.88272075000002,0.0,0.0,420.5666920499994,934.5926490000002,12,2.3333333333333335,0.0,0.0,12.59999999999998,28,12,7318.014769313096,7192.85337999766,8231.008942143873,8724.858334115639,9320.345263835507,12,1401.6666666666667,1435.0,1575.5,1602.5,1630.0,12,363.0,282.0,553.5,844.7999999999995,1188.0,12,27.833333333333332,27.0,30.0,30.9,32.0,12,3.9947225833311677,3.896644299966283,4.749138320016209,4.837194735003868,4.86221769999247
confirmation,broad,broad_joint,assumption__radius_min__noise_extreme__scale_75,current,12,12,0,0,10488.250784416667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10488.250784416667,10173.087616,11207.275553599999,11341.60659735,11499.345675,12,41169.170592751274,41398.24138042172,44443.66670713447,45141.72689476291,45941.728382754365,12,326.5833333333333,324.0,358.0,373.29999999999995,392,12,304.1666666666667,302.5,335.9,351.29999999999995,370,12,82.58333333333333,65.5,157.0,168.0,179,12,247.75,196.5,471.00000000000006,504.0,537.0,12,10.166666666666666,11.0,11.0,11.45,12,12,522.91070725,0.0,1108.8872038999998,2061.3573375499986,3212.6851080000006,12,15.166666666666666,0.0,34.7,60.19999999999996,91,12,8233.834118550256,8279.648276084343,8888.733341426894,9028.345378952583,9188.345676550873,12,1632.9166666666667,1620.0,1790.0,1866.5,1960.0,12,289.5,238.5,513.3000000000001,544.65,576.0,12,27.833333333333332,27.0,30.0,30.9,32.0,12,3.8636452583402083,3.9616264500073157,4.223620090016629,4.320283764973283,4.423896999913268
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,combined_cover,12,12,0,0,9082.172989666667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9082.172989666667,8946.603302,10028.2871828,10164.901283300002,10311.975317,12,36082.94828197149,35643.76733562744,41338.54357268231,41743.17417251177,42098.027167164946,12,265.1666666666667,277.0,311.3,318.75,327,12,247.83333333333334,258.0,294.5,299.95,306,12,75.08333333333333,74.0,133.60000000000002,158.14999999999998,184,12,225.25,222.0,400.80000000000007,474.44999999999993,552.0,12,10.583333333333334,11.0,13.0,13.0,13,12,540.9512805833332,446.80516599999964,1151.1614978999999,1352.7660406499995,1579.5345149999994,12,19.25,15.0,44.1,49.94999999999999,56,12,7216.589656394298,7128.753467125487,8267.708714536464,8348.634834502354,8419.60543343299,12,1325.8333333333333,1385.0,1556.5,1593.75,1635.0,12,265.25,264.0,437.40000000000003,510.4499999999999,588.0,12,26.666666666666668,26.0,31.8,32.0,32.0,12,4.3398013583597885,4.288883750094101,5.562917460000608,5.752246449992526,5.895362499984913
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,coverage,12,12,0,0,9086.652310333333,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9086.652310333333,8952.209843,9882.267390199999,10244.65642315,10676.674838,12,36166.17821810181,35216.0881564829,41796.630186894836,42166.33916944626,42499.963019736824,12,265.1666666666667,277.0,311.3,318.75,327,12,247.91666666666666,258.5,294.5,299.95,306,12,71.0,64.5,105.3,127.59999999999997,154,12,213.0,193.5,315.9,382.7999999999999,462.0,12,10.5,11.0,13.0,13.0,13,12,540.6454665833334,446.8051660000001,1152.7265328,1353.8256620999996,1579.2791639999996,12,19.25,15.0,44.1,49.94999999999999,56,12,7233.235643620363,7043.217631296581,8359.326037378965,8433.267833889251,8499.992603947365,12,1325.8333333333333,1385.0,1556.5,1593.75,1635.0,12,253.0,229.5,363.3,428.0999999999999,504.0,12,26.666666666666668,26.0,31.8,32.0,32.0,12,3.6433477999720103,3.522082049981691,3.93480836993549,4.340997689939103,4.828958899946883
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_150,current,12,12,0,0,10958.471119916669,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10958.471119916669,11119.949446999999,11639.8064919,12240.4247439,12947.497353,12,43478.605602802345,44062.522567385065,47931.3915485834,48845.27695234174,49872.486773980876,12,323.75,328.5,385.6,388.8,391,12,301.0833333333333,306.0,361.79999999999995,364.8,367,12,92.08333333333333,80.0,153.10000000000002,177.49999999999997,205,12,276.25,240.0,459.3,532.4999999999999,615.0,12,11.0,10.5,12.9,13.45,14,12,420.23571225000006,0.0,1743.2577441000005,2462.9681510499995,3105.8754980000012,12,14.666666666666666,0.0,64.80000000000003,86.39999999999998,104,12,8695.721120560469,8812.504513477013,9586.27830971668,9769.055390468347,9974.497354796174,12,1618.75,1642.5,1928.0,1944.0,1955.0,12,316.25,280.5,501.90000000000003,571.8,651.0,12,26.666666666666668,26.0,31.8,32.0,32.0,12,3.899415966666614,3.880937849986367,4.6356603999855,4.724265199957881,4.83002689993009
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,combined_cover,11,11,0,0,9145.861751727272,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,11,9145.861751727272,9170.010972,9637.874691,9751.910691500001,9865.946692,11,36059.30875960449,36182.50348076571,37272.81875137291,38368.77611027214,39464.73346917136,11,272.09090909090907,283,316,318.0,320,11,255.63636363636363,265,298,299.5,301,11,83.0909090909091,84,143,150.0,157,11,249.27272727272728,252.0,429.0,450.0,471.0,11,11.272727272727273,11,15,15.5,16,11,407.0532915454544,0.0,1181.5454570000002,1666.7764874999998,2152.0075179999994,11,14.181818181818182,0,50,65.5,81,11,7211.861751920898,7236.500696153142,7454.563750274583,7673.755222054428,7892.946693834272,11,1360.4545454545455,1415.0,1580.0,1590.0,1600.0,11,290.45454545454544,294.0,477.0,489.0,501.0,11,27.454545454545453,30.0,32.0,32.0,32.0,11,4.3901058545399625,4.272324600024149,4.6831614000257105,5.326872050005477,5.970582699985243
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,coverage,11,11,0,0,9310.204519181818,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,11,9310.204519181818,8958.724761,10519.7686,10576.949431000001,10634.130262,11,36722.84077674301,36639.196773300646,40233.84300165147,41192.24715574793,42150.65130984438,11,272.09090909090907,283,316,318.0,320,11,255.63636363636363,265,298,299.5,301,11,93.63636363636364,74,198,209.0,220,11,280.90909090909093,222.0,594.0,627.0,660.0,11,11.272727272727273,11,15,15.5,16,11,407.1161476363637,0.0,1180.9695440000005,1667.8624300000001,2154.7553159999998,11,14.181818181818182,0,50,65.5,81,11,7344.568155348603,7327.839354660129,8046.768600330293,8238.449431149584,8430.130261968876,11,1360.4545454545455,1415.0,1580.0,1590.0,1600.0,11,322.09090909090907,267.0,630.0,669.0,708.0,11,27.454545454545453,30.0,32.0,32.0,32.0,11,3.972720718201758,3.806297600036487,4.380039599956945,4.860812300001271,5.3415850000455976
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_300,current,11,11,0,0,10711.179010454545,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,11,10711.179010454545,10866.835034,11109.34709,11449.741075999998,11790.135062,11,42760.440511162284,43881.327394350024,45213.87146595104,45767.83472702018,46321.79798808932,11,305.72727272727275,299,365,367.0,369,11,283.6363636363636,277,342,343.5,345,11,92.72727272727273,73,195,214.5,234,11,278.1818181818182,219.0,585.0,643.5,702.0,11,11.727272727272727,12,15,15.5,16,11,237.14728318181815,0.0,1223.530503,1304.3100574999999,1385.0896119999998,11,6.818181818181818,0,25,37.5,50,11,8552.088102232457,8776.265478870006,9042.774293190207,9153.566945404036,9264.359597617864,11,1528.6363636363637,1495.0,1825.0,1835.0,1845.0,11,319.3636363636364,264.0,633.0,682.5,732.0,11,27.454545454545453,30.0,32.0,32.0,32.0,11,3.8833383908812804,3.9928992999484763,4.2850179999368265,4.401550549955573,4.518083099974319
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_75,combined_cover,12,12,0,0,9142.046195166668,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9142.046195166668,9111.4392965,9710.9860559,9835.754912,9982.63195,12,35541.480973277256,35570.999011458836,37937.17123668272,39381.38895115173,40978.159744322766,12,293.8333333333333,296.0,364.80000000000007,369.8,372,12,277.3333333333333,280.0,346.9,350.45000000000005,351,12,74.91666666666667,78.0,124.00000000000001,127.80000000000001,130,12,224.75,234.0,372.00000000000006,383.4,390.0,12,10.25,10.0,13.700000000000001,14.45,15,12,326.02676566666673,0.0,1163.6331468,1184.4251429500002,1201.2098620000006,12,11.666666666666666,0.0,43.00000000000001,47.25,50,12,7108.296194655451,7114.199802291767,7587.434247336543,7876.277790230347,8195.631948864553,12,1469.1666666666667,1480.0,1824.0,1849.0,1860.0,12,262.25,279.0,405.0,415.05,420.0,12,25.0,24.0,31.8,32.0,32.0,12,4.303763691675461,4.329139599984046,4.788248800067231,5.013649665011325,5.287142499932088
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_75,coverage,12,12,0,0,9269.343831166667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9269.343831166667,9124.470549000001,9672.1221126,10217.33266285,10876.846481,12,36009.21915319494,36006.87906767348,38069.29110144537,40775.22434775785,43889.23239122428,12,293.8333333333333,296.0,364.80000000000007,369.8,372,12,277.3333333333333,280.0,346.9,350.45000000000005,351,12,86.16666666666667,73.0,135.9,164.89999999999995,199,12,258.5,219.0,407.70000000000005,494.6999999999999,597.0,12,10.25,10.0,13.700000000000001,14.45,15,12,326.0637270833335,0.0,1162.3115175000005,1184.4778869000004,1203.1218760000002,12,11.666666666666666,0.0,43.00000000000001,47.25,50,12,7201.843830638988,7201.375813534696,7613.858220289074,8155.04486955157,8777.846478244855,12,1469.1666666666667,1480.0,1824.0,1849.0,1860.0,12,296.0,255.0,443.40000000000003,536.0999999999999,645.0,12,25.0,24.0,31.8,32.0,32.0,12,3.710038924977804,3.683765499969013,3.959900279971771,4.417113749985583,4.964914300013334
confirmation,broad,broad_joint,assumption__radius_mixed__noise_correlated__scale_75,current,12,12,0,0,10515.731312916667,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10515.731312916667,10529.5644905,11120.898352100001,11384.465651449998,11704.143032,12,41010.32323642103,41112.18748572075,44860.53850605015,45326.82826510085,45830.71516412161,12,341.9166666666667,350.0,406.79999999999995,407.0,407,12,318.8333333333333,326.5,382.8,383.0,383,12,74.25,79.5,106.5,113.75,122,12,222.75,238.5,319.5,341.25,366.0,12,10.5,10.5,12.9,13.0,13,12,1108.0002979166663,542.4776354999995,3089.0085486000003,3253.6501949499993,3377.582514999999,12,38.0,12.5,90.9,108.54999999999998,130,12,8202.064647284205,8222.43749714415,8972.10770121003,9065.36565302017,9166.143032824322,12,1709.5833333333333,1750.0,2034.0,2035.0,2035.0,12,260.25,279.0,355.5,379.94999999999993,408.0,12,25.0,24.0,31.8,32.0,32.0,12,3.8391323083196767,3.785500800004229,4.498755319893826,4.654880044952733,4.802749800030142
confirmation,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_150,combined_cover,12,12,0,0,9434.178327,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9434.178327,9318.26543,10412.9575042,10495.57074915,10558.942831,12,36665.474967035516,35870.24138418741,41730.28750616616,42441.10374010925,43024.71416345862,12,295.25,294.0,358.59999999999997,363.0,363,12,278.3333333333333,278.0,340.9,345.45000000000005,346,12,93.41666666666667,96.5,133.7,148.95,166,12,280.25,289.5,401.1,446.8499999999999,498.0,12,10.75,10.0,13.0,13.45,14,12,327.255639,0.0,1051.6399000000008,1138.1994704499998,1232.0785969999988,12,10.833333333333334,0.0,27.9,37.899999999999984,50,12,7333.094993407102,7174.04827683748,8346.057501233232,8488.22074802185,8604.942832691724,12,1476.25,1470.0,1793.0,1815.0,1815.0,12,320.0,325.5,446.1,493.19999999999993,546.0,12,26.5,26.0,31.8,32.0,32.0,12,4.662243550012742,4.711337100074161,5.3930375300813465,5.649205205019097,5.9595508999191225
confirmation,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_150,coverage,12,12,0,0,9849.926204666668,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,9849.926204666668,9795.656173,10360.8755681,10940.15429925,11637.384902,12,38174.63102346226,37789.30796422028,41567.37783453174,44082.02148633085,46976.92449567207,12,295.25,294.0,358.59999999999997,363.0,363,12,278.25,278.0,340.9,345.45000000000005,346,12,131.41666666666666,129.0,180.8,217.99999999999994,262,12,394.25,387.0,542.4,653.9999999999998,786.0,12,10.75,10.0,13.0,13.45,14,12,326.67137841666664,0.0,1048.3967195999999,1136.1686179999997,1232.0785969999997,12,10.833333333333334,0.0,27.9,37.899999999999984,50,12,7634.926204692452,7557.861592844056,8313.475566906349,8816.40429726617,9395.384899134415,12,1476.25,1470.0,1793.0,1815.0,1815.0,12,434.0,427.5,587.7,700.3499999999998,834.0,12,26.5,26.0,31.8,32.0,32.0,12,4.081228283369758,4.102865700027905,4.703131300024689,4.7831691000435965,4.839906000066549
confirmation,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_150,current,12,12,0,0,10606.085125416666,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,12,10606.085125416666,10597.79252,11629.619187,11779.619698800001,11905.516439,12,41291.25896325131,41467.60682432233,45950.0959339347,46741.84849054702,47632.582190401066,12,337.25,326.0,389.90000000000003,394.6,399,12,315.3333333333333,304.5,364.2,370.85,378,12,93.33333333333333,80.0,151.8,156.5,162,12,280.0,240.0,455.4,469.5,486.0,12,10.166666666666666,10.0,12.0,12.45,13,12,982.1392017499999,989.6527739999992,1821.8517376000004,2637.595722449999,3551.434792,12,32.75,30.0,54.400000000000006,93.79999999999994,140,12,8258.251792650262,8293.521364864464,9190.019186786942,9348.369698109404,9526.516438080213,12,1686.25,1630.0,1949.5,1973.0,1995.0,12,319.75,286.5,502.5,516.15,531.0,12,26.5,26.0,31.8,32.0,32.0,12,3.9166932583320886,3.843197499983944,4.278582119988277,4.589515679981559,4.96636269998271
confirmation,broad,broad_joint,assumption__radius_mixed__noise_deterministic__scale_300,combined_cover,11,11,0,0,9069.709423818182,Synthetic design; no pooling across pools; time/tail quantiles conditional on completion.,11,9069.709423818182,9003.835528,10008.700627,10124.5450095,10240.389392,11,35774.91075585209,35049.79121737716,38213.55430866968,38310.25063854034,38406.94696841101,11,279.72727272727275,269,318,332.5,347,11,262.0,252,303,316.0,329,11,63.63636363636363,43,132,172.5,213,11,190.9090909090909,129.0,396.0,517.5,639.0,11,10.545454545454545,10,12,13.0,14,11,117.79537336363641,0.0,0.0,647.8745535000003,1295.7491070000005,11,3.272727272727273,0,0,18.0,36,11,7154.982151170419,7009.958243475432,7642.710861733935,7662.050127708068,7681.389393682201,11,1398.6363636363637,1345.0,1590.0,1662.5,1735.0,11,228.8181818181818,165.0,426.0,549.0,672.0,11,25.272727272727273,24.0,30.0,31.0,32.0,11,4.055752263647843,3.5816633999347687,5.08471309999004,5.131655950041022,5.178598800092004
