pool,problem,composition_model,partition,mechanism_id,mechanism_status,noise_model,variant,baseline_variant,n_pairs,baseline_failures,candidate_failures,completion_delta_mean,penalized_time_delta_mean_s,penalized_delta_ci_low_s,penalized_delta_ci_high_s,both_complete_n,completed_time_delta_mean_s,completed_time_delta_median_s,completed_regression_rate,completed_worst_regression_s,mean_completed_reduction_pct,ci_scope,precision_warning,completed_delta_ci_low_s,completed_delta_ci_high_s
broad,4,broad_joint,confirmation,assumption__radius_max__noise_correlated__scale_300,broad_or_stress_assumption,correlated,coverage,current,12,0,0,0.0,-1133.6222799999998,-1523.4910760333332,-680.7596773875,12,-1133.6222799999998,-1239.0042779999994,0.08333333333333333,657.0537760000007,10.741822179412793,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1549.2894869937495,-688.7130780208334
broad,4,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-1850.8950912500002,-2294.2655786937494,-1376.7120252812506,12,-1850.8950912500002,-1851.0469919999996,0.0,-353.18331600000056,16.52360798753465,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2302.8212029583333,-1371.5056401437503
broad,4,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,coverage,current,12,0,0,0.0,-1832.3745886666666,-2228.767044597916,-1383.3313551604172,12,-1832.3745886666666,-1939.4134949999989,0.0,-408.16198000000077,16.34000867121501,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2242.5127986937496,-1407.0933154687505
broad,4,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,combined_cover,current,12,0,0,0.0,-1850.8950912500002,-2292.5682885749998,-1383.9220995458336,12,-1850.8950912500002,-1851.0469919999996,0.0,-353.18331600000056,16.52360798753465,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2333.988868414583,-1368.6111741333334
broad,4,broad_joint,all,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,coverage,current,12,0,0,0.0,-1832.3745886666666,-2229.716791995833,-1399.6700983375001,12,-1832.3745886666666,-1939.4134949999989,0.0,-408.16198000000077,16.34000867121501,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2231.9980139833333,-1424.0464060208337
broad,4,broad_joint,confirmation,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-1850.8950912500002,-2310.826079483333,-1380.9078749312503,12,-1850.8950912500002,-1851.0469919999996,0.0,-353.18331600000056,16.52360798753465,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2294.8496139687495,-1375.0590859770837
broad,4,broad_joint,confirmation,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,all,coverage,current,12,0,0,0.0,-1832.3745886666666,-2248.0939897270823,-1410.023511352084,12,-1832.3745886666666,-1939.4134949999989,0.0,-408.16198000000077,16.34000867121501,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2249.978247262499,-1414.5754811500003
broad,4,broad_joint,confirmation,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,combined_cover,current,12,0,0,0.0,-1850.8950912500002,-2312.4774596083334,-1368.9930239479177,12,-1850.8950912500002,-1851.0469919999996,0.0,-353.18331600000056,16.52360798753465,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2314.5543129833336,-1382.0945524437504
broad,4,broad_joint,confirmation,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,correlated,coverage,current,12,0,0,0.0,-1832.3745886666666,-2227.0566830708335,-1402.643936822917,12,-1832.3745886666666,-1939.4134949999989,0.0,-408.16198000000077,16.34000867121501,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2217.488197810416,-1408.1378453187501
broad,4,broad_joint,all,assumption__radius_max__noise_deterministic__scale_150,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-1474.3060368333329,-1775.595866897916,-1140.6367662229163,12,-1474.3060368333329,-1583.9004164999997,0.0,-349.1281259999996,13.661981875134444,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1768.1691646083323,-1136.9793671124996
