case_id,problem,pool,composition_model,partition,error_mode,variant,mechanism_id,mechanism_status,baseline_complete,candidate_complete,baseline_variant,both_complete,completion_delta,penalized_time_delta_s,completed_time_delta_s,completed_reduction_pct,baseline_total_virtual_time_s,candidate_total_virtual_time_s
round-calibrated-p4-0100-7634bbf52d5a23d7,4,calibrated,smoothed_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-458.14306699999906,-458.14306699999906,3.386388198295297,13528.958884,13070.815817
round-calibrated-p4-0101-94d43f272a517d36,4,calibrated,broad_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-957.0059259999998,-957.0059259999998,7.078571997328893,13519.759725,12562.753799
round-calibrated-p4-0110-41ecf3b98bcef0bb,4,calibrated,smoothed_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-525.6127710000001,-525.6127710000001,3.864554270495268,13600.864012,13075.251241
round-calibrated-p4-0117-dc6f1eac3c55a0c2,4,calibrated,broad_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-442.840021,-442.840021,4.162147664288309,10639.699903,10196.859882
round-calibrated-p4-0123-8746560722698096,4,calibrated,broad_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-570.374029999999,-570.374029999999,4.890553385065601,11662.770756,11092.396726
round-calibrated-p4-0127-162e5035b7fff671,4,calibrated,broad_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-913.7498750000013,-913.7498750000013,6.281564859142124,14546.53252,13632.782645
round-calibrated-p4-0129-1dbdf9ac6cac117f,4,calibrated,broad_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-406.4914740000004,-406.4914740000004,3.1308831269214177,12983.284828,12576.793354
round-calibrated-p4-0140-cc1317ddee0fe1ef,4,calibrated,smoothed_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-54.01489699999911,-54.01489699999911,0.47837823493870907,11291.253041,11237.238144
round-calibrated-p4-0156-0494aaac2d839d71,4,calibrated,smoothed_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-785.7589100000005,-785.7589100000005,7.439995582362046,10561.281943,9775.523033
round-calibrated-p4-0162-d17d71deeb2b1138,4,calibrated,smoothed_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-270.9432830000005,-270.9432830000005,2.758083158318444,9823.608189,9552.664906
round-calibrated-p4-0164-fc23fafa4773d343,4,calibrated,smoothed_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-995.8900110000013,-995.8900110000013,7.881682911950616,12635.499577,11639.609566
round-calibrated-p4-0165-ec0cd875d6e50a61,4,calibrated,broad_joint,confirmation,correlated,joint_triangular_l1,mixed_correlated150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-883.3970770000014,-883.3970770000014,6.520243477127683,13548.528979,12665.131902
round-calibrated-p4-0166-a5b4ed855b3d504f,4,calibrated,smoothed_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-839.1351060000015,-839.1351060000015,7.630940043777457,10996.484066,10157.34896
round-calibrated-p4-0171-f06b5bdf77dcbe04,4,calibrated,broad_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-269.0446379999994,-269.0446379999994,2.5574611575193535,10519.989217,10250.944579
round-calibrated-p4-0182-1dc4e1178ca4a7cf,4,calibrated,smoothed_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-6.073621999999887,-6.073621999999887,0.05405699368975573,11235.589672,11229.51605
round-calibrated-p4-0187-11f6d43e7bcd10f9,4,calibrated,broad_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-241.08328699999947,-241.08328699999947,2.3562195978514997,10231.783456,9990.700169
round-calibrated-p4-0199-1466afb1c0118e2f,4,calibrated,broad_joint,confirmation,extreme,joint_triangular_l1,mixed_extreme150_after_observable_screen,unresolved,True,True,joint_triangular_l5,True,0,-1257.245205000001,-1257.245205000001,9.846187697204265,12768.852714,11511.607509
round-broad-p3-0010-f1a0dc14eac67442,3,broad,broad_joint,confirmation,correlated,joint_triangular_l1,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-604.6392420000002,-604.6392420000002,12.438408299246888,4861.066042,4256.4268
round-broad-p3-0017-e1705042294bdbb9,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_mixed__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-494.134943,-494.134943,10.559916707284192,4679.345081,4185.210138
round-broad-p3-0026-bb2ec0cacbb705a6,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_mixed__noise_extreme__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-285.4148720000003,-285.4148720000003,6.206517375062892,4598.631644,4313.216772
round-broad-p3-0029-960abc8a8790767f,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_min__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-260.1957219999995,-260.1957219999995,5.745573707103449,4528.629085,4268.433363
round-broad-p3-0038-83c668ce2d0e00e2,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-203.69550600000002,-203.69550600000002,4.168065561477948,4887.051391,4683.355885
round-broad-p3-0040-b08bbe946f287460,3,broad,broad_joint,confirmation,correlated,joint_triangular_l1,assumption__radius_max__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-646.1813679999996,-646.1813679999996,13.145446746500408,4915.628814,4269.447446
round-broad-p3-0041-7c609b389c973d10,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-670.3007659999994,-670.3007659999994,12.361318579737487,5422.56687,4752.266104
round-broad-p3-0042-43069651d2a495a6,3,broad,broad_joint,confirmation,deterministic,joint_triangular_l1,assumption__radius_mixed__noise_deterministic__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-429.7950300000002,-429.7950300000002,8.919988107007123,4818.336357,4388.541327
round-broad-p3-0057-849945bc4be0c115,3,broad,broad_joint,confirmation,deterministic,joint_triangular_l1,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-421.9097379999994,-421.9097379999994,9.083379282441827,4644.854353,4222.944615
round-broad-p3-0059-790ffb3e464fb8ea,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_max__noise_extreme__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-67.31860700000016,-67.31860700000016,1.349029964841178,4990.149126,4922.830519
round-broad-p3-0065-308b2eebb7ad83b9,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_min__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-215.85231300000032,-215.85231300000032,4.5371934134523215,4757.397213,4541.5449
round-broad-p3-0072-a93d53653e1dc9fa,3,broad,broad_joint,confirmation,deterministic,joint_triangular_l1,assumption__radius_min__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-386.7886179999996,-386.7886179999996,7.190348188942766,5379.275215,4992.486597
round-broad-p3-0085-1ec43d363e195df2,3,broad,broad_joint,confirmation,correlated,joint_triangular_l1,assumption__radius_max__noise_correlated__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-552.4862009999997,-552.4862009999997,12.445589909334018,4439.212645,3886.726444
round-broad-p3-0087-aad2a9a2fa9be12b,3,broad,broad_joint,confirmation,deterministic,joint_triangular_l1,assumption__radius_mixed__noise_deterministic__scale_75,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-557.5298519999997,-557.5298519999997,10.799039687378572,5162.772507,4605.242655
round-broad-p3-0091-2e678c79000867e6,3,broad,broad_joint,confirmation,correlated,joint_triangular_l1,assumption__radius_min__noise_correlated__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-482.6853169999995,-482.6853169999995,9.338513497339934,5168.759644,4686.074327
round-broad-p3-0095-8935e44fb1ace233,3,broad,broad_joint,confirmation,extreme,joint_triangular_l1,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-998.729668,-998.729668,16.876200817459356,5917.976912,4919.247244
round-broad-p3-0102-9fddb6211dda3f32,3,broad,broad_joint,confirmation,deterministic,joint_triangular_l1,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,True,True,joint_triangular_l5,True,0,-1104.0238280000003,-1104.0238280000003,16.548377810179158,6671.492763,5567.468935
