case_id,mode,source_distance_m,true_angle_deg,first_error_deg,first_report_deg,second_error_deg,receiver_radius_m,q_x,q_y,second_response,safety_certificate,movement_m,movement_and_second_measure_s,crossing_acute_angle_deg,posterior_diameter_m,posterior_mec_radius_m,direction_outcome_bound_m,mec_center_error_m,certified_clear_after_two,extra_clear_movement_m
d300_a90_e0,active,300.0,90.0,0.0,90.0,0.75,1000.0,225.00000000000003,375.0,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,71.56505117707792,16.24165880975595,8.120829404882304,241.91032115684192,3.358323282674285,True,225.152495397262
d300_a90_e1,fixed,300.0,90.0,1.0,91.0,0.75,1000.0,-412.15576256865495,692.9124240345604,direction,Q_safe,806.2257748298549,166.24515496597098,46.369265600533026,39.234993616361685,19.617496808185592,111.66725586938725,16.27052651621968,True,552.8568991347236
d300_a90_e1,estimated,300.0,90.0,1.0,91.0,0.75,1000.0,140.81998142702287,721.6858947833309,direction,Q_safe,735.2964013908432,152.05928027816864,18.466494785954765,80.36394401975677,40.18197200988276,175.58841794433752,33.88465830593654,False,
d300_a90_e1,active,300.0,90.0,1.0,91.0,0.75,1000.0,-231.51038382416934,371.016094235258,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,72.9465406712101,16.066958704418866,8.033479352213849,241.71886404388107,7.229329113584819,True,222.51557311218434
d300_a179.995_e-1,fixed,300.0,179.995,-1.0,179.0,0.75,1000.0,-692.9124240345604,412.15576256865495,direction,Q_safe,806.2257748298549,166.24515496597098,46.362447834622046,40.26231566173354,20.131157830871263,111.66725586938702,7.734942130567878,False,
d300_a179.995_e-1,estimated,300.0,179.995,-1.0,179.0,0.75,1000.0,-562.5016391312076,243.4848074846014,direction,Q_safe,612.9379621961009,127.58759243922017,42.83955506545982,32.712792123867956,16.356396061938472,181.82498431467357,5.631503666146654,True,350.5406804169089
d300_a179.995_e-1,active,300.0,179.995,-1.0,179.0,0.75,1000.0,-371.016094235258,231.5103838241693,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,72.9397236575322,16.2055945297687,8.102797264888698,241.71886404387993,5.579136051153105,True,224.60814138324903
d300_a179.995_e0,fixed,300.0,179.995,0.0,180.0,0.75,1000.0,-700.0,-399.9999999999999,direction,Q_safe,806.2257748298549,166.24515496597098,45.0068748568274,39.480994510326795,19.74049725516811,111.9109258175563,10.248054694869433,True,556.670255581916
d300_a179.995_e0,estimated,300.0,179.995,0.0,180.0,0.75,1000.0,-562.6731350537568,225.06925402181702,direction,Q_safe,606.017512962423,126.2035025924846,40.58304770580221,33.18139604918053,16.59069802459468,184.7424539512601,7.174720838028703,True,346.66954354613557
d300_a179.995_e0,active,300.0,179.995,0.0,180.0,0.75,1000.0,-375.0,-224.99999999999994,direction,convex_hull_first_station_and_Q_safe,437.3213921133975,92.4642784226795,71.57205070588199,16.100571777245733,8.050285888627263,241.9103211568415,3.1892923942016713,True,223.02292862080654
d300_a179.995_e1,fixed,300.0,179.995,1.0,181.0,0.75,1000.0,-706.8743491843873,387.722393556458,direction,Q_safe,806.2257748298549,166.24515496597098,43.612350005402696,40.80709266560931,20.403546332809004,112.2035724022494,16.87031525020484,False,
d300_a179.995_e1,estimated,300.0,179.995,1.0,181.0,0.75,1000.0,-537.7565113054457,187.75997523602894,direction,Q_safe,569.5927262106128,118.91854524212256,38.28980743260351,32.06723448554157,16.033617242775108,210.45160034329416,14.019019325328433,True,311.3655568697053
d300_a179.995_e1,active,300.0,179.995,1.0,181.0,0.75,1000.0,-371.0160942352579,-231.5103838241694,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,72.95335679258757,16.0669587044187,8.033479352213766,241.7188640438797,7.248996752448379,True,222.51557311219008
d300_a359.995_e-1,fixed,300.0,359.995,-1.0,359.0,0.75,1000.0,706.8743491843873,387.72239355645803,direction,Q_safe,806.2257748298549,166.24515496597098,43.62621426036964,39.73861194277309,19.869305971391185,112.20357240224872,7.043143896741733,True,560.7709935365305
d300_a359.995_e-1,estimated,300.0,359.995,-1.0,359.0,0.75,1000.0,721.6858947833327,140.81998142704794,direction,Q_safe,735.2964013908498,152.05928027816998,18.474694938699873,74.62491586485218,37.312457932430924,175.58841794431993,5.254131415184482,False,
d300_a359.995_e-1,active,300.0,359.995,-1.0,359.0,0.75,1000.0,371.0160942352579,-231.51038382416937,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,72.93972365753223,16.205594529769748,8.102797264889222,241.71886404388374,5.579136051153242,True,224.60814138324972
d300_a359.995_e0,fixed,300.0,359.995,0.0,0.0,0.75,1000.0,700.0,400.0,direction,Q_safe,806.2257748298549,166.24515496597098,45.00687485682739,39.480994510326184,19.740497255167803,111.91092581755662,10.248054694869316,True,556.6702555819759
d300_a359.995_e0,estimated,300.0,359.995,0.0,0.0,0.75,1000.0,721.8211308091836,159.1479957554249,direction,Q_safe,739.1575132782033,152.83150265564066,20.678995542323026,70.99563804797754,35.49781902399376,172.89590806730575,16.055745101524884,False,
d300_a359.995_e0,active,300.0,359.995,0.0,0.0,0.75,1000.0,375.0,225.0,direction,convex_hull_first_station_and_Q_safe,437.3213921133975,92.4642784226795,71.57205070588196,16.100571777245964,8.0502858886274,241.9103211568431,3.189292394201554,True,223.0229286208125
d300_a359.995_e1,fixed,300.0,359.995,1.0,1.0,0.75,1000.0,692.9124240345604,412.15576256865495,direction,Q_safe,806.2257748298549,166.24515496597098,46.376083079087344,39.234993616360846,19.6174968081852,111.6672558693896,16.279929712721035,True,552.8568991347225
d300_a359.995_e1,estimated,300.0,359.995,1.0,1.0,0.75,1000.0,721.6858947833327,177.54852987719914,direction,Q_safe,743.2052281777721,153.64104563555443,22.841280175171068,67.8661686376825,33.9330843188464,167.98139298877288,28.814506481838983,False,
d300_a359.995_e1,active,300.0,359.995,1.0,1.0,0.75,1000.0,371.016094235258,231.51038382416934,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,72.95335679258751,16.06695870441907,8.03347935221395,241.7188640438828,7.248996752448226,True,222.5155731121845
d600_a0_e-1,fixed,600.0,0.0,-1.0,359.0,0.75,1000.0,706.8743491843873,387.72239355645803,direction,Q_safe,806.2257748298549,166.24515496597098,74.58931314845643,29.103528894491646,14.551764447254573,112.20357240224872,10.642178383878814,True,404.4572064264093
d600_a0_e-1,estimated,600.0,0.0,-1.0,359.0,0.75,1000.0,721.6858947833327,140.81998142704794,direction,Q_safe,735.2964013908498,152.05928027816998,49.16892395062972,33.22608157560015,16.613040787808753,175.58841794431993,11.648471815805642,True,193.82503077464673
d600_a0_e-1,active,600.0,0.0,-1.0,359.0,0.75,1000.0,371.0160942352579,-231.51038382416937,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,45.31434717149005,39.60688510034565,19.803442550181387,241.71886404388374,17.95966317659392,True,307.3190010550291
d600_a0_e0,fixed,600.0,0.0,0.0,0.0,0.75,1000.0,700.0,400.0,direction,Q_safe,806.2257748298549,166.24515496597098,75.96375653207345,29.058529301156938,14.529264650587214,111.91092581755662,5.334237015834926,True,403.8183009897752
d600_a0_e0,estimated,600.0,0.0,0.0,0.0,0.75,1000.0,721.8211308091836,159.1479957554249,direction,Q_safe,739.1575132782033,152.83150265564066,52.56745574871306,32.329479695220776,16.164739847619135,172.89590806730575,3.1040488245133298,True,194.20130983440419
d600_a0_e0,active,600.0,0.0,0.0,0.0,0.75,1000.0,375.0,225.0,direction,convex_hull_first_station_and_Q_safe,437.3213921133975,92.4642784226795,45.00000000000007,43.65959380623489,21.829796903126343,241.9103211568431,6.850344848333997,False,
d600_a0_e1,fixed,600.0,0.0,1.0,1.0,0.75,1000.0,692.9124240345604,412.15576256865495,direction,Q_safe,806.2257748298549,166.24515496597098,77.29614873408872,29.01836620486389,14.509183102440758,111.6672558693896,13.270093926387084,True,403.24914268997935
d600_a0_e1,estimated,600.0,0.0,1.0,1.0,0.75,1000.0,721.6858947833327,177.54852987719914,direction,Q_safe,743.2052281777721,153.64104563555443,55.574548927657595,31.701765261915664,15.85088263096667,167.98139298877288,14.94855036907975,True,195.98487901112478
d600_a0_e1,active,600.0,0.0,1.0,1.0,0.75,1000.0,371.016094235258,231.51038382416934,direction,convex_hull_first_station_and_Q_safe,437.32139211339756,92.46427842267951,45.31434717149006,41.68350248346459,20.841751241741033,241.7188640438828,10.72867462232074,False,
d600_a0.0049_e-1,fixed,600.0,0.0049,-1.0,359.0,0.75,1000.0,706.8743491843873,387.72239355645803,direction,Q_safe,806.2257748298549,166.24515496597098,74.58247004818327,29.103528894491646,14.551764447254573,112.20357240224872,10.692048359544549,True,404.4572064264093
